,Hits,max_feat,avg_feat,max_centr,min_centr,avg_centr,features,all_same,s_score,hyd_prop,don_prop,catdon_prop,hydaro_prop,aniacc_prop,clusters,PC1_2d,PC2_2d
84488,-0.09725855860611853,-1.0094879371904422,-0.7159446175330393,-1.1007405049609587,-1.108302097281481,-1.2219416674897894,0.4800832394379884,-0.2891355418005929,0.6331253221104518,0.4456111628118113,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,0.979440742981206,-0.9922842653702544,-2.3508531755431434,-0.13146594100532427
84649,0.22201805635388489,-0.9404883522050786,-0.9486140361974728,-1.5766169473763345,-0.792041412601542,-1.4175079740787762,0.4800832394379884,-0.2891355418005929,0.5019505902651896,0.4456111628118113,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-2.6644629128493804,-0.4416181108968259
2455,-0.4165351735661219,-1.2973976026302034,-1.0960997076398349,-0.5140578300792923,0.8449366895887206,0.07812281348580803,-2.0415145104534203,-0.2891355418005929,0.6768502473005112,-1.7480667530371465,1.5982680212581668,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-0.31449064192924164,-1.3586633008878504
51665,-0.4165351735661219,0.08718566357666345,0.35449164987881066,-0.9443365589497946,0.5183865288254886,-0.391345038952861,-2.0415145104534203,-0.2891355418005929,0.7544984143358868,-0.5293568010064355,-0.7594551500064426,1.5666803293057736,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,0.1934045991724562,-0.4651557633611073
59810,-0.22496920459011988,-0.15933997826813953,-0.12550578451330452,-0.5104242966023212,-0.5207165801208986,-0.7185774841201683,0.4800832394379884,-0.2891355418005929,1.1890564063742708,-0.2856148091378412,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-1.0337754356287128,0.31967974972467794
1293,-0.4165351735661219,-1.837926157959998,-1.8836973288897112,0.029478363796845108,1.4732174195973915,0.7984025891613852,0.4800832394379884,-0.2891355418005929,-0.016021521070282423,-1.7480667530371465,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,3.629175574923574,-0.9922842653702544,-0.12210499988678952,-1.872209343597655
58403,-0.22496920459011988,-0.4029310320169933,-0.4567650844235227,-1.282770889663126,-0.7376969187966681,-1.04137030422328,0.4800832394379884,-0.2891355418005929,0.3350008838531291,-0.2856148091378412,2.0698126583403567,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-1.5877259882655312,-1.135592807246675
13034,-0.4165351735661219,0.36118482126199203,0.6092047249794731,-0.6981585587811655,0.24185169122616423,-0.3344916145393472,-2.0415145104534203,-0.2891355418005929,-0.35827987864110855,-1.7480667530371465,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,4.070798049122081,-0.9922842653702544,0.8174047017159148,-1.4775109267429039
83845,-0.1611138815981192,-1.3640685820759082,-1.5572952513641436,-1.3416487260351548,-0.23866414066930502,-1.0097275329744066,0.4800832394379884,-0.2891355418005929,0.8128833158268688,0.4456111628118113,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-2.632064157265937,0.07458782388157705
87814,-0.22496920459011988,-0.10687774338921721,-0.22164847370973256,-1.045936887242439,-0.6836079777722969,-0.9694451284577621,0.4800832394379884,-0.2891355418005929,0.1193575538808062,0.4456111628118113,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-1.3879076259624068,-0.2953467142795627
106690,0.3497287023378862,0.0030405630410496095,-0.28121062589590895,0.30914239471456467,-0.5135046270351254,-0.18485489684056408,0.4800832394379884,-0.2891355418005929,0.8517499043358329,1.1768371347614641,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-0.7324203088719665,0.8714498349231652
104269,-0.09725855860611853,-1.3658856353403233,-1.4623347577774155,-0.6048237981810373,0.13337215224282753,-0.17249198930156803,0.4800832394379884,-0.2891355418005929,1.1626826386424953,1.1768371347614641,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-1.9727698448162057,0.9462395532464516
84805,-0.033403235614117836,-0.8857691582908612,-1.091653639244006,-1.543270098454511,-0.6160314503192943,-1.3079543632116235,0.4800832394379884,-0.2891355418005929,0.108426324769537,0.4456111628118113,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-2.460766240886263,-0.6159746465765198
104162,-0.033403235614117836,-1.5117654971257914,-1.6574511133551235,-1.1718464099201311,-0.8483057342953607,-1.0474523712249126,0.4800832394379884,-0.2891355418005929,0.48251729601070764,1.1768371347614641,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-2.939737091239745,-0.14683650804083043
11386,-0.28882452758212057,0.15338171425592573,0.2189962401922221,-0.1433849215415411,-0.8627673063351272,-0.42455779858060944,0.4800832394379884,-0.2891355418005929,0.6768502473005112,-1.7480667530371465,0.6551787541669569,-0.4565370933232297,9.102437480537615,-0.3454266729899785,-0.9922842653702544,0.018747287371479765,-1.2163961729825827
57590,-0.22496920459011988,-0.5592948910098273,-0.5933758205588139,-1.1134825726089617,0.02384197595658286,-0.6847650977128251,0.4800832394379884,-0.2891355418005929,-2.345775579840985,-0.2856148091378412,-0.7594551500064426,0.7573933614681028,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-0.811956361785198,-1.741419979461722
60873,0.2858733793458856,0.004420064230523614,-0.25473051122196183,-0.5946637538964785,0.10170458532202459,-0.4143141475497526,0.4800832394379884,-0.2891355418005929,0.5581683274874544,-0.2856148091378412,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-0.6816419060468164,-0.15655489119724653
87997,-0.3526798505741212,-0.06884272313407566,-0.2522111881759884,-0.990659249440604,-0.7483449513176113,-1.0355049527905236,0.4800832394379884,-0.2891355418005929,1.1299993654676952,0.4456111628118113,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,2.3043081589523906,-0.9922842653702544,-1.4880891386123123,0.1379114264647693
59487,0.09430741036988352,-0.21471724202976344,-0.24969449604782465,0.5814421891433798,0.40975684492315134,0.6718460997074606,0.4800832394379884,-0.2891355418005929,-0.8188901291006474,-0.2856148091378412,2.0698126583403567,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,0.6652575317184439,-0.8144664399190134
89825,0.030452087377882842,0.30999405292897264,0.1707066207671126,0.30446433885366625,0.10170458532202459,0.3562873057721855,0.4800832394379884,-0.2891355418005929,0.7837333482101959,0.4456111628118113,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,0.1914080406646558,1.0693267772110278
39838,-0.4165351735661219,-1.8503683125032837,-1.7835639027811643,-1.4433055862057875,-0.1689230278958196,-1.0530331902354257,-0.7807156355077158,-0.2891355418005929,0.36680087873580536,-0.8340342881000807,1.0088372302103068,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-2.37797346920559,-1.4615138600692388
26261,-0.3526798505741212,-0.3363730770502488,-0.688597323116583,-0.7010255898699088,-0.8907872238375657,-0.6949043220788657,0.4800832394379884,-0.2891355418005929,0.2505323032160348,-1.016840781087494,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-1.1598389987614122,-1.085494134884125
89322,0.030452087377882842,0.19947414181686055,0.24032253303899578,0.3030567695511674,0.15171858853060027,0.36732419626389134,0.4800832394379884,-0.2891355418005929,-1.4574655992324557,0.4456111628118113,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,0.5894909430019776,-0.2963583549413036
59950,-0.09725855860611853,-0.1348615405091794,0.1217725361001932,0.2323483919467861,-0.6444471187149851,0.20619990032849222,0.4800832394379884,-0.2891355418005929,0.687781467666797,-0.2856148091378412,0.6551787541669569,-0.4565370933232297,4.4663171004111994,-0.3454266729899785,-0.9922842653702544,-0.027335382862349912,-0.1206593533872711
73971,-0.4165351735661219,-1.3882163020185694,-0.6915755951582547,-0.4974188144590103,0.595557245890721,-0.05441998492768736,-3.3023133853991244,-0.2891355418005929,0.4319906889731346,0.07999817683698503,2.777129610427056,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-0.46620636924655856,-0.7957378328254776
57784,-0.4165351735661219,-0.5156387505777313,-0.8144637563221618,-0.5040253404981581,-0.472841093115002,-0.6885913874777201,0.4800832394379884,-0.2891355418005929,0.3707758234399944,-0.2856148091378412,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,2.3043081589523906,-0.9922842653702544,-1.1597836471663283,-0.5685410247250899
23915,-0.28882452758212057,-0.9118994669332825,-0.9911784861443944,-1.1719021112892738,-0.5450764029118438,-1.0348939560034085,0.4800832394379884,-0.2891355418005929,0.7351501300639574,-1.016840781087494,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-1.8570220044692625,-1.0662665998940248
57162,0.1581627333618842,-0.6457589469317525,-0.9144986326344192,-1.3151332992202824,-0.9778865977678711,-1.3082043017811975,0.4800832394379884,-0.2891355418005929,1.004787120638583,-0.2856148091378412,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-2.3993424514711563,-0.15419687008039468
88181,-0.033403235614117836,-0.03153217048876187,0.13216868090641723,0.5402337721251813,0.3342486115984111,0.5632905900324041,0.4800832394379884,-0.2891355418005929,0.5814504200621814,0.4456111628118113,2.0698126583403567,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,0.48086547571944627,0.21235755117045718
58454,0.1581627333618842,-0.39418180286403753,-0.5908483124352103,-0.9281239953027275,-0.6012677027910529,-1.0245007611502335,0.4800832394379884,-0.2891355418005929,0.7030851709326071,-0.2856148091378412,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-1.6307807682465687,-0.45586935195667144
74687,-0.4165351735661219,-1.0750034873000054,-0.20532074199883224,-0.045773154938341526,2.2196313704740867,0.9580337853857878,-3.3023133853991244,-0.2891355418005929,-0.06647334101076786,0.07999817683698503,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,2.9667418669379826,-0.9922842653702544,1.10812897794873,0.08889810801221631
57425,-0.28882452758212057,-0.594171957424469,-0.6114715655783822,-0.5273294473503372,-0.4064005757901221,-0.43309840795309545,0.4800832394379884,-0.2891355418005929,-0.04023839114372211,-0.2856148091378412,-0.7594551500064426,1.9713238162594353,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-0.7916495862278585,-1.1024274192446077
105571,-0.22496920459011988,-0.5057745991957332,-0.5334301755613434,-0.5725602478147707,-1.2004200356660846,-1.1741897728197759,0.4800832394379884,-0.2891355418005929,0.9319122540668003,1.1768371347614641,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,0.979440742981206,-0.9922842653702544,-2.0007069656252527,0.5468976515043489
84657,-0.1611138815981192,-0.9353784783228958,-1.08190002303176,-1.552807432934115,-1.091918340289677,-1.504931961904305,0.4800832394379884,-0.2891355418005929,-0.04870082402266917,0.4456111628118113,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-2.7345677816889333,-0.3994783526584812
23600,0.2858733793458856,-1.0444881254396194,-0.8717660231908252,-1.314281454888587,-1.0703312722383749,-1.2095511009963282,0.4800832394379884,-0.2891355418005929,-0.35311447936178597,-1.016840781087494,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-2.1508815807574906,-1.5678963524053044
107015,-0.033403235614117836,0.1421738849366356,-0.06728021165552453,-0.2403594873923381,-0.11884250836676974,-0.1644556518583712,0.4800832394379884,-0.2891355418005929,-0.48463710413225164,1.1768371347614641,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-0.4715012993662594,0.6631558591736166
76169,-0.4165351735661219,-0.6085808838308091,-0.3777195607757673,0.22793065765170076,-0.10050460464739237,-0.17950361489676883,-0.7807156355077158,-0.2891355418005929,1.1626826386424953,0.07999817683698503,-0.7594551500064426,-0.4565370933232297,11.420497670600822,-0.3454266729899785,-0.9922842653702544,-0.304653942639836,0.34585180647714725
8894,-0.4165351735661219,-0.15211836839005846,0.7267103206288604,0.06872176824757788,-0.2617675074080944,0.181105003517013,-2.0415145104534203,-0.2891355418005929,0.3926382816625326,-1.7480667530371465,1.5982680212581668,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,0.8885396259320676,-1.118976821327861
58630,-0.3526798505741212,-0.3648342272434702,-0.2468204010433135,-1.0289238276209376,-0.323761755197566,-1.0025373337504522,0.4800832394379884,-0.2891355418005929,-0.9941943378079023,-0.2856148091378412,0.6551787541669569,0.7573933614681028,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,-0.9189197617957581,-1.595773006014685
78322,-0.4165351735661219,-0.036125172742880435,0.685339393854431,0.3111556627097969,-0.8258192581091737,-0.1467655329234154,-0.7807156355077158,-0.2891355418005929,0.82259993671916,0.07999817683698503,1.0088372302103068,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9922842653702544,0.11188598233357422,0.144600037705884
