,s_score,Hits,max_feat,avg_feat,max_centr,min_centr,avg_centr,features,all_same,hyd_prop,don_prop,catdon_prop,hydaro_prop,aniacc_prop,clusters,Receptor,hits_actual,quality,quality_pred
2,1.1937939472164651,-0.6396067346949406,1.529092275096842,1.4979736880321464,1.4832371126406247,0.816008563696338,0.9887086471844857,0.0,1.7320508075688774,1.9406030842682098,-0.6936420825121394,-0.93775982417221,-0.6767155423319645,-0.3569784704642942,1.647508942095828,5HT1B,1,0,1
3,-0.6567195293515075,-0.634652973866204,-1.1427953410526575,-1.0150106974932929,0.37690976749569444,1.2074638903298294,1.0698405682795449,0.0,-0.5773502691896258,-0.6141148995944135,-0.6936420825121394,1.262097807874166,-0.6767155423319645,-0.3569784704642942,1.647508942095828,5HT1B,2,1,1
4,1.1399341559524658,-0.6396067346949406,1.203861216351186,1.011597805537286,0.41121590608545117,-0.21038250708396877,0.3094077368787552,0.0,-0.5773502691896258,1.0890304219871674,0.7491334495170877,-0.93775982417221,0.9989610386805189,-0.3569784704642942,1.647508942095828,5HT2B,1,1,1
6,1.248527163493898,-0.6296992130374676,0.7833948963482861,0.7073739837557312,-0.3772107811254761,0.5713078016646373,-0.1292695378946297,0.0,1.7320508075688774,1.9406030842682098,-0.6936420825121394,-0.93775982417221,-0.6767155423319645,-0.3569784704642942,1.647508942095828,5HT2B,3,1,1
15,-0.6048906402967751,-0.6296992130374676,-0.44549099128799075,-0.9163644662324788,-1.297765594776522,-0.2744152150711415,-0.9645437826629053,0.0,-0.5773502691896258,-1.039901230734935,-0.6936420825121394,-0.5711168850700639,-0.6767155423319645,4.283741644217988,1.647508942095828,A2A,3,0,0
18,1.2499781455237908,-0.6098841697225215,-1.0085517629178717,-1.060303797722631,-1.9946953459615284,-1.7527492008579806,-2.003292801594747,0.0,1.7320508075688774,1.9406030842682098,-0.6936420825121394,-0.93775982417221,-0.6767155423319645,-0.3569784704642942,1.647508942095828,A2C,7,1,0
19,-1.2103424318059257,-0.5653003222638929,-1.8020053018594702,-1.678772550251639,-3.0792300656424523,-1.2651752957236204,-2.1793932685185817,0.0,1.7320508075688774,-1.039901230734935,-0.6936420825121394,1.6287407469763122,-0.6767155423319645,-0.3569784704642942,1.647508942095828,A2C,16,1,0
23,-1.1263934324086835,-0.5752078439213659,-1.9971155174706317,-1.9424347319156805,0.8641168594597497,2.2289349238266385,1.7423140301174151,0.0,1.7320508075688774,-1.039901230734935,-0.6936420825121394,1.6287407469763122,-0.6767155423319645,-0.3569784704642942,1.647508942095828,Beta 2,14,0,1
28,0.9728245083064704,-0.624745452208731,1.3505768772655031,1.2584207598930233,0.44269760385782664,-0.5190352831669942,0.13931811158193771,0.0,-0.5773502691896258,0.23745776268662894,0.7491334495170877,-0.93775982417221,2.6746376196930024,-0.3569784704642942,1.647508942095828,M1,4,1,1
29,-0.945753259175793,-0.6296992130374676,-0.32497091673001743,0.03536582685376252,0.4576326314577836,0.9883435517847878,0.4789201817085871,0.0,-0.5773502691896258,-0.6141148995944135,0.7491334495170877,0.5288119296698738,0.9989610386805189,-0.3569784704642942,1.647508942095828,M1,3,1,0
34,1.2524656108082612,-0.604930408893785,-0.026138571040075186,-0.007271108414676129,-0.3955275388771882,-1.1885902543280766,-0.4834713597010007,0.0,1.7320508075688774,1.9406030842682098,-0.6936420825121394,-0.93775982417221,-0.6767155423319645,-0.3569784704642942,1.647508942095828,M2,8,1,1
36,1.2419627695482371,-0.6197916913799946,0.3796273753420352,0.6064856184760437,0.3918070521510985,-0.24074750139670723,-0.12409042545736208,0.0,-0.5773502691896258,1.5148167531276882,-0.6936420825121394,-0.93775982417221,0.9989610386805189,-0.3569784704642942,1.647508942095828,M4,5,1,1
38,0.6012818905654259,-0.634652973866204,0.9649524106549894,0.8543447323849082,0.34089791157317684,-0.7316965402613972,-0.31230012949219166,0.0,-0.5773502691896258,0.6632440908466458,0.7491334495170877,-0.93775982417221,0.9989610386805189,-0.3569784704642942,1.647508942095828,M4,2,1,1
45,-1.2324427313882647,-0.6396067346949406,0.4759771828428009,1.1688784296486683,0.5019711084705918,-0.1413046766593864,0.6780891753098175,0.0,-0.5773502691896258,-1.039901230734935,-0.6936420825121394,1.262097807874166,-0.6767155423319645,-0.3569784704642942,1.647508942095828,OPRK,1,1,0
