Enrichment,GH,Active_Rate,Hits,Actives,filename,fbase,max_feat,min_feat,avg_feat,max_centr,min_centr,avg_centr,receptor,hyd,don,acc,ani,cat,aro,donhyd,catdon,hydaro,aniacc,donacc,features,s_score,hyd_prop,don_prop,acc_prop,ani_prop,cat_prop,aro_prop,donhyd_prop,catdon_prop,hydaro_prop,aniacc_prop,donacc_prop,quality
NaN,NaN,NaN,0,0,4193.ph4,4193,2.3207781,0.56502122,1.3754394,31.44026,30.003922,30.513916,D2,4,0,0,0,0,0,0,1,0,0,0,5,-0.93297321,0.8,0,0,0,0,0,0,0.2,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3469.ph4,3469,2.5256169,1.2344962,1.941933,36.564102,34.13937,35.358437,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.33976579,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,901.ph4,901,2.528069,0.57262641,1.5474212,31.304598,29.164013,30.307461,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.23181818,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4566.ph4,4566,2.5281925,0.89481062,1.5853832,30.193123,29.165495,29.665482,D2,4,0,1,0,0,0,0,0,0,0,0,5,-1.7585716,0.8,0,0.2,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1851.ph4,1851,2.5298638,0.58669925,1.7687237,35.675232,34.222649,35.066978,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.30000001,1,0,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,1,0,1855.ph4,1855,2.5299635,0.65531212,1.8177638,31.539555,29.34314,30.275763,D2,4,0,1,0,0,0,0,0,0,0,0,5,-0.55000001,0.8,0,0.2,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,397.ph4,397,2.5333099,0.90951353,1.565452,31.634232,29.911354,30.572664,D2,3,0,0,0,0,0,0,2,0,0,0,5,-2.094249,0.6,0,0,0,0,0,0,0.4,0,0,0,Not Quality
NaN,NaN,NaN,0,0,688.ph4,688,2.5339277,0.91927689,1.6146944,35.856014,34.509892,35.227642,D2,5,0,0,0,0,0,0,0,0,0,0,5,-1.7045553,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3200.ph4,3200,2.5381131,0.90231091,1.9476106,36.564102,34.13937,35.136955,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.3888889,1,0,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,8,0,962.ph4,962,2.5720079,0.61241895,1.8641964,36.564102,34.13937,35.189445,D2,4,1,0,0,0,0,0,0,0,0,0,5,-0.10769231,0.8,0.2,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,1,0,1800.ph4,1800,2.5836086,0.65398932,1.7842962,35.747795,34.560974,35.156429,D2,5,0,0,0,0,0,0,0,0,0,0,5,-2.804677,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2998.ph4,2998,2.5958321,0.52534467,1.784247,36.07259,34.255589,35.202831,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.1,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2600.ph4,2600,2.635603,1.1099397,1.8238317,35.598648,34.194118,35.099766,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.21333334,1,0,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,3,0,3118.ph4,3118,2.6453042,1.1537673,2.2065666,36.284611,33.867203,35.12307,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.18571429,1,0,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,1,0,3546.ph4,3546,2.6559722,1.53108,2.0774333,36.564102,34.13937,35.195152,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.1,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3231.ph4,3231,2.6807554,0.77211267,1.9120245,35.665947,34.423878,35.033615,D2,5,0,0,0,0,0,0,0,0,0,0,5,-1.3991085,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1668.ph4,1668,2.6838632,0.75117308,1.9043745,31.157475,29.164013,30.126036,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.175,1,0,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,1,0,1817.ph4,1817,2.690681,1.1868303,1.8572339,32.219959,29.551117,30.971972,D2,4,0,0,0,0,0,0,1,0,0,0,5,-0.43686372,0.8,0,0,0,0,0,0,0.2,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3526.ph4,3526,2.7709904,0.64132363,2.0313132,31.204912,29.457129,30.180954,D2,2,0,2,0,0,0,0,0,0,0,1,5,-0.22222222,0.4,0,0.4,0,0,0,0,0,0,0,0.2,Not Quality
0,0,0,3,0,4475.ph4,4475,2.7726314,1.4925785,2.2318554,36.284611,33.867203,35.174297,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.22142857,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2406.ph4,2406,2.80653,0.89739734,1.9327059,31.442566,29.164013,30.399757,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.51333332,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,231.ph4,231,2.8102386,0.55634612,2.288873,29.163967,26.75326,27.825342,D2,1,1,1,0,0,0,0,0,0,2,0,5,-0.16249999,0.2,0.2,0.2,0,0,0,0,0,0,0.4,0,Not Quality
0,0,0,6,0,358.ph4,358,2.8268473,1.53108,2.3102336,36.564102,34.13937,35.297836,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.47999999,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1021.ph4,1021,2.8492477,0.75595832,1.8088034,30.193123,28.276365,29.509583,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.31999999,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3329.ph4,3329,2.8506882,0.71878576,2.2296264,31.943129,29.90122,31.25054,D2,2,0,1,0,0,0,0,2,0,0,0,5,-0.88996309,0.4,0,0.2,0,0,0,0,0.4,0,0,0,Not Quality
0,0,0,2,0,3195.ph4,3195,2.8649554,1.0425061,1.8631659,30.62735,28.50856,29.382511,D2,3,0,2,0,0,0,0,0,0,0,0,5,-3.025944,0.6,0,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,6,0,2671.ph4,2671,2.8952196,1.5304855,2.1915164,31.305935,29.058296,30.104609,D2,3,0,2,0,0,0,0,0,0,0,0,5,-0.34666666,0.6,0,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,1,0,4022.ph4,4022,2.9249251,0.5659523,2.0434296,36.834751,34.576134,35.676575,D2,2,1,2,0,0,0,0,0,0,0,0,5,-0.66153848,0.4,0.2,0.4,0,0,0,0,0,0,0,0,Not Quality
0.61333334,0.003955143,0.071428575,14,1,404.ph4,404,2.9252501,0.97653264,1.794672,32.463535,30.02121,31.512846,D2,3,1,1,0,0,0,0,0,0,0,0,5,-1.6238252,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1533.ph4,1533,2.975862,0.97293425,1.9558036,32.208252,29.398741,30.769934,D2,0,0,0,0,0,0,0,5,0,0,0,5,-3.0576253,0,0,0,0,0,0,0,1,0,0,0,Not Quality
0,0,0,1,0,2729.ph4,2729,2.986052,0.54839343,1.7364265,36.141663,34.93721,35.635246,D2,3,1,1,0,0,0,0,0,0,0,0,5,-0.21428572,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
0.7276836,0.018920099,0.084745765,59,5,3345.ph4,3345,2.9934092,1.0003984,2.1655886,36.683601,34.560974,35.357666,D2,3,1,1,0,0,0,0,0,0,0,0,5,-1.2875,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4714.ph4,4714,3.009135,1.4108583,2.4320986,31.912544,29.457129,30.64407,D2,2,0,2,0,0,0,0,0,0,0,1,5,-1.6471181,0.4,0,0.4,0,0,0,0,0,0,0,0.2,Not Quality
NaN,NaN,NaN,0,0,4536.ph4,4536,3.0286555,1.1648751,2.093792,29.024052,26.874779,27.646029,D2,0,1,2,0,0,0,0,2,0,0,0,5,-0.33750001,0,0.2,0.4,0,0,0,0,0.4,0,0,0,Not Quality
1.4311111,0.004956063,0.16666667,6,1,3955.ph4,3955,3.0376387,0.73052514,2.0996459,36.070393,34.736843,35.420773,D2,4,0,0,0,0,0,0,0,0,0,1,5,-1.9596829,0.8,0,0,0,0,0,0,0,0,0,0.2,Not Quality
NaN,NaN,NaN,0,0,2040.ph4,2040,3.0451677,1.2348319,2.0800087,31.457491,28.50856,29.650183,D2,3,0,0,0,0,0,0,0,0,2,0,5,-0.11818182,0.6,0,0,0,0,0,0,0,0,0.4,0,Not Quality
NaN,NaN,NaN,0,0,2616.ph4,2616,3.0732274,0.92812985,1.9782956,36.585026,33.922474,34.825573,D2,4,0,0,0,0,0,0,1,0,0,0,5,-1.210783,0.8,0,0,0,0,0,0,0.2,0,0,0,Not Quality
0,0,0,1,0,3408.ph4,3408,3.0825381,0.64156449,1.895273,30.236593,29.34314,29.869934,D2,4,0,1,0,0,0,0,0,0,0,0,5,-0.16,0.8,0,0.2,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3687.ph4,3687,3.0828841,0.96900076,1.8675299,31.213758,28.90505,29.894022,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.39473686,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2946.ph4,2946,3.087991,0.10366277,1.8214078,29.411148,28.072304,28.980158,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.17,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1195.ph4,1195,3.0936468,1.4222226,2.2558646,32.165421,29.566519,30.887779,D2,3,0,0,0,0,0,0,0,0,2,0,5,-2.0913215,0.6,0,0,0,0,0,0,0,0,0.4,0,Not Quality
2.4533334,0.036163695,0.2857143,21,6,900.ph4,900,3.1156971,1.1325091,2.2474456,36.585026,34.309944,35.247189,D2,3,1,1,0,0,0,0,0,0,0,0,5,-0.5714286,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Quality
0,0,0,20,0,1566.ph4,1566,3.1371589,1.0654938,2.309458,36.141663,34.070015,35.413101,D2,3,1,1,0,0,0,0,0,0,0,0,5,-0.67500001,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3017.ph4,3017,3.1592982,0.54608244,1.4852509,33.181351,30.318384,31.428106,D2,2,2,0,0,0,0,0,1,0,0,0,5,-3.000057,0.4,0.4,0,0,0,0,0,0.2,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3311.ph4,3311,3.1600926,0.68926483,1.8975315,35.47422,33.15155,34.558254,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.32307693,1,0,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,10,0,4643.ph4,4643,3.1641493,1.5316129,2.3327789,36.412884,34.423878,35.261669,D2,3,1,1,0,0,0,0,0,0,0,0,5,-2.2600484,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
0,0,0,1,0,233.ph4,233,3.2224092,0.56746453,2.1277165,36.564102,34.13937,35.104805,D2,4,1,0,0,0,0,0,0,0,0,0,5,-1.3229916,0.8,0.2,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,4,0,4893.ph4,4893,3.2386885,1.4280591,2.1531639,36.06123,34.049026,34.98579,D2,3,1,1,0,0,0,0,0,0,0,0,5,-0.92241687,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
0,0,0,7,0,4212.ph4,4212,3.2643354,1.1649356,2.3776364,36.284611,33.867203,35.233452,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.20833333,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2104.ph4,2104,3.2748609,1.4434893,2.4056249,33.059875,29.929834,31.345888,D2,1,1,1,0,0,0,0,0,0,0,2,5,-1.1666666,0.2,0.2,0.2,0,0,0,0,0,0,0,0.4,Not Quality
0,0,0,8,0,1420.ph4,1420,3.287622,1.5316129,2.3493111,37.400471,34.423878,35.664257,D2,4,0,1,0,0,0,0,0,0,0,0,5,-2.7698145,0.8,0,0.2,0,0,0,0,0,0,0,0,Not Quality
1.8520261,0.056146663,0.21568628,51,11,2359.ph4,2359,3.2934816,0.7965036,2.4866467,34.329292,31.640564,33.330276,D2,4,0,0,0,0,0,0,1,0,0,0,5,-1.6500429,0.8,0,0,0,0,0,0,0.2,0,0,0,Not Quality
0,0,0,2,0,646.ph4,646,3.2937229,1.0045596,2.3911493,32.360867,29.226223,30.580799,D2,2,0,2,0,0,0,0,0,0,0,1,5,-0.18888889,0.4,0,0.4,0,0,0,0,0,0,0,0.2,Not Quality
0,0,0,1,0,108.ph4,108,3.2972505,1.062857,1.9921455,31.685905,29.164013,30.464136,D2,4,1,0,0,0,0,0,0,0,0,0,5,-0.79090911,0.8,0.2,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3359.ph4,3359,3.3104608,0.96810895,2.176254,37.400471,34.13937,35.798641,D2,4,0,0,0,0,0,0,0,0,0,1,5,-0.12,0.8,0,0,0,0,0,0,0,0,0,0.2,Not Quality
NaN,NaN,NaN,0,0,1076.ph4,1076,3.3244929,0.80267173,1.8295039,36.29245,34.407902,35.192497,D2,4,0,0,0,0,0,0,0,0,0,1,5,-0.17647059,0.8,0,0,0,0,0,0,0,0,0,0.2,Not Quality
NaN,NaN,NaN,0,0,4636.ph4,4636,3.3272369,1.4534696,2.1711404,33.499592,30.744936,32.28611,D2,3,0,0,0,0,0,0,2,0,0,0,5,-0.81865954,0.6,0,0,0,0,0,0,0.4,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1316.ph4,1316,3.3277528,0.85602218,2.098763,36.29245,34.509892,35.301895,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.56153846,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,876.ph4,876,3.3331869,0.95017934,1.910507,35.886665,33.388802,34.862907,D2,3,1,0,0,0,0,0,1,0,0,0,5,-2.9483967,0.6,0.2,0,0,0,0,0,0.2,0,0,0,Not Quality
NaN,NaN,NaN,0,0,534.ph4,534,3.3421774,1.3242062,2.2935631,36.412884,33.317623,34.587543,D2,2,1,1,0,0,0,0,0,0,0,1,5,-1.1461538,0.4,0.2,0.2,0,0,0,0,0,0,0,0.2,Not Quality
0.29609194,0.003497162,0.034482758,29,1,2712.ph4,2712,3.3498447,1.0396899,2.1829693,33.290112,30.281324,32.127529,D2,4,0,0,0,0,0,0,1,0,0,0,5,-2.1285906,0.8,0,0,0,0,0,0,0.2,0,0,0,Not Quality
0,0,0,2,0,4988.ph4,4988,3.359823,1.0278298,2.4043527,29.641579,27.234291,28.497705,D2,2,1,2,0,0,0,0,0,0,0,0,5,-1.0893911,0.4,0.2,0.4,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1956.ph4,1956,3.3729236,1.1998688,2.437053,32.203705,29.86581,30.752384,D2,1,1,1,0,0,0,0,0,0,0,2,5,-0.40952381,0.2,0.2,0.2,0,0,0,0,0,0,0,0.4,Not Quality
0,0,0,2,0,1215.ph4,1215,3.3979132,0.77052224,2.1869798,39.943638,37.277515,38.692936,D2,2,1,0,0,0,0,0,1,1,0,0,5,-2.9960113,0.4,0.2,0,0,0,0,0,0.2,0.2,0,0,Not Quality
0,0,0,5,0,4857.ph4,4857,3.4025722,1.138127,2.6175582,35.909901,34.070015,35.366749,D2,2,1,1,0,0,0,0,0,0,0,1,5,-2.6382704,0.4,0.2,0.2,0,0,0,0,0,0,0,0.2,Not Quality
0,0,0,13,0,4519.ph4,4519,3.4118893,1.53108,2.3566067,36.564102,34.13937,35.210964,D2,5,0,0,0,0,0,0,0,0,0,0,5,-1.7863013,1,0,0,0,0,0,0,0,0,0,0,Not Quality
2.8622222,0.006643234,0.33333334,3,1,92.ph4,92,3.4144552,1.7324935,2.260988,41.010883,38.374722,39.796688,D2,0,2,3,0,0,0,0,0,0,0,0,5,-2.4000001,0,0.4,0.6,0,0,0,0,0,0,0,0,Quality
0,0,0,9,0,325.ph4,325,3.453537,0.65381801,2.0443039,35.429729,33.816006,34.905155,D2,3,1,1,0,0,0,0,0,0,0,0,5,-1.8222558,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4766.ph4,4766,3.4546864,0.77298898,2.129564,35.13855,31.942743,33.267078,D2,1,2,1,0,0,0,0,1,0,0,0,5,-1.1919512,0.2,0.4,0.2,0,0,0,0,0.2,0,0,0,Not Quality
1.8077193,0.021180896,0.21052632,19,4,3019.ph4,3019,3.4548144,1.735134,2.5453386,36.07259,34.317245,35.245804,D2,3,1,1,0,0,0,0,0,0,0,0,5,-1.3142858,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1882.ph4,1882,3.4585128,1.147922,2.1331944,32.049976,28.684761,29.838465,D2,2,0,3,0,0,0,0,0,0,0,0,5,-0.65714288,0.4,0,0.6,0,0,0,0,0,0,0,0,Not Quality
0,0,0,1,0,4312.ph4,4312,3.4585738,0.85336566,2.2960567,36.291985,33.337448,34.702351,D2,0,2,2,0,0,0,0,1,0,0,0,5,-3.541795,0,0.4,0.4,0,0,0,0,0.2,0,0,0,Not Quality
1.84,0.046427317,0.21428572,42,9,3106.ph4,3106,3.4598978,1.0872998,2.2436912,36.07259,33.816006,34.881439,D2,3,1,1,0,0,0,0,0,0,0,0,5,-1.025,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1757.ph4,1757,3.4824257,0.85213202,2.4987648,36.412884,33.15155,34.841362,D2,2,1,1,0,0,0,0,0,0,0,1,5,-0.85000002,0.4,0.2,0.2,0,0,0,0,0,0,0,0.2,Not Quality
0,0,0,22,0,4290.ph4,4290,3.5034571,0.84010178,2.4200597,36.284611,33.867203,35.299194,D2,3,1,1,0,0,0,0,0,0,0,0,5,-0.79333335,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
2.5254903,0.030710913,0.29411766,17,5,3741.ph4,3741,3.5110765,1.5364782,2.4363005,30.505215,27.505104,28.92939,D2,3,0,2,0,0,0,0,0,0,0,0,5,-0.33000001,0.6,0,0.4,0,0,0,0,0,0,0,0,Quality
0,0,0,2,0,390.ph4,390,3.5134766,0.96453357,2.3403854,32.309158,30.32592,31.355286,D2,2,1,1,0,0,0,0,0,0,0,1,5,-0.66000003,0.4,0.2,0.2,0,0,0,0,0,0,0,0.2,Not Quality
0.42933333,0.003705331,0.050000001,20,1,3595.ph4,3595,3.5207131,1.4502958,2.2245221,32.506119,30.335506,31.848082,D2,3,0,0,0,0,0,0,1,0,0,1,5,-0.82927024,0.6,0,0,0,0,0,0,0.2,0,0,0.2,Not Quality
0,0,0,5,0,4745.ph4,4745,3.5378349,1.4618229,2.3498139,29.848675,27.113539,28.348627,D2,3,0,2,0,0,0,0,0,0,0,0,5,-1.6069547,0.6,0,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,2,0,1799.ph4,1799,3.5558541,0.94857681,2.0845356,32.026581,29.165495,30.469868,D2,4,1,0,0,0,0,0,0,0,0,0,5,-0.50588238,0.8,0.2,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4190.ph4,4190,3.556679,0.98637748,2.1795158,35.665947,34.642544,35.108208,D2,3,0,0,0,0,0,0,2,0,0,0,5,-0.34049502,0.6,0,0,0,0,0,0,0.4,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3918.ph4,3918,3.5589962,0.82937866,2.166821,36.558075,33.15155,35.016087,D2,5,0,0,0,0,0,0,0,0,0,0,5,-2.206955,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3977.ph4,3977,3.5756257,0.82622397,2.6153822,32.63121,29.661697,31.323763,D2,1,0,0,0,0,0,0,3,0,0,1,5,-2.1430452,0.2,0,0,0,0,0,0,0.6,0,0,0.2,Not Quality
0,0,0,4,0,4374.ph4,4374,3.5830481,1.2690001,2.4345167,32.895741,29.90122,31.826845,D2,2,1,2,0,0,0,0,0,0,0,0,5,-0.91111112,0.4,0.2,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,14,0,96.ph4,96,3.5975561,1.5310944,2.380511,32.360027,29.738129,31.355831,D2,3,1,1,0,0,0,0,0,0,0,0,5,-2.2783742,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
0,0,0,2,0,2794.ph4,2794,3.6322787,1.6899823,2.3660955,29.163967,25.871527,27.760679,D2,1,1,2,0,0,0,0,0,0,1,0,5,-0.19166666,0.2,0.2,0.4,0,0,0,0,0,0,0.2,0,Not Quality
4.2933335,0.008318688,0.5,2,1,1550.ph4,1550,3.6510701,1.4386021,2.4732118,32.67701,29.741117,31.436953,D2,2,0,3,0,0,0,0,0,0,0,0,5,-1.4959366,0.4,0,0.6,0,0,0,0,0,0,0,0,Quality
0,0,0,9,0,1205.ph4,1205,3.6515195,1.509333,2.5000815,36.683601,34.049026,35.459942,D2,1,2,2,0,0,0,0,0,0,0,0,5,-1.4444444,0.2,0.4,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,3,0,3374.ph4,3374,3.6626794,0.87120318,2.5989177,37.601364,34.423878,35.59639,D2,3,0,2,0,0,0,0,0,0,0,0,5,-0.1,0.6,0,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,4,0,1671.ph4,1671,3.6642156,0.65755761,2.2950833,32.234211,29.164013,30.510115,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.13333334,1,0,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,5,0,2950.ph4,2950,3.6668346,1.5310581,2.3447163,36.133404,32.648026,34.526218,D2,5,0,0,0,0,0,0,0,0,0,0,5,-2.1104779,1,0,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,6,0,1821.ph4,1821,3.6764076,1.4265641,2.7819386,35.171299,31.942743,33.846321,D2,1,2,1,0,0,0,0,1,0,0,0,5,-1.2715521,0.2,0.4,0.2,0,0,0,0,0.2,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1511.ph4,1511,3.6807525,1.530032,2.6101897,31.771761,29.129684,30.496799,D2,0,0,1,0,0,0,0,3,0,0,1,5,-2.3399606,0,0,0.2,0,0,0,0,0.6,0,0,0.2,Not Quality
0,0,0,1,0,1560.ph4,1560,3.6898878,0.66508645,2.3311701,36.8503,34.209072,35.399815,D2,1,2,2,0,0,0,0,0,0,0,0,5,-1.0142857,0.2,0.4,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,9,0,3327.ph4,3327,3.6940918,1.1127179,2.1358325,32.203484,29.164013,30.760288,D2,3,1,1,0,0,0,0,0,0,0,0,5,-0.77499998,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
0,0,0,9,0,4032.ph4,4032,3.6963987,1.3620507,2.2271554,37.149979,34.509892,35.573128,D2,3,1,1,0,0,0,0,0,0,0,0,5,-0.97894734,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
1.1925926,0.022324741,0.1388889,36,5,2003.ph4,2003,3.7010462,0.93693864,2.4848466,35.675232,32.413101,34.414402,D2,4,0,0,0,0,0,0,1,0,0,0,5,-0.58094496,0.8,0,0,0,0,0,0,0.2,0,0,0,Not Quality
1.6619354,0.030223936,0.19354838,31,6,735.ph4,735,3.7170453,0.9051525,2.6975536,35.968758,32.513271,34.705635,D2,3,1,1,0,0,0,0,0,0,0,0,5,-0.82018369,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
0,0,0,11,0,3566.ph4,3566,3.718565,0.64066374,2.4836824,36.548244,33.767967,35.107628,D2,4,0,1,0,0,0,0,0,0,0,0,5,-0.41764706,0.8,0,0.2,0,0,0,0,0,0,0,0,Not Quality
0,0,0,12,0,1952.ph4,1952,3.7187221,1.5431753,2.6436954,37.687195,34.207508,35.71209,D2,2,2,1,0,0,0,0,0,0,0,0,5,-0.63999999,0.4,0.4,0.2,0,0,0,0,0,0,0,0,Not Quality
0,0,0,8,0,3915.ph4,3915,3.7187221,1.2017409,2.4830952,37.687195,34.207508,35.83075,D2,1,2,2,0,0,0,0,0,0,0,0,5,-0.60000002,0.2,0.4,0.4,0,0,0,0,0,0,0,0,Not Quality
0.64399999,0.011453427,0.075000003,40,3,4487.ph4,4487,3.7189183,1.1947054,2.6081135,32.336403,29.532051,30.977793,D2,3,1,1,0,0,0,0,0,0,0,0,5,-1.0888889,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
0,0,0,20,0,2520.ph4,2520,3.7243633,1.1955894,2.40397,32.074997,28.90505,30.605452,D2,3,1,1,0,0,0,0,0,0,0,0,5,-0.84166664,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
4.2933335,0.033099003,0.5,8,4,1160.ph4,1160,3.7281809,0.88287145,2.2845223,32.807777,29.367954,30.936382,D2,2,2,1,0,0,0,0,0,0,0,0,5,-1.2888889,0.4,0.4,0.2,0,0,0,0,0,0,0,0,Quality
0,0,0,1,0,4623.ph4,4623,3.7281809,1.1594714,2.6570787,32.807777,29.508244,31.027458,D2,2,1,1,0,0,0,0,0,0,0,1,5,-0.89090908,0.4,0.2,0.2,0,0,0,0,0,0,0,0.2,Not Quality
NaN,NaN,NaN,0,0,503.ph4,503,3.7306604,1.531635,2.3036644,35.250904,31.804813,33.534771,D2,3,0,0,0,0,0,0,1,0,0,1,5,-1.675478,0.6,0,0,0,0,0,0,0.2,0,0,0.2,Not Quality
0,0,0,9,0,48.ph4,48,3.7389982,1.0885706,2.1238127,32.203705,29.164013,30.773232,D2,3,1,1,0,0,0,0,0,0,0,0,5,-0.55714285,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
0.47703704,0.003772701,0.055555556,18,1,3337.ph4,3337,3.7394097,1.6521964,2.5381546,29.998629,27.234291,28.691982,D2,2,1,2,0,0,0,0,0,0,0,0,5,-0.22352941,0.4,0.2,0.4,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1099.ph4,1099,3.7460043,0.60222507,2.111104,31.88063,28.675142,30.168722,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.41818181,1,0,0,0,0,0,0,0,0,0,0,Not Quality
1.5612121,0.010140065,0.18181819,11,2,2183.ph4,2183,3.7503698,0.7208606,2.4281182,32.234211,29.532051,31.028259,D2,3,1,1,0,0,0,0,0,0,0,0,5,-1.4785714,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3393.ph4,3393,3.7508807,1.4207417,2.6911323,32.845913,29.356289,31.297174,D2,1,0,3,0,0,0,0,0,0,0,1,5,-0.5181818,0.2,0,0.6,0,0,0,0,0,0,0,0.2,Not Quality
0,0,0,4,0,641.ph4,641,3.7648399,1.035694,2.2643173,31.182808,27.973402,29.494402,D2,4,0,1,0,0,0,0,0,0,0,0,5,-1.4212443,0.8,0,0.2,0,0,0,0,0,0,0,0,Not Quality
