Enrichment,GH,Active_Rate,Hits,Actives,filename,fbase,max_feat,min_feat,avg_feat,max_centr,min_centr,avg_centr,receptor,hyd,don,acc,ani,cat,aro,donhyd,catdon,hydaro,aniacc,donacc,features,s_score,hyd_prop,don_prop,acc_prop,ani_prop,cat_prop,aro_prop,donhyd_prop,catdon_prop,hydaro_prop,aniacc_prop,donacc_prop,quality
NaN,NaN,NaN,0,0,4206.ph4,4206,6.8277698,1.9348873,3.9852185,35.771591,30.166054,32.878315,D2,0,1,2,0,0,0,0,2,0,0,0,5,-2.5135646,0,0.2,0.4,0,0,0,0,0.4,0,0,0,Not Quality
0,0,0,3,0,2020.ph4,2020,6.8305955,0.95755261,3.5842588,37.960796,32.384899,34.192574,D2,3,0,0,0,0,0,0,2,0,0,0,5,-3.9587104,0.6,0,0,0,0,0,0,0.4,0,0,0,Not Quality
0,0,0,4,0,256.ph4,256,6.8363042,1.531635,3.7962182,33.290112,29.252062,31.921261,D2,3,0,1,0,0,0,0,0,0,0,1,5,-0.80000001,0.6,0,0.2,0,0,0,0,0,0,0,0.2,Not Quality
1.5152941,0.014917812,0.17647059,17,3,2560.ph4,2560,6.837575,1.0598179,3.7932456,35.771591,30.281324,33.701069,D2,3,0,1,0,0,0,0,1,0,0,0,5,-1.7673633,0.6,0,0.2,0,0,0,0,0.2,0,0,0,Not Quality
0.68013203,0.027609088,0.07920792,101,8,3067.ph4,3067,6.8492904,2.5266232,4.3064275,35.665947,29.519285,32.868904,D2,3,0,2,0,0,0,0,0,0,0,0,5,-0.69999999,0.6,0,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,7,0,3052.ph4,3052,6.8499875,1.1028835,3.6762705,40.079659,34.682281,37.547989,D2,4,1,0,0,0,0,0,0,0,0,0,5,-1.145134,0.8,0.2,0,0,0,0,0,0,0,0,0,Not Quality
1.6647619,0.08626245,0.19387755,98,19,580.ph4,580,6.8499875,0.81349307,4.2071161,40.079659,34.682281,36.930614,D2,4,1,0,0,0,0,0,0,0,0,0,5,-0.75584489,0.8,0.2,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3629.ph4,3629,6.8530579,2.236249,3.8056889,32.63121,26.008486,29.735224,D2,1,0,0,0,0,0,0,0,0,2,2,5,-0.18000001,0.2,0,0,0,0,0,0,0,0,0.4,0.4,Not Quality
NaN,NaN,NaN,0,0,3569.ph4,3569,6.8542337,1.828904,4.246891,35.62505,30.028515,34.116619,D2,1,0,1,0,0,0,0,2,0,0,1,5,-1.5121188,0.2,0,0.2,0,0,0,0,0.4,0,0,0.2,Not Quality
0,0,0,4,0,538.ph4,538,6.8559914,2.200099,4.9782462,35.833412,30.287533,33.382256,D2,2,1,0,0,0,0,0,0,0,2,0,5,-0.52307695,0.4,0.2,0,0,0,0,0,0,0,0.4,0,Not Quality
0.61333334,0.003955143,0.071428575,14,1,4534.ph4,4534,6.8565583,0.8532778,4.3278546,35.665947,31.815016,33.796627,D2,2,1,2,0,0,0,0,0,0,0,0,5,-0.55000001,0.4,0.2,0.4,0,0,0,0,0,0,0,0,Not Quality
0.40888888,0.003675622,0.047619049,21,1,2173.ph4,2173,6.8620071,1.8272668,4.539341,38.200626,32.580673,35.406643,D2,2,1,2,0,0,0,0,0,0,0,0,5,-0.89811528,0.4,0.2,0.4,0,0,0,0,0,0,0,0,Not Quality
2.415,0.05307667,0.28125,32,9,1470.ph4,1470,6.862834,1.0345029,4.5265279,35.665947,29.554718,32.027172,D2,3,0,1,0,0,0,0,0,1,0,0,5,-0.24375001,0.6,0,0.2,0,0,0,0,0,0.2,0,0,Quality
NaN,NaN,NaN,0,0,2802.ph4,2802,6.8656473,1.4534696,4.3509941,32.906879,26.75326,29.568502,D2,1,0,0,0,0,0,0,1,0,2,1,5,-0.31861788,0.2,0,0,0,0,0,0,0.2,0,0.4,0.2,Not Quality
0.95407408,0.004381957,0.11111111,9,1,2383.ph4,2383,6.8681989,2.2446306,4.1801677,38.648407,32.336403,35.676758,D2,2,1,1,0,0,0,0,0,0,0,1,5,-0.71428573,0.4,0.2,0.2,0,0,0,0,0,0,0,0.2,Not Quality
NaN,NaN,NaN,0,0,4063.ph4,4063,6.8690968,1.0714018,4.006052,36.781898,30.058865,32.666,D2,1,0,0,0,0,0,0,2,1,0,1,5,-2.8246028,0.2,0,0,0,0,0,0,0.4,0.2,0,0.2,Not Quality
0,0,0,11,0,870.ph4,870,6.8709555,0.72222298,3.6642179,38.298195,32.413807,34.69698,D2,4,0,1,0,0,0,0,0,0,0,0,5,-0.22,0.8,0,0.2,0,0,0,0,0,0,0,0,Not Quality
0.54808509,0.010993531,0.063829787,47,3,4363.ph4,4363,6.882668,1.5302578,3.9519248,35.747795,29.646276,32.525562,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.19333333,1,0,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,21,0,2831.ph4,2831,6.8844914,1.4165801,4.1607513,35.968758,29.332611,32.56242,D2,2,1,1,0,0,0,0,0,0,0,1,5,-1.7741011,0.4,0.2,0.2,0,0,0,0,0,0,0,0.2,Not Quality
1.6512821,0.025312064,0.1923077,26,5,3522.ph4,3522,6.884788,1.1886926,4.19031,34.945778,29.86581,31.945234,D2,4,0,0,0,0,0,0,0,0,0,1,5,-0.22499999,0.8,0,0,0,0,0,0,0,0,0,0.2,Not Quality
0,0,0,5,0,2032.ph4,2032,6.885777,1.0264239,3.9468372,38.368565,35.035866,36.482162,D2,1,2,2,0,0,0,0,0,0,0,0,5,-1.4818182,0.2,0.4,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,21,0,2329.ph4,2329,6.8860903,1.2593352,4.3477383,34.32309,27.514772,31.046913,D2,2,0,2,0,0,0,0,0,0,0,1,5,-0.17333333,0.4,0,0.4,0,0,0,0,0,0,0,0.2,Not Quality
0,0,0,3,0,3474.ph4,3474,6.886261,1.3197364,4.6933527,34.281708,31.440622,33.099895,D2,2,0,1,0,0,0,0,0,0,2,0,5,-0.15000001,0.4,0,0.2,0,0,0,0,0,0,0.4,0,Not Quality
NaN,NaN,NaN,0,0,3002.ph4,3002,6.8867011,1.6058524,3.6588743,38.126717,32.286869,34.892715,D2,1,0,2,0,0,0,0,2,0,0,0,5,-1.5530258,0.2,0,0.4,0,0,0,0,0.4,0,0,0,Not Quality
0.37333333,0.003622424,0.043478262,23,1,330.ph4,330,6.8867598,2.1917784,4.1376629,35.968758,29.538279,32.704861,D2,2,1,2,0,0,0,0,0,0,0,0,5,-0.35624999,0.4,0.2,0.4,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1541.ph4,1541,6.8881474,2.2929354,3.660774,31.911777,25.204935,28.11586,D2,1,0,2,0,0,0,0,0,0,0,2,5,-0.31,0.2,0,0.4,0,0,0,0,0,0,0,0.4,Not Quality
0,0,0,6,0,3266.ph4,3266,6.8899994,1.1206539,4.5242362,35.250904,29.90122,33.131001,D2,3,0,0,0,0,0,0,2,0,0,0,5,-1.5630258,0.6,0,0,0,0,0,0,0.4,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1729.ph4,1729,6.8908329,2.1763918,3.8587973,37.030754,31.634232,34.501621,D2,1,0,1,0,0,0,0,3,0,0,0,5,-2.8413441,0.2,0,0.2,0,0,0,0,0.6,0,0,0,Not Quality
0.25254902,0.003417072,0.029411765,34,1,3163.ph4,3163,6.8941855,0.87103045,3.4905653,35.496597,29.34329,31.465445,D2,2,1,2,0,0,0,0,0,0,0,0,5,-0.46315789,0.4,0.2,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,5,0,608.ph4,608,6.8966269,1.1342491,4.2941647,40.521481,35.041813,38.006268,D2,2,1,2,0,0,0,0,0,0,0,0,5,-0.53125,0.4,0.2,0.4,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3184.ph4,3184,6.8966756,1.1443889,3.2565565,33.686745,27.505104,30.166941,D2,2,0,2,0,0,0,0,0,0,0,1,5,-1.01,0.4,0,0.4,0,0,0,0,0,0,0,0.2,Not Quality
1.0733334,0.025470123,0.125,48,6,2268.ph4,2268,6.9095464,1.4449173,4.2741308,37.230721,30.346937,33.972149,D2,3,2,0,0,0,0,0,0,0,0,0,5,-0.65833336,0.6,0.4,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,9,0,3370.ph4,3370,6.9122853,2.4601603,4.4784341,40.71529,34.222649,37.056709,D2,1,1,2,0,0,0,0,0,0,0,1,5,-0.78160566,0.2,0.2,0.4,0,0,0,0,0,0,0,0.2,Not Quality
0,0,0,28,0,77.ph4,77,6.9129243,1.5306394,3.7725136,35.448414,29.944866,32.603313,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.28235295,1,0,0,0,0,0,0,0,0,0,0,Not Quality
0.75321639,0.019128665,0.087719299,57,5,721.ph4,721,6.918221,2.1917784,4.5194325,38.298195,32.513271,35.794624,D2,2,1,2,0,0,0,0,0,0,0,0,5,-0.46363637,0.4,0.2,0.4,0,0,0,0,0,0,0,0,Not Quality
0.61333334,0.003955143,0.071428575,14,1,2259.ph4,2259,6.9205918,1.4540719,3.8223579,32.360867,26.400152,29.450069,D2,2,1,1,0,0,0,0,0,0,0,1,5,-0.32727271,0.4,0.2,0.2,0,0,0,0,0,0,0,0.2,Not Quality
0,0,0,1,0,39.ph4,39,6.9227395,0.8284359,3.5636823,37.665714,34.380592,35.652645,D2,3,0,2,0,0,0,0,0,0,0,0,5,-0.40769231,0.6,0,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,2,0,3234.ph4,3234,6.9244399,0.58637446,3.3756871,33.337448,28.425333,30.463037,D2,4,0,0,0,0,0,0,1,0,0,0,5,-2.431776,0.8,0,0,0,0,0,0,0.2,0,0,0,Not Quality
0,0,0,5,0,982.ph4,982,6.9246259,2.3569908,4.0938854,35.909901,31.440622,33.125126,D2,2,0,1,0,0,0,0,0,0,0,2,5,-0.56999999,0.4,0,0.2,0,0,0,0,0,0,0,0.4,Not Quality
0.53113401,0.019919192,0.06185567,97,6,1474.ph4,1474,6.9252677,2.1784632,4.3465595,35.675232,29.532051,32.701122,D2,3,1,1,0,0,0,0,0,0,0,0,5,-2.0028062,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4849.ph4,4849,6.9274879,1.4108583,3.6948254,34.68018,30.666731,32.268639,D2,2,0,0,0,0,0,0,1,0,0,2,5,-3.5297859,0.4,0,0,0,0,0,0,0.2,0,0,0.4,Not Quality
1.0733334,0.004526948,0.125,8,1,3263.ph4,3263,6.928144,1.5304855,3.6395202,34.600639,29.134352,31.753944,D2,4,0,0,0,0,0,0,0,0,0,1,5,-1.9441048,0.8,0,0,0,0,0,0,0,0,0,0.2,Not Quality
0.49066666,0.007356599,0.057142857,35,2,3501.ph4,3501,6.9292483,0.86502367,5.0450397,35.965435,29.727144,32.638229,D2,4,0,1,0,0,0,0,0,0,0,0,5,-0.28333333,0.8,0,0.2,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1228.ph4,1228,6.9294496,1.179173,3.4592016,38.200626,34.162106,36.973923,D2,1,2,1,0,0,0,0,0,0,0,1,5,-1.325,0.2,0.4,0.2,0,0,0,0,0,0,0,0.2,Not Quality
NaN,NaN,NaN,0,0,3230.ph4,3230,6.9313025,1.4224869,4.3537073,33.340775,27.506248,30.426947,D2,1,0,0,0,0,0,0,3,0,0,1,5,-3.6687336,0.2,0,0,0,0,0,0,0.6,0,0,0.2,Not Quality
NaN,NaN,NaN,0,0,4157.ph4,4157,6.9382911,2.14662,4.3919253,36.06123,32.11845,34.196392,D2,0,1,1,0,0,0,0,0,0,2,1,5,-1.1727272,0,0.2,0.2,0,0,0,0,0,0,0.4,0.2,Not Quality
0,0,0,3,0,4368.ph4,4368,6.9394541,1.4540719,4.1488605,36.06123,29.367954,32.491966,D2,1,2,1,0,0,0,0,0,0,0,1,5,-0.90769231,0.2,0.4,0.2,0,0,0,0,0,0,0,0.2,Not Quality
0,0,0,45,0,4258.ph4,4258,6.9418674,2.0325296,3.9960244,39.238785,35.07877,37.217686,D2,1,2,1,0,0,0,0,0,1,0,0,5,-3.120723,0.2,0.4,0.2,0,0,0,0,0,0.2,0,0,Not Quality
0,0,0,11,0,1551.ph4,1551,6.9455309,1.1208398,3.6169629,36.284611,30.028515,34.056427,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.17,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,571.ph4,571,6.9484234,1.5312272,4.2754774,41.114418,34.954205,37.481499,D2,3,0,0,0,0,0,0,0,0,2,0,5,-1.4697622,0.6,0,0,0,0,0,0,0,0,0.4,0,Not Quality
0,0,0,7,0,5000.ph4,5000,6.948513,2.4201922,4.4798265,40.482044,34.670242,37.44421,D2,2,0,2,0,0,0,0,0,0,0,1,5,-1.7,0.4,0,0.4,0,0,0,0,0,0,0,0.2,Not Quality
0.46414414,0.007271173,0.054054055,37,2,3255.ph4,3255,6.9552832,2.241586,3.9948218,38.200626,33.864868,36.093304,D2,3,1,1,0,0,0,0,0,0,0,0,5,-0.59166664,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Not Quality
0.30666667,0.003515357,0.035714287,28,1,3262.ph4,3262,6.9560094,1.1256007,3.5894628,38.032242,34.107182,36.375587,D2,2,1,2,0,0,0,0,0,0,0,0,5,-1,0.4,0.2,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,8,0,1156.ph4,1156,6.9591508,2.2201142,4.4800687,35.283813,29.904272,32.800034,D2,2,1,1,0,0,0,0,0,0,0,1,5,-0.96363634,0.4,0.2,0.2,0,0,0,0,0,0,0,0.2,Not Quality
0,0,0,4,0,595.ph4,595,6.9659266,1.8940327,4.5405231,35.536076,31.619308,33.648823,D2,3,0,0,0,0,0,0,0,0,2,0,5,-0.38,0.6,0,0,0,0,0,0,0,0,0.4,0,Not Quality
0.63604939,0.007790145,0.074074075,27,2,2193.ph4,2193,6.9694357,1.9337171,4.1545739,35.812389,29.704679,32.955395,D2,1,1,3,0,0,0,0,0,0,0,0,5,-0.57333332,0.2,0.2,0.6,0,0,0,0,0,0,0,0,Not Quality
1.0304,0.02509666,0.12,50,6,3777.ph4,3777,6.9712443,1.5302672,4.3500438,36.07259,29.551117,33.187298,D2,5,0,0,0,0,0,0,0,0,0,0,5,-1.2845222,1,0,0,0,0,0,0,0,0,0,0,Not Quality
0.78060603,0.004167865,0.090909094,11,1,3762.ph4,3762,6.9721832,1.5133713,3.9240172,34.311954,28.006779,30.966873,D2,2,1,1,0,0,0,0,0,0,0,1,5,-2.0669906,0.4,0.2,0.2,0,0,0,0,0,0,0,0.2,Not Quality
0,0,0,19,0,3459.ph4,3459,6.9725723,1.1327688,4.0671172,39.619942,34.482174,36.757782,D2,2,1,1,0,0,0,0,1,0,0,0,5,-1.1862632,0.4,0.2,0.2,0,0,0,0,0.2,0,0,0,Not Quality
0,0,0,14,0,3274.ph4,3274,6.9775395,1.531635,3.6330621,35.572239,30.028515,32.781002,D2,4,0,1,0,0,0,0,0,0,0,0,5,-2.8347788,0.8,0,0.2,0,0,0,0,0,0,0,0,Not Quality
0,0,0,1,0,838.ph4,838,6.979516,0.94595611,4.1932712,38.368565,34.009464,35.883133,D2,2,1,0,0,0,0,0,1,0,0,1,5,-2.7446122,0.4,0.2,0,0,0,0,0,0.2,0,0,0.2,Not Quality
1.2206537,0.095482446,0.14215687,204,29,3467.ph4,3467,6.9853001,1.8973769,4.0293026,34.873909,30.252344,32.221325,D2,2,1,1,0,0,0,0,0,1,0,0,5,-0.63636363,0.4,0.2,0.2,0,0,0,0,0,0.2,0,0,Not Quality
0,0,0,3,0,722.ph4,722,6.9935541,0.72440392,3.9079847,33.499592,29.226223,31.226019,D2,3,1,0,0,0,0,0,1,0,0,0,5,-3.040915,0.6,0.2,0,0,0,0,0,0.2,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2564.ph4,2564,6.9979801,1.6418482,3.894917,32.753723,25.871527,29.812757,D2,2,1,1,0,0,0,0,0,0,1,0,5,-0.41249999,0.4,0.2,0.2,0,0,0,0,0,0,0.2,0,Not Quality
8.5866671,0.013333334,1,1,1,4276.ph4,4276,7.011065,1.2103753,3.5728559,34.824867,29.332611,31.579784,D2,3,1,0,0,0,0,0,0,0,0,1,5,-0.60833335,0.6,0.2,0,0,0,0,0,0,0,0,0.2,Quality
0,0,0,8,0,2169.ph4,2169,7.0143375,2.1190267,3.7741497,32.526051,26.400152,29.607431,D2,1,0,4,0,0,0,0,0,0,0,0,5,-0.53846157,0.2,0,0.8,0,0,0,0,0,0,0,0,Not Quality
0,0,0,1,0,4003.ph4,4003,7.0159664,2.4125791,4.5210652,35.700741,29.508244,33.394409,D2,1,0,2,0,0,0,0,0,0,0,2,5,-0.55454546,0.2,0,0.4,0,0,0,0,0,0,0,0.4,Not Quality
0.65050507,0.018261703,0.075757578,66,5,313.ph4,313,7.0176768,1.4464488,4.0982947,36.558075,30.093143,32.488102,D2,2,1,2,0,0,0,0,0,0,0,0,5,-0.44999999,0.4,0.2,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,2,0,1047.ph4,1047,7.0191984,2.2125528,3.9959614,34.796776,29.179041,31.72098,D2,1,1,1,0,0,0,0,1,0,0,1,5,-2.3955395,0.2,0.2,0.2,0,0,0,0,0.2,0,0,0.2,Not Quality
2.8622222,0.013239602,0.33333334,6,2,3962.ph4,3962,7.0227866,1.6611333,3.8125172,33.340775,28.532913,31.187971,D2,1,1,2,0,0,0,0,1,0,0,0,5,-2.6043475,0.2,0.2,0.4,0,0,0,0,0.2,0,0,0,Quality
1.1448889,0.009120094,0.13333334,15,2,2128.ph4,2128,7.025672,1.4386021,3.7874644,35.051224,29.741117,31.911795,D2,2,0,3,0,0,0,0,0,0,0,0,5,-2.478049,0.4,0,0.6,0,0,0,0,0,0,0,0,Not Quality
3.4346666,0.029024018,0.40000001,10,4,543.ph4,543,7.0302181,0.56881809,3.9818747,35.180256,29.289524,31.675495,D2,3,1,1,0,0,0,0,0,0,0,0,5,-0.30833334,0.6,0.2,0.2,0,0,0,0,0,0,0,0,Quality
0.47703704,0.003772701,0.055555556,18,1,2511.ph4,2511,7.0363917,1.5310581,3.7124851,35.725227,30.2124,33.53371,D2,4,0,1,0,0,0,0,0,0,0,0,5,-0.36842105,0.8,0,0.2,0,0,0,0,0,0,0,0,Not Quality
0.46000001,0.010525986,0.053571429,56,3,3677.ph4,3677,7.040935,2.4369926,4.5548882,35.855202,29.356289,32.421879,D2,2,0,3,0,0,0,0,0,0,0,0,5,-0.2,0.4,0,0.6,0,0,0,0,0,0,0,0,Not Quality
2.1466668,0.005802578,0.25,4,1,1833.ph4,1833,7.0432787,1.9448174,4.0354495,34.298225,29.356289,32.006969,D2,0,2,3,0,0,0,0,0,0,0,0,5,-0.77857143,0,0.4,0.6,0,0,0,0,0,0,0,0,Quality
0.59906977,0.011242898,0.069767445,43,3,4264.ph4,4264,7.0449734,1.8797963,3.8784077,36.97065,30.785751,33.271313,D2,3,0,0,0,0,0,0,1,0,0,1,5,-2.7199402,0.6,0,0,0,0,0,0,0.2,0,0,0.2,Not Quality
0.22017094,0.003350007,0.025641026,39,1,271.ph4,271,7.0457039,1.5312272,4.1966205,35.886665,29.666225,33.867847,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.48947367,1,0,0,0,0,0,0,0,0,0,0,Not Quality
1.2266667,0.004711691,0.14285715,7,1,3172.ph4,3172,7.0466247,1.4555634,4.5121365,36.834751,30.514967,33.778828,D2,1,1,1,0,0,0,0,1,0,0,1,5,-2.0694864,0.2,0.2,0.2,0,0,0,0,0.2,0,0,0.2,Not Quality
0,0,0,1,0,772.ph4,772,7.0482039,0.86929911,4.2926445,35.171299,32.11845,33.65131,D2,1,1,1,0,0,0,0,0,0,2,0,5,-2.1779542,0.2,0.2,0.2,0,0,0,0,0,0,0.4,0,Not Quality
0,0,0,3,0,199.ph4,199,7.0482926,1.4108583,3.9765046,34.345947,29.058296,31.699467,D2,2,0,1,0,0,0,0,0,0,0,2,5,-0.54166669,0.4,0,0.2,0,0,0,0,0,0,0,0.4,Not Quality
0.6605128,0.007859042,0.07692308,26,2,1396.ph4,1396,7.0502586,2.5242403,4.676168,35.683155,29.90122,32.896713,D2,3,1,0,0,0,0,0,1,0,0,0,5,-3.4278555,0.6,0.2,0,0,0,0,0,0.2,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1044.ph4,1044,7.0507684,1.5312272,4.3182554,35.886665,32.42725,34.73138,D2,3,0,1,0,0,0,0,0,0,1,0,5,-0.62,0.6,0,0.2,0,0,0,0,0,0,0.2,0,Not Quality
0.57244444,0.007606327,0.06666667,30,2,1545.ph4,1545,7.0540352,2.1980555,3.9075646,34.670624,29.704679,31.982721,D2,2,2,1,0,0,0,0,0,0,0,0,5,-2.3023739,0.4,0.4,0.2,0,0,0,0,0,0,0,0,Not Quality
0,0,0,7,0,4858.ph4,4858,7.0564156,0.53777039,3.8592722,36.578899,29.704679,32.249783,D2,2,1,2,0,0,0,0,0,0,0,0,5,-0.52941179,0.4,0.2,0.4,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2936.ph4,2936,7.0621905,1.2743415,3.9110713,36.070393,30.211653,32.509068,D2,1,1,1,0,0,0,0,1,0,0,1,5,-2.3287239,0.2,0.2,0.2,0,0,0,0,0.2,0,0,0.2,Not Quality
0.74666667,0.008095565,0.086956523,23,2,171.ph4,171,7.0627747,1.5319092,3.6225929,33.084621,28.532913,30.225569,D2,4,1,0,0,0,0,0,0,0,0,0,5,-1.27,0.8,0.2,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,9,0,848.ph4,848,7.0656662,1.5319092,4.578228,35.616856,29.345913,32.553577,D2,2,1,1,0,0,0,0,1,0,0,0,5,-2.2202625,0.4,0.2,0.2,0,0,0,0,0.2,0,0,0,Not Quality
1.12,0.065873004,0.13043478,138,18,638.ph4,638,7.0680189,2.5184536,4.0638528,36.284611,29.968899,33.87307,D2,5,0,0,0,0,0,0,0,0,0,0,5,-0.1,1,0,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,2,0,792.ph4,792,7.0694447,1.2788253,3.7541595,36.8503,32.701424,34.666767,D2,1,2,2,0,0,0,0,0,0,0,0,5,-1.2846154,0.2,0.4,0.4,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4200.ph4,4200,7.0790448,2.2079134,4.1005573,30.723858,24.915276,28.231253,D2,2,0,0,0,0,0,0,3,0,0,0,5,-2.5692339,0.4,0,0,0,0,0,0,0.6,0,0,0,Not Quality
0,0,0,6,0,2626.ph4,2626,7.0797205,1.53108,3.7572012,36.564102,32.119755,34.68042,D2,3,0,2,0,0,0,0,0,0,0,0,5,-0.38999999,0.6,0,0.4,0,0,0,0,0,0,0,0,Not Quality
0.29609194,0.003497162,0.034482758,29,1,1997.ph4,1997,7.0804143,2.8442662,4.4730392,38.696423,32.037643,35.633572,D2,2,0,1,0,0,0,0,0,1,0,1,5,-0.1,0.4,0,0.2,0,0,0,0,0,0.2,0,0.2,Not Quality
0.64805031,0.027071659,0.075471699,106,8,2124.ph4,2124,7.0814977,2.5207541,4.0846334,36.585026,30.287533,34.002369,D2,5,0,0,0,0,0,0,0,0,0,0,5,-1.3415281,1,0,0,0,0,0,0,0,0,0,0,Not Quality
1.4553672,0.083244465,0.16949153,118,20,2948.ph4,2948,7.0822301,1.0410091,3.8448825,35.429729,29.666225,33.600887,D2,4,1,0,0,0,0,0,0,0,0,0,5,-2.2888241,0.8,0.2,0,0,0,0,0,0,0,0,0,Not Quality
0.63137257,0.018090734,0.073529415,68,5,3297.ph4,3297,7.086854,1.9970921,4.0649977,38.061481,30.987551,35.15926,D2,4,0,1,0,0,0,0,0,0,0,0,5,-0.33125001,0.8,0,0.2,0,0,0,0,0,0,0,0,Not Quality
0.57244444,0.011114235,0.06666667,45,3,4395.ph4,4395,7.0903654,1.2647091,3.8955266,34.68372,28.803307,31.352505,D2,5,0,0,0,0,0,0,0,0,0,0,5,-2.8189812,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,723.ph4,723,7.0937076,1.3180733,3.9512427,33.815598,27.096954,31.024071,D2,0,0,0,0,0,0,0,0,0,5,0,5,-0.89846981,0,0,0,0,0,0,0,0,0,1,0,Not Quality
NaN,NaN,NaN,0,0,4029.ph4,4029,7.0952015,1.5690701,3.8020024,35.771591,29.661697,32.126255,D2,0,1,1,0,0,0,0,3,0,0,0,5,-2.1008506,0,0.2,0.2,0,0,0,0,0.6,0,0,0,Not Quality
1.4311111,0.014604569,0.16666667,18,3,925.ph4,925,7.0958729,0.74872893,3.6432524,35.476105,29.971573,31.900503,D2,2,2,1,0,0,0,0,0,0,0,0,5,-1.12,0.4,0.4,0.2,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4565.ph4,4565,7.0959058,0.87569517,4.0737333,35.270508,29.332611,31.391697,D2,3,0,0,0,0,0,0,0,0,0,2,5,-0.2,0.6,0,0,0,0,0,0,0,0,0,0.4,Not Quality
0,0,0,20,0,3397.ph4,3397,7.0973067,1.5312272,4.4224114,35.886665,31.204912,33.862114,D2,4,0,1,0,0,0,0,0,0,0,0,5,-0.2,0.8,0,0.2,0,0,0,0,0,0,0,0,Not Quality
0,0,0,2,0,1725.ph4,1725,7.0990505,2.0095229,3.9823003,35.665947,31.498577,33.814293,D2,4,0,0,0,0,0,0,0,0,1,0,5,-0.28666666,0.8,0,0,0,0,0,0,0,0,0.2,0,Not Quality
0.78060603,0.004167865,0.090909094,11,1,55.ph4,55,7.1017346,2.1904263,4.959341,39.502201,33.133812,36.151199,D2,2,1,1,0,0,0,0,0,0,0,1,5,-1.0166667,0.4,0.2,0.2,0,0,0,0,0,0,0,0.2,Not Quality
0.22596492,0.003362624,0.02631579,38,1,1672.ph4,1672,7.1019516,1.4475175,4.4501996,35.262768,30.32592,32.815979,D2,1,2,2,0,0,0,0,0,0,0,0,5,-2.0924275,0.2,0.4,0.4,0,0,0,0,0,0,0,0,Not Quality
0.53666669,0.003853984,0.0625,16,1,1391.ph4,1391,7.1023812,1.5304855,4.1450906,34.677658,29.134352,31.609051,D2,4,0,1,0,0,0,0,0,0,0,0,5,-0.23,0.8,0,0.2,0,0,0,0,0,0,0,0,Not Quality
0,0,0,8,0,304.ph4,304,7.1024995,1.0004404,3.8879921,35.812912,29.86581,34.176193,D2,2,0,1,0,0,0,0,1,0,0,1,5,-1.1620172,0.4,0,0.2,0,0,0,0,0.2,0,0,0.2,Not Quality
0.21466666,0.003337727,0.025,40,1,3512.ph4,3512,7.1035166,1.1640966,3.8939986,35.572239,32.28828,34.055424,D2,3,0,2,0,0,0,0,0,0,0,0,5,-1.6018693,0.6,0,0.4,0,0,0,0,0,0,0,0,Not Quality
0,0,0,5,0,755.ph4,755,7.1039166,1.9268295,3.9766912,35.404652,31.771761,33.618252,D2,0,1,2,0,0,0,0,0,1,0,1,5,-0.87272727,0,0.2,0.4,0,0,0,0,0,0.2,0,0.2,Not Quality
0.85866666,0.016236672,0.1,40,4,3579.ph4,3579,7.1046209,1.4540719,4.0946178,34.882713,29.367954,32.217354,D2,2,2,1,0,0,0,0,0,0,0,0,5,-1.9428571,0.4,0.4,0.2,0,0,0,0,0,0,0,0,Not Quality
