Receptor,Score Type,Hits,Enrichment,search_features,max_feat,min_feat,avg_feat,max_centr,min_centr,avg_centr,hyd,don,acc,donhyd,catdon,hydaro,aniacc,donacc,features,all_same,hyd_prop,don_prop,acc_prop,donhyd_prop,catdon_prop,hydaro_prop,aniacc_prop,donacc_prop,quality
A2C,dE(class),-99999,0,7,7.9078031,1.046078,4.1501207,8.6265497,1.5762092,4.5448332,5,1,1,0,0,0,0,0,7,0,0.714285714,0.142857143,0.142857143,0,0,0,0,0,0
A2C,dE,19,3.743421053,3,9.3273611,0.68127728,3.620424,8.6702757,1.8813845,3.5036004,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,1
A2C,dE,2,0,4,9.3273611,0.68127728,3.620424,8.6702757,1.8813845,3.5036004,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
A2C,dE,-99999,0,5,9.3273611,0.68127728,3.620424,8.6702757,1.8813845,3.5036004,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
A2C,dE,-99999,0,6,9.3273611,0.68127728,3.620424,8.6702757,1.8813845,3.5036004,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
A2C,dE,-99999,0,7,9.3273611,0.68127728,3.620424,8.6702757,1.8813845,3.5036004,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
A2C,dU(class),561,0.982564617,3,7.4049954,1.1825762,3.7679513,5.2109952,1.5302311,3.2058234,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
A2C,dU(class),477,0.70826782,4,7.4049954,1.1825762,3.7679513,5.2109952,1.5302311,3.2058234,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
A2C,dU(class),145,0.858405172,5,7.4049954,1.1825762,3.7679513,5.2109952,1.5302311,3.2058234,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
A2C,dU(class),7,2.540178571,6,7.4049954,1.1825762,3.7679513,5.2109952,1.5302311,3.2058234,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,1
A2C,dU(class),-99999,0,7,7.4049954,1.1825762,3.7679513,5.2109952,1.5302311,3.2058234,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
A2C,dU,16,4.4453125,3,4.3366752,0.59553295,2.3963678,3.4840357,2.2957857,2.9344938,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,1
A2C,dU,1,0,4,4.3366752,0.59553295,2.3963678,3.4840357,2.2957857,2.9344938,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
A2C,dU,-99999,0,5,4.3366752,0.59553295,2.3963678,3.4840357,2.2957857,2.9344938,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
A2C,dU,-99999,0,6,4.3366752,0.59553295,2.3963678,3.4840357,2.2957857,2.9344938,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
A2C,dU,-99999,0,7,4.3366752,0.59553295,2.3963678,3.4840357,2.2957857,2.9344938,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
Beta 2,dE(class),551,1.032667877,3,17.837337,2.7120407,8.7329845,10.064498,4.0576906,6.900806,3,1,1,0,1,0,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0
Beta 2,dE(class),217,1.646447326,4,17.837337,2.7120407,8.7329845,10.064498,4.0576906,6.900806,3,1,1,0,1,0,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0
Beta 2,dE(class),5,10.58604651,5,17.837337,2.7120407,8.7329845,10.064498,4.0576906,6.900806,3,1,1,0,1,0,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,1
Beta 2,dE(class),-99999,0,6,17.837337,2.7120407,8.7329845,10.064498,4.0576906,6.900806,3,1,1,0,1,0,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0
Beta 2,dE(class),-99999,0,7,17.837337,2.7120407,8.7329845,10.064498,4.0576906,6.900806,3,1,1,0,1,0,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0
Beta 2,dE,11,1.202959831,3,14.832417,1.957142,8.9760923,9.3543472,4.0576906,6.7134852,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
Beta 2,dE,1,0,4,14.832417,1.957142,8.9760923,9.3543472,4.0576906,6.7134852,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
Beta 2,dE,-99999,0,5,14.832417,1.957142,8.9760923,9.3543472,4.0576906,6.7134852,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
Beta 2,dE,-99999,0,6,14.832417,1.957142,8.9760923,9.3543472,4.0576906,6.7134852,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
Beta 2,dE,-99999,0,7,14.832417,1.957142,8.9760923,9.3543472,4.0576906,6.7134852,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
Beta 2,dU(class),567,1.003527337,3,16.650761,1.166077,6.8771758,9.3597488,6.8909693,7.967082,2,1,2,0,1,1,0,0,7,0,0.285714286,0.142857143,0.285714286,0,0.142857143,0.142857143,0,0,0
Beta 2,dU(class),462,1.231601732,4,16.650761,1.166077,6.8771758,9.3597488,6.8909693,7.967082,2,1,2,0,1,1,0,0,7,0,0.285714286,0.142857143,0.285714286,0,0.142857143,0.142857143,0,0,0
Beta 2,dU(class),59,1.569964525,5,16.650761,1.166077,6.8771758,9.3597488,6.8909693,7.967082,2,1,2,0,1,1,0,0,7,0,0.285714286,0.142857143,0.285714286,0,0.142857143,0.142857143,0,0,0
Beta 2,dU(class),-99999,0,6,16.650761,1.166077,6.8771758,9.3597488,6.8909693,7.967082,2,1,2,0,1,1,0,0,7,0,0.285714286,0.142857143,0.285714286,0,0.142857143,0.142857143,0,0,0
Beta 2,dU(class),-99999,0,7,16.650761,1.166077,6.8771758,9.3597488,6.8909693,7.967082,2,1,2,0,1,1,0,0,7,0,0.285714286,0.142857143,0.285714286,0,0.142857143,0.142857143,0,0,0
