,Hits,max_feat,avg_feat,max_centr,min_centr,avg_centr,features,all_same,s_score,hyd_prop,don_prop,catdon_prop,hydaro_prop,aniacc_prop,clusters,PC1_2d,PC2_2d
84488,-0.09725855860611853,-1.0094879371904422,-0.7159446175330393,-1.1007405049609587,-1.108302097281481,-1.2219416674897894,0.4800832394379884,-0.2891355418005929,0.6331253221104518,0.4456111628118113,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,0.979440742981206,-0.9618943201821044,-2.350853195202402,-0.1314656497664071
58160,-0.22496920459011988,-0.44983633200720075,-0.34658674103635156,-0.42150171447948215,-1.3853652941436487,-0.6086335029948098,0.4800832394379884,-0.2891355418005929,0.29359985926727566,-0.2856148091378412,-0.7594551500064426,0.7573933614681028,-0.16980327971521553,-0.3454266729899785,-0.9618943201821044,-1.173834909697072,-0.6269812901926546
106183,-0.033403235614117836,-0.21038168703738278,-0.17135968561394982,0.546862378244334,-0.47781869181275016,-0.38046849782253533,0.4800832394379884,-0.2891355418005929,0.5337505064430164,1.1768371347614641,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9618943201821044,-0.6050497768955493,0.6733465853215675
106039,-0.28882452758212057,-0.2665740357024613,-0.3733564759125207,-0.36153702841062496,-0.6992503441389458,-0.4674881649550991,0.4800832394379884,-0.2891355418005929,-0.364455673289644,1.1768371347614641,-0.7594551500064426,0.7573933614681028,-0.16980327971521553,-0.3454266729899785,-0.9618943201821044,-0.9725093660044414,0.02612501088358609
45733,-0.4165351735661219,1.1043059421403862,0.6426070036539878,1.3009354856380306,2.830170392302029,2.236857721461022,-0.7807156355077158,-0.2891355418005929,0.020976491879384655,-0.8340342881000807,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,0.8659741377986546,3.5077237545985667,0.9727803309987456
78445,-0.4165351735661219,-0.0048443183524616695,0.06417809119254901,1.1969732474643227,0.19751604157277516,0.26223371654031125,-0.7807156355077158,-0.2891355418005929,0.27707953643633126,0.07999817683698503,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,0.8659741377986546,0.7971244635361787,0.6731541092786956
104397,0.6690053172978897,-1.211716244755621,-1.233951688873445,-1.625620291315589,-0.6308932516721891,-1.3400651191317416,0.4800832394379884,-0.2891355418005929,-0.00817342326738854,1.1768371347614641,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9618943201821044,-3.000755003501605,-0.240935577952918
27787,-0.4165351735661219,-0.07528196448224514,-0.04038313304925934,0.9213829197118636,-0.1531582828134011,1.1432659243946846,0.4800832394379884,-0.2891355418005929,0.018061439149824277,-1.016840781087494,0.6551787541669569,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,0.8659741377986546,1.0682454203216838,-0.4273672758862576
73288,-0.4165351735661219,-1.764876638984374,-1.2763310976010818,-0.010129147187192785,1.9648693846390253,0.8741779236437566,-3.3023133853991244,-0.2891355418005929,-0.14199816488868747,0.07999817683698503,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,-0.9618943201821044,0.16302176165673288,0.24683881402903227
53766,-0.4165351735661219,1.233376978529883,1.4779554542858542,1.7160235204006677,0.3132020181142485,1.0665174059707403,-2.0415145104534203,-0.2891355418005929,0.7424376132231423,-0.5293568010064355,-0.7594551500064426,-0.4565370933232297,-0.16980327971521553,-0.3454266729899785,0.8659741377986546,2.698821946863097,1.1341973936150747
