,PC1_2d,PC2_2d
111462,-3.379489131384492,2.0358254351766356
114853,-1.1574271780123906,3.264562623836297
97456,-1.8798668246652805,0.3643578484636737
14253,1.092815387338743,-3.1150690967697607
88650,0.2525004823692774,0.991196788893962
105581,-1.9162186909869228,0.532988864707889
89806,-0.03213208881791899,0.47064026342709286
90372,0.8650827898255808,0.6071922079845806
14550,2.3917881404304833,-2.6360979689966206
90051,2.0218319828695877,1.1025060843454533
42848,-0.03820732845205111,-0.06235607374309884
65612,2.178802168197411,-0.5023748206146182
17497,2.3829248531245377,-1.6324827214625817
56882,0.15340313822410426,-1.0865000425387987
59640,-1.7986129085003248,-0.16122741835129234
85805,-1.8431867594067062,-0.683975920846892
47539,5.9432822647127095,1.166593784434241
81083,1.3015374987413024,0.8377266963310067
82684,4.316000966021013,0.9523688709277146
26060,-0.9653654858474149,-1.827433519622893
104140,-3.1403907176259453,0.5935254265285077
46118,2.3954180748136853,-0.24308345449620575
91028,-0.3908717755742962,0.8359290934961097
36560,2.9149597498807327,0.1384257363636359
7452,-0.14868425918597267,-2.729769658117523
61153,1.3160056027707632,-0.7234127006854411
29460,0.13220542766655896,-1.0617508305075447
105665,-0.16093159011305874,1.6338989294712898
3924,-0.9653302462760298,-0.8979718757001813
25064,-0.08638622224739215,-1.226501379821738
63718,0.7426956781075889,-1.5778958319316294
104160,-2.7680438696257634,0.5170971628710087
107212,1.195090109009055,1.7390884331694023
88756,-0.6997344550895365,-0.006987543287443623
33119,2.4076086676578083,-1.3139402593059057
89541,-0.08282923648715647,-0.08498486030736413
71355,1.8294130846489385,0.4472196421643802
111662,-3.952432816566058,2.4917065494570485
31941,1.448316399751467,-1.569460933014343
64829,0.1636268028485276,-0.6123020518816594
40912,-1.5353555418604472,-1.2076084114411139
115734,1.0037076451303208,3.315902374115733
11134,2.4913389067326013,0.8591425524860419
86036,-2.1822342049006247,0.5267239074042032
86958,-0.6281730732946528,-0.6748632467621036
81039,1.120585118261684,0.5287821875804007
97703,-0.2115445338024685,-1.9142685638395176
85429,-4.104176642266822,0.5551870487860785
37246,2.0608459183917036,-0.743234180348619
26015,-1.0943183366655653,-0.7872596473931317
27433,-1.0485014883047423,-1.1673988292100859
90226,1.1544038932993297,0.13419622379011806
26690,-0.4260454429494162,-1.6240934481839369
108382,0.038609788568834215,1.5253046116067892
85204,-2.335237738008082,-0.3615481112978407
65143,1.7303000081012774,0.7352765315335575
72530,6.6238382003810194,0.44418333264637117
105043,-2.5404329359729885,-0.4517693943147807
104424,-3.2052798470603494,0.4360698102071032
651,-1.931297039206184,-2.2619610147753093
91811,0.6739579032005428,1.3400428827175643
57066,-0.8699045959839421,-1.4739082750617998
26557,-1.4189462239965018,-0.8502725575793999
114081,0.5729987322290537,2.5832750925221952
99246,1.377563526852026,0.8980801904091862
45002,2.5834765632466254,-0.5974139395861764
90673,1.0277476269259032,0.7909472881174072
105498,-1.4449257111755247,0.595874676317531
89081,-0.8722104835670327,0.2003783191130391
62893,2.126776970931369,0.4904673344158732
8441,0.5423796469527501,1.28639464121915
32629,0.29977320777759353,-0.8661872252195232
54298,2.35243240059893,0.8704060834372663
104075,-3.1501576072461788,0.44762468211748063
14515,2.232664636627837,-2.154259047150535
84443,-1.1385714084397305,-0.5877918468145553
58047,-0.7948631351897866,-0.8345430559594897
31473,-0.23559822575918649,-0.7266285596278694
29551,2.3128417117068882,-0.7946664788329405
104078,-3.7676422509840775,0.6636571845249496
106174,1.5553285258890903,2.2067534992332867
106621,0.15011234921277183,0.9639120623062164
58699,-0.22497884651052194,-0.40737367417341447
87358,0.16163576400159668,1.1629519973709175
52389,1.3452957305333753,-2.2233325794401972
17443,4.33889769282757,-2.1203321219223374
78796,0.23442322733775559,-0.9034974880961634
107427,0.3242175911365827,1.0065081990243274
26839,-1.158904256908761,-0.9357295466211377
60437,-0.5777132707978317,-1.6501357465260842
55942,-0.28513531607372,-1.8593434728004232
63458,0.5405957793706612,0.020804550914029524
90128,-0.5133324111039268,0.483756017906522
27120,-0.3915955802585295,-1.7866105902442604
60298,-0.2556009556928716,-0.20985235984962652
92315,0.9734100612224987,0.4952286416376352
13956,2.4625519471652564,-1.1539818428486903
108940,0.36833330487365773,1.547646793386936
94761,0.5459523310797052,0.6790149700161788
36490,2.344346243311564,-0.966493058976138
49794,-0.3002423041807692,-0.6369226350436418
90449,0.21550187478452965,0.05467783210309501
108797,3.150047389656519,1.9789953236565143
95271,1.2887012376487594,1.1562060140175794
58577,-1.6780599771868612,-0.41215129778989246
57995,-1.7463608027345203,-1.452519802289792
111709,-4.396928455211316,2.5067349577867803
11827,2.0921853771314725,-0.4011874464163241
76074,0.394431793281983,-0.6863960352948834
83416,-1.2971014793039073,-0.3015620850812158
59433,0.9401434540097136,-1.2451488074410657
101820,-0.8228470733686722,1.0911921491854295
29568,0.8999813649031511,-0.25587300053022777
63246,0.111066363621805,-0.28389979886469385
60245,0.640365737651417,0.34397602855224807
87974,-0.30714880838864145,-0.0679959359594819
84932,-0.84715391663586,-0.42152795065601506
76046,-1.8437323895749187,-0.0905987895006797
62546,0.5927752307047361,-1.142465189729338
80670,0.8572307096281995,0.5518396404430234
105970,-1.2918856141871755,-0.3549552453813304
53041,1.5424544281525099,0.4761524665512398
18034,2.0174635200033926,-0.9694809066152626
104304,-2.6824488122519696,-0.08435512066498148
81805,1.3394418311203653,0.6497378984758753
58663,-0.4574731002670429,-0.4546086793714934
83739,-3.1886978522331786,-0.18676680601530424
85311,-2.214460890776823,0.2359286249884393
60177,0.09967921543588272,-1.9188097680532674
58601,0.985474477595301,-2.3917561070370987
113461,-0.49523405245123503,3.7421218242071674
4633,-1.518917757585825,-1.8717951856228499
94621,2.9947851174761135,1.933854944981702
41143,1.8674142430940721,-0.2590618406853158
85301,-2.78027804310766,-0.33456182045684874
111725,-1.5965187814627972,2.8093168983693464
113882,-0.8268340110101824,3.288039805894164
58296,-1.5249951934679082,-1.126806782308495
20727,4.242102047713899,0.06412244178792828
86196,-0.45985151212287917,-0.5209545676427554
3848,0.19204692793215652,-1.5467618718946077
103348,0.8894016417980806,0.9146435672539264
39447,3.90480552587141,0.5774499244951392
35228,1.5176486363621622,-0.18050764388364668
104088,-3.9313582040320747,0.6201620718047941
26101,-0.2331886594909424,-1.1948877293980888
79302,1.0287229976580825,-0.5577900413127886
84343,-0.7116010426180959,0.2736724496202849
43655,0.3334131243388641,-1.229674395484981
2514,3.379039918716288,-1.0011293466232174
34082,2.2321955629116994,-0.6067114759326635
65542,1.7998938625612548,-0.24516796083371695
108017,-0.5294963138193355,1.1485886550448332
89233,1.6026512179391117,0.6595590411240643
13431,2.1152622945001136,-0.5313098349397876
89760,0.21963653089292576,-0.04678155325572662
92680,1.1835488738648632,-0.6124962435789535
79792,0.9668063902031434,0.42505129255127994
115164,-0.10783160846487072,3.3655104006666017
55937,-1.7025601033777749,-1.2929806349877266
84826,-2.206974522693267,-0.09014320714361541
60013,-0.863724689085339,-0.3055271411783317
3320,1.6012339263398787,-2.2439398432238105
98248,2.684252432550815,1.264110266379359
113562,-2.662490329582266,3.1030184760136277
77855,2.9403607427596494,1.6019459506265255
58159,-2.1395765352877034,-0.3635717950390226
4985,-0.5924704185582548,-3.0931086427135193
106306,-2.074266750610266,0.8348966415045791
21636,7.045864479982887,-1.6376077319410205
111595,-1.4263292263791358,3.088149345758545
59474,-1.437282058480811,-0.4885218469973795
64835,0.08703093189571182,0.04044288368988818
111401,-3.8218796208750696,2.506185584311469
85855,0.7986514568116061,0.8304886237524624
86717,-0.40173772003587654,0.3027734912943936
85502,-2.6378502750389634,-0.5233698711641298
57247,-0.4087596317273239,-1.111444808046299
113895,-1.6202725355108527,2.981278207845175
108108,0.9226312772882377,1.7531055562476132
28162,-0.49144705792870363,-2.16257008386985
7944,0.7064260557640198,-2.859240083029123
111710,-4.015663116215753,2.7841522776550613
78510,1.3143067604545624,0.9584543168295128
61032,0.94705862938686,0.3623861826978596
113963,-1.7674141415276847,3.3096655177876864
58633,-1.2322282453434092,-1.0475826065452125
86775,-1.7700045041576729,0.18141830053324678
27712,1.2983007027948026,0.23086167127544827
93601,2.091457110111362,1.0397860956951435
113587,-1.5406638090763853,3.0867329323266586
59981,-1.3646875924149988,0.09101592152918436
86581,-1.3251717193930366,0.5147328463000682
87722,-1.378775856747719,-0.03132703823037984
105652,-2.07355772517802,0.09456687002978953
1893,0.788520667691646,-3.3217325248655514
76167,2.791716029826378,0.2731179944103095
70777,3.387955626178363,0.7953246954731337
56406,1.0971590368674382,-0.9499156855653954
89569,2.5146073340492534,1.669816271049355
59807,-0.31007238914945245,-1.7852791234344612
40828,-1.1956172526724227,-0.9947088582428653
104437,-4.552798213829868,1.5482876879376013
81901,2.295840742141206,0.5170981866681024
104716,-4.862439834883308,1.2466834436007839
62303,0.7359951251791027,-0.28966434096489563
13020,1.617924209029883,-0.9979473504507987
72426,4.998638453382591,1.0344588891867879
59917,-0.538983874819032,-0.806969824419387
33129,1.0827770780145793,-1.580364056441146
60998,0.41941577018332465,-0.1599487962219779
100594,2.032365634485972,1.8119543190080103
81753,2.1970692112317574,-0.998185750267257
87903,-1.3143978969751227,-0.02943667448575123
19050,1.8330252350494562,-0.8979711985955743
72515,5.400769395278869,0.7760504291040128
59036,-1.2004637439469976,0.015102043238352682
88607,1.6274528890815347,-1.2238925767661586
26142,-1.337288943529043,-1.4996729217586295
105470,-2.4656195278689528,0.8830554066755292
5609,-0.5613443594245181,-3.989531638906474
34619,0.7990261966104507,-0.5620273233415227
84783,-3.963242879371249,0.25316418626051324
57806,0.8585052684828453,-0.13400147252717104
38567,5.072983757889707,-1.6411701446158131
60540,-1.1672146686535283,-0.40077717025627746
101414,-0.10176550486502588,-1.1378452985720597
107301,0.3733899677014813,1.684831187473825
89436,-1.1332940584068723,0.053242711514159005
105260,-1.886583421051327,0.3269907061946321
57613,-2.3738049983379788,-0.3397966708816494
83622,-2.8823301777490515,-0.5000377348054993
80218,2.5721016894367352,0.6625437735405677
28246,1.5432838388781738,-0.22527761474601055
84436,-2.5727410296908073,-0.08948244639559842
21303,3.3817124102465677,-0.7885389603423295
60012,0.04360840924221362,-1.633136979879942
86202,-1.834841430386542,-0.7405015797607322
32052,1.0228630859807002,-1.5400334798365687
83531,-3.007942876593158,-1.1997687221080822
106960,-0.08617781442618905,0.9392485923020195
93285,0.9431244885348928,0.8098663884522487
43734,1.6149068067812151,-0.03114953757857319
57248,-0.9824634895959228,0.027575943840718757
104690,-2.176697716124132,0.1410821530089051
30983,1.5378228374078327,-0.4686943404684118
104507,-3.5100109148711343,0.5368637860920683
83422,-1.6453167243392768,0.06402186483481272
76449,0.8571668607550584,1.002255114575842
56682,-2.7476999401026982,-0.5127060129802274
106031,-0.6787095981182188,-0.01306329734829542
107281,0.7778232623010836,1.7181899488422774
31839,0.6112828645580095,-1.2161461783863168
86239,0.19419494818257987,-0.28780859449424057
60340,-1.4920164861362537,-0.945815830540208
112407,-3.3701756923558177,2.9748487857904693
86559,-1.2618410922871426,0.2872347453584066
12372,1.560219071776398,-0.5041201734084876
59649,-0.853241259568724,-1.1096462685927808
60566,0.05056364159734459,-0.9912121726930992
86195,-2.3630303869372122,-0.538470508797138
23808,-1.926986289891979,-2.682596388700961
107871,1.2835185924656964,2.0479142726559556
111861,-3.19015684033774,2.980116453256338
88462,0.02808642696068102,0.516788325482314
6744,-0.59752656074931,-2.2742499455893856
11316,2.0993755323366274,0.8844692191017351
66667,0.8052944186112511,-0.016064336835669688
87696,1.2097578970062863,0.44031066571040695
51952,1.247075381711775,-1.0609673664489314
115569,0.24966073116980725,3.642082187111758
104084,-1.4665188682919343,0.7402272458737452
67805,1.8168884841093553,0.44980673933709586
84526,-0.7584492269896613,0.41552841450948225
60545,1.1088355951093456,-0.3899002385823398
60956,-0.37184051775695537,-0.5392275943182865
104209,-3.8278722900214,0.07781549181498063
88300,-0.5051660487877864,0.8957237706415899
60985,-0.2138037985804869,-0.3371439033112334
88974,0.0634753556509224,0.770976548434597
62762,-0.03902354593168854,-0.4324637690756431
76106,0.39740135808168053,0.6425375290655053
75981,-0.7993753482586973,0.41631985632193974
79559,0.6999571549262037,0.6549138875862534
83771,-3.2608349277348796,-0.4661849340138825
10211,1.1350774598116724,-0.5202933423134551
81320,2.0118170135126063,0.907965213146333
91404,1.0440009583800651,0.8886542943226663
105551,-2.2099145793184976,0.5149815159971908
7930,-0.011077294333937704,-3.0662055330781675
18994,4.048747360029998,-2.4643485732813915
26087,1.1375817160842459,-1.859877498510949
59641,-0.02331463900789588,-0.44690169027230997
67410,2.2392420327389333,0.7751525999426104
88268,-0.4202014681581785,-1.3053153410406764
33689,-0.2812032414331888,-1.6290674787436383
81965,3.2169139067318775,0.17077560101381847
28601,0.08292114924857902,-0.7111374956509444
199,5.602655252300088,-0.583798216874742
51744,2.7715606085465017,1.1912912027770237
107719,1.6665591567265727,2.006365211846597
85629,1.3584967803844745,-0.46748328729532035
106241,-0.7759945368787237,1.3147714583562784
21686,4.692936990793551,0.35332677775320565
55064,1.2294445871066346,-0.8987335594079053
88679,0.38717317202681056,0.2922854183214745
57332,-1.7496807420113827,-0.4337147301059306
102391,0.16310150460734663,1.3390178485733208
66289,0.7297020322395434,0.2595960405477287
85965,-1.042072131688975,0.24428214184851735
89216,1.1167611464352931,0.1453643460289382
55310,0.1473950057968043,-1.7137697764617745
3956,2.9790797526562196,-2.405495307044741
82979,3.505552347017315,1.8786254033432799
65956,0.5063965658590148,-0.5635895803507084
61639,2.3154639903958256,-0.8145133794329088
63801,0.627953362291387,-0.8427653817176824
60318,0.0991193357589406,-0.9693406758527437
23274,-2.379846971440669,-1.0611381499788384
113774,-2.6278278960427404,3.0778305733279336
104070,-2.4395590308892867,0.6011864442096421
42243,0.7395637109994846,-0.26393403707315505
1967,-0.25116155183668964,-1.35657721291061
55984,0.46858115613927587,0.16275612814544588
37327,2.360307188858012,0.031422116650446696
93089,2.029509485540617,1.6607286303788402
60987,1.21888765896941,-1.107243992853416
104193,-3.014318170759458,-0.1747131131512995
85874,-0.25591947551651084,-0.4864411781198565
87784,0.7519258960698646,-0.5311552433456036
85375,-1.4696377794115092,-0.4820848932426827
23810,-1.715477714058561,-1.5833309989294637
107569,-0.10486268509188615,1.3969520809370923
57495,-0.7672666742541016,-0.7205743971168556
58535,-1.5500100514822786,-0.8097660182393961
87450,-0.986779549185271,0.06662228970691808
38615,3.466446375575348,-0.26949403894075546
53112,1.8947315737278625,0.9350254213193577
54140,2.8428625500178772,0.21483486832375734
57991,0.7073825479866553,-1.7207806444863045
89043,0.022543174878056935,-0.2952237513210178
90797,-0.451569196602529,-0.08498612095765833
86906,0.39749780769103643,0.093077970400027
39008,4.326742899376218,0.2736676116561703
47629,1.2516176315649803,-1.821945383446471
58686,0.4058704521603421,-0.40609073576261767
12000,1.3773570421268984,-3.5601345198138654
53019,2.5057435861591566,-1.4472023956298046
70792,2.867020510890998,0.9338452584315554
63242,1.3100819724642812,-1.666965440323872
57458,-0.10192746446929986,0.14304189464799277
31692,1.5363861359996256,-1.6258891958436903
115255,2.998392184294354,4.19168742686957
60874,0.10991055151189175,-0.7325469167330139
14396,1.1482869999381473,-0.2561962983677252
87560,0.41315272355809746,0.7921977674381976
26730,0.40968651866011135,-0.5769826558432071
109529,3.8326932259377635,2.768511246233753
107990,1.6711065037757014,1.4345755889147638
8919,-0.08992206832098933,-1.7797983545384526
59568,1.2614740027069875,0.676449940200723
27922,-0.02596035525150081,-1.9478064897279168
94429,2.87283459779012,1.590904655366069
60768,-0.47759817852901243,0.15521610671612618
33297,1.8586051032481863,-0.03991461271581703
14062,0.7617732149344737,-1.219161413766353
99391,1.965896571504862,-0.08799395564849605
58208,-1.7293488132644057,-0.8244890301205331
37543,3.0202324343264806,0.6079895363197599
51885,1.1742232190657975,0.5198570651716321
52658,1.4693844777667113,0.1339862628116891
5226,-0.8073258144234028,-0.873123200086675
65364,0.6023644174021631,-1.536500689702127
86424,-1.7680246580933163,0.4153382443969399
58647,-1.3545766661981151,0.20719016867605558
112469,-2.558724987498157,2.9679648300774413
62728,0.666432053546745,-0.8185389750163774
90770,0.5624210049427026,-0.36885581335248224
69781,2.3075875730444464,-0.11836393980165401
53624,2.894226270837848,0.6328981173569381
19980,3.0142525538350458,-1.097080973088807
56664,-1.5323966290677977,-2.0460600882961018
10694,2.555081551917798,-1.6955424652088562
115229,1.474077704054994,4.286714831054077
56369,-1.3660794435073234,-1.318848762794372
104241,-1.5895017918447099,1.0983156015706235
17284,1.3420771452229663,-1.1788304432010785
55960,-2.9038771416015754,-0.3290846059581905
111823,-2.7173019214363356,2.5417445368668514
80715,1.1511980466944716,0.03525677371401647
84658,-1.980451533690421,0.055167153933490386
104259,-2.8248618990412147,0.6205572049221402
23875,0.5465180036884941,-0.7188096517893823
71376,2.5711492858161136,0.4475112671070257
93114,2.3316209062868296,1.4447498336193907
79781,0.5464156433579316,0.6470194758897376
102108,-2.0412328014404393,0.630665435610952
91144,-0.1526905342710063,-0.07322957013713609
85803,-1.722607930661148,0.2949987648923307
115598,0.4992431544441236,3.8166032814367825
108405,-0.1199505726722316,1.5371078764678798
23417,-1.4993799403819692,-3.551562815697474
10731,0.2790205371373599,-2.9053353491777467
90446,-0.06222728064590168,0.39611051311408074
34058,2.9402015179438297,-1.0456638615569949
29651,-0.020279038153089533,-1.0013708532099315
101870,-1.5396067655015055,0.7903752881673108
59829,-0.29515951748734753,-1.588201467499221
106759,-1.6417827499090836,0.24739550410017613
108411,-0.29766098952514924,0.7064343022667117
90277,-0.4548100798625073,0.1304222489913237
6158,-1.7078653148166398,-1.6073907930781475
66288,0.5612620015195924,-0.33020339156985323
104504,-3.295824599035235,0.11622302390619321
63257,0.7646602893408263,0.9051226464425584
105960,-2.5927021440144737,0.9735209012725746
103150,0.21181034906802074,1.2120720135766325
26506,1.527221099114376,-2.275084780304638
114839,0.06545175762766266,3.254363948306052
104042,-3.363474523532662,0.3091881879114656
87833,1.7139228181584165,1.1740532823843246
106515,-0.5675114918938415,0.965892761121701
50520,1.15997705128767,-0.4499227964085855
89454,-0.7659525487580777,0.6359265210498682
38437,2.4118175591368973,0.6139779701840924
87627,-0.3262411742368102,0.8943605279085396
108043,-0.2710047402854743,1.5139403239329479
95141,1.7534281546376125,0.7460117853669488
80383,1.8042251450386353,-0.29643499796804224
104642,-2.939335544230871,0.26710633987326565
112863,-3.163008728308335,2.3311552063853958
44877,0.8842177072464206,-0.36156383329334046
24695,0.05550595013015085,-2.9527844293847094
57163,-1.6023668235560486,-0.9122758636759379
111895,-3.923953366565017,2.454243395082191
26187,-0.2984591482314446,-1.7701698900993472
25328,0.1140088343295727,-0.5339335655687021
69896,3.5030575287932737,0.5305413046575437
60191,-1.316094536943624,0.10724142538634909
32752,0.3653482506020001,0.08126786142755758
86301,-0.5348249690575794,0.5225756220312899
106652,-0.1170471852594083,0.10430470604535809
15211,0.744117512671677,-1.797891915844012
62552,1.0545809507510044,-0.909911197882822
101752,-1.3277989001414956,0.26190031897388316
89177,-0.34349724872464116,0.1670364472064696
56685,-2.116265231469396,-0.6562299346411775
101228,-2.850689553078611,0.6126992620116563
86080,-1.7220282131889493,-0.24469574768471716
94908,1.4044840760095754,0.8820716653149433
15941,2.0008239398957337,-2.5510820906638028
37434,1.9329453949491748,-1.1761129074125165
75762,-0.8654417105514438,0.28810502957625556
84835,-2.801163406999719,-0.12664760111952764
38725,2.4528063139876455,-0.01115564147796456
80834,2.6934868008723525,1.0997373943536775
86716,-1.8813667316855542,0.2307453143539568
88128,-1.0859679193452665,-0.4204918858107576
66731,2.0807334731038893,-0.5385163817822779
57581,-0.5364965605555059,-1.0657916358578634
48112,-2.0720309756091457,-2.1421755581276214
59001,-0.8111927116977112,0.04214731204314993
34339,2.0048377497838894,-2.598574005550505
108775,0.3297155846984622,1.174141571056236
101101,-2.660463947873316,0.31271781420309036
56705,-1.9611843426951077,-1.6409953173096963
88906,-0.5568103252120855,0.33666706161643584
56489,-2.06989743456671,-0.29154422729735435
109242,4.072807389587259,2.188934360946595
91488,0.7571359517637866,1.1922247743222143
66938,1.1411546759448916,0.752542290795726
78409,1.5076552527409444,1.1189088893887191
90484,0.41785165658627094,1.0640934871173258
77742,2.58797525225138,0.9525877375835041
84997,-1.4521477911208989,0.345921500931135
57017,0.35518015003317666,-1.4942462760771145
105024,-2.5726217370727116,1.4358653948052047
111554,-3.202370008768492,2.271595292425617
64369,0.6126123991862641,0.303480678451188
24330,-0.18046705402981403,-0.8918002083280218
58869,-1.101771381981709,-0.2661569247561311
68513,2.4277331492584953,0.5208387875527595
55553,-3.518327810126645,-0.338802022124158
25121,-1.9937230844159204,-0.5341726805483284
67352,0.5648409046678738,-1.208977050116353
23729,-1.8226081126290705,-1.882696375135679
50729,0.4901993208410449,-2.0684538686228158
83702,-3.0554443382598606,0.20955052707460534
105208,-3.201183803349446,0.4094072782395051
105025,-0.5449688129301599,2.0708418708018757
42804,-0.8706271385074933,-0.18116341583852935
105156,-3.5235281905691536,0.84806120713468
34374,1.6643028790086083,-0.5637917180691585
115980,1.6587939511724759,4.082885647081076
90634,0.568058443734115,0.9882417160178545
85951,-1.714268018217518,0.4972128152046804
3074,0.9701167957794572,-1.3082385339686164
89415,-0.2897480370741527,0.8848123509350904
68795,2.1987187401852726,0.27162918555052046
