,clusters,clusters
106865,0,-0.8049414009840504
26825,1,0.3830033676964871
17209,1,0.3830033676964871
37446,1,0.3830033676964871
22668,1,0.3830033676964871
83728,0,-0.8049414009840504
105597,3,2.7588929050575617
84199,2,1.5709481363770244
28441,0,-0.8049414009840504
48047,1,0.3830033676964871
111870,1,0.3830033676964871
17399,1,0.3830033676964871
105788,0,-0.8049414009840504
95428,1,0.3830033676964871
57644,0,-0.8049414009840504
17645,1,0.3830033676964871
70469,1,0.3830033676964871
106068,0,-0.8049414009840504
55826,0,-0.8049414009840504
49772,1,0.3830033676964871
104347,3,2.7588929050575617
62485,0,-0.8049414009840504
23355,0,-0.8049414009840504
51087,1,0.3830033676964871
87675,1,0.3830033676964871
85611,0,-0.8049414009840504
15211,1,0.3830033676964871
63369,0,-0.8049414009840504
107969,0,-0.8049414009840504
21679,1,0.3830033676964871
105802,2,1.5709481363770244
9498,1,0.3830033676964871
111034,3,2.7588929050575617
89710,0,-0.8049414009840504
72526,1,0.3830033676964871
110220,1,0.3830033676964871
59461,0,-0.8049414009840504
82364,1,0.3830033676964871
112984,0,-0.8049414009840504
62746,0,-0.8049414009840504
106953,0,-0.8049414009840504
88433,0,-0.8049414009840504
88784,0,-0.8049414009840504
47582,1,0.3830033676964871
83738,0,-0.8049414009840504
16624,1,0.3830033676964871
67393,1,0.3830033676964871
92355,0,-0.8049414009840504
57136,0,-0.8049414009840504
86942,0,-0.8049414009840504
80757,1,0.3830033676964871
38570,1,0.3830033676964871
34170,1,0.3830033676964871
8915,1,0.3830033676964871
1764,1,0.3830033676964871
108024,0,-0.8049414009840504
104054,0,-0.8049414009840504
58586,0,-0.8049414009840504
83657,0,-0.8049414009840504
27959,0,-0.8049414009840504
114280,0,-0.8049414009840504
57120,0,-0.8049414009840504
112075,2,1.5709481363770244
58663,0,-0.8049414009840504
35816,1,0.3830033676964871
111120,1,0.3830033676964871
73865,1,0.3830033676964871
58590,0,-0.8049414009840504
84692,0,-0.8049414009840504
55080,0,-0.8049414009840504
108050,0,-0.8049414009840504
105755,0,-0.8049414009840504
88101,0,-0.8049414009840504
36917,0,-0.8049414009840504
33779,1,0.3830033676964871
63830,0,-0.8049414009840504
55921,0,-0.8049414009840504
55896,3,2.7588929050575617
90452,0,-0.8049414009840504
86886,1,0.3830033676964871
201,1,0.3830033676964871
109013,0,-0.8049414009840504
49115,1,0.3830033676964871
62741,0,-0.8049414009840504
87974,0,-0.8049414009840504
36994,1,0.3830033676964871
2438,0,-0.8049414009840504
89431,0,-0.8049414009840504
98234,1,0.3830033676964871
63141,0,-0.8049414009840504
112701,3,2.7588929050575617
114028,0,-0.8049414009840504
55043,0,-0.8049414009840504
10932,1,0.3830033676964871
104042,0,-0.8049414009840504
16947,1,0.3830033676964871
58149,0,-0.8049414009840504
55981,0,-0.8049414009840504
27299,0,-0.8049414009840504
39462,1,0.3830033676964871
64482,0,-0.8049414009840504
12396,1,0.3830033676964871
29706,1,0.3830033676964871
6608,1,0.3830033676964871
70712,1,0.3830033676964871
31900,1,0.3830033676964871
104117,3,2.7588929050575617
112853,0,-0.8049414009840504
44756,1,0.3830033676964871
4112,1,0.3830033676964871
49035,1,0.3830033676964871
86298,3,2.7588929050575617
104716,2,1.5709481363770244
32221,1,0.3830033676964871
87896,0,-0.8049414009840504
107126,0,-0.8049414009840504
86015,3,2.7588929050575617
104500,2,1.5709481363770244
106812,0,-0.8049414009840504
19267,1,0.3830033676964871
62560,0,-0.8049414009840504
59011,0,-0.8049414009840504
5277,0,-0.8049414009840504
89576,0,-0.8049414009840504
83358,1,0.3830033676964871
87330,0,-0.8049414009840504
108266,0,-0.8049414009840504
64663,0,-0.8049414009840504
55002,0,-0.8049414009840504
85905,0,-0.8049414009840504
33809,1,0.3830033676964871
111333,0,-0.8049414009840504
88364,0,-0.8049414009840504
56024,0,-0.8049414009840504
105096,0,-0.8049414009840504
61877,0,-0.8049414009840504
62667,1,0.3830033676964871
107953,0,-0.8049414009840504
98586,1,0.3830033676964871
107451,0,-0.8049414009840504
2074,1,0.3830033676964871
110372,1,0.3830033676964871
24957,1,0.3830033676964871
36963,1,0.3830033676964871
84658,3,2.7588929050575617
69465,1,0.3830033676964871
94311,0,-0.8049414009840504
84048,0,-0.8049414009840504
95116,1,0.3830033676964871
113839,0,-0.8049414009840504
92733,0,-0.8049414009840504
45137,1,0.3830033676964871
88897,0,-0.8049414009840504
88221,0,-0.8049414009840504
83589,0,-0.8049414009840504
49092,1,0.3830033676964871
56929,3,2.7588929050575617
110983,0,-0.8049414009840504
106481,0,-0.8049414009840504
15796,1,0.3830033676964871
52076,1,0.3830033676964871
58460,0,-0.8049414009840504
112050,3,2.7588929050575617
41096,0,-0.8049414009840504
1414,1,0.3830033676964871
104265,0,-0.8049414009840504
84169,0,-0.8049414009840504
104233,3,2.7588929050575617
13031,1,0.3830033676964871
68880,1,0.3830033676964871
99596,1,0.3830033676964871
68686,0,-0.8049414009840504
39931,1,0.3830033676964871
100157,1,0.3830033676964871
9705,1,0.3830033676964871
94188,1,0.3830033676964871
105451,2,1.5709481363770244
88418,0,-0.8049414009840504
56266,0,-0.8049414009840504
12701,1,0.3830033676964871
104040,0,-0.8049414009840504
8280,1,0.3830033676964871
113554,3,2.7588929050575617
60100,0,-0.8049414009840504
110472,1,0.3830033676964871
78769,0,-0.8049414009840504
106235,0,-0.8049414009840504
107557,0,-0.8049414009840504
58744,0,-0.8049414009840504
91550,0,-0.8049414009840504
115569,0,-0.8049414009840504
70649,1,0.3830033676964871
45715,1,0.3830033676964871
112665,3,2.7588929050575617
75687,1,0.3830033676964871
62518,0,-0.8049414009840504
79119,1,0.3830033676964871
11612,1,0.3830033676964871
57328,0,-0.8049414009840504
29416,1,0.3830033676964871
84374,0,-0.8049414009840504
83590,0,-0.8049414009840504
88732,1,0.3830033676964871
77365,3,2.7588929050575617
82092,1,0.3830033676964871
62949,0,-0.8049414009840504
22561,0,-0.8049414009840504
3474,1,0.3830033676964871
64919,1,0.3830033676964871
83415,0,-0.8049414009840504
54644,1,0.3830033676964871
46213,1,0.3830033676964871
104084,3,2.7588929050575617
63801,0,-0.8049414009840504
113327,3,2.7588929050575617
36935,1,0.3830033676964871
56567,1,0.3830033676964871
91595,0,-0.8049414009840504
77525,1,0.3830033676964871
23896,1,0.3830033676964871
111596,3,2.7588929050575617
6391,1,0.3830033676964871
81942,1,0.3830033676964871
28325,0,-0.8049414009840504
104019,0,-0.8049414009840504
113360,0,-0.8049414009840504
38080,1,0.3830033676964871
55486,0,-0.8049414009840504
55261,3,2.7588929050575617
89347,0,-0.8049414009840504
111502,0,-0.8049414009840504
67162,1,0.3830033676964871
104070,0,-0.8049414009840504
54879,0,-0.8049414009840504
106667,0,-0.8049414009840504
114093,0,-0.8049414009840504
85731,0,-0.8049414009840504
87899,0,-0.8049414009840504
90683,0,-0.8049414009840504
17827,1,0.3830033676964871
107671,0,-0.8049414009840504
108913,1,0.3830033676964871
89060,0,-0.8049414009840504
106575,0,-0.8049414009840504
10412,1,0.3830033676964871
6385,1,0.3830033676964871
87277,0,-0.8049414009840504
82428,1,0.3830033676964871
62653,0,-0.8049414009840504
83551,0,-0.8049414009840504
91225,0,-0.8049414009840504
91562,1,0.3830033676964871
68051,1,0.3830033676964871
56145,3,2.7588929050575617
84163,0,-0.8049414009840504
88363,0,-0.8049414009840504
54011,1,0.3830033676964871
88843,0,-0.8049414009840504
84474,0,-0.8049414009840504
25700,0,-0.8049414009840504
113667,0,-0.8049414009840504
41664,1,0.3830033676964871
53932,1,0.3830033676964871
104467,0,-0.8049414009840504
24646,0,-0.8049414009840504
56914,3,2.7588929050575617
63875,0,-0.8049414009840504
57871,0,-0.8049414009840504
106493,0,-0.8049414009840504
110822,0,-0.8049414009840504
27865,0,-0.8049414009840504
91742,0,-0.8049414009840504
94919,1,0.3830033676964871
79543,1,0.3830033676964871
104727,3,2.7588929050575617
56773,0,-0.8049414009840504
56750,3,2.7588929050575617
4864,1,0.3830033676964871
32299,0,-0.8049414009840504
63242,0,-0.8049414009840504
45038,1,0.3830033676964871
57475,0,-0.8049414009840504
88543,0,-0.8049414009840504
112616,1,0.3830033676964871
85698,3,2.7588929050575617
91064,0,-0.8049414009840504
71134,1,0.3830033676964871
72956,1,0.3830033676964871
13853,1,0.3830033676964871
105404,3,2.7588929050575617
26063,0,-0.8049414009840504
84111,0,-0.8049414009840504
99779,1,0.3830033676964871
63653,1,0.3830033676964871
106367,0,-0.8049414009840504
65092,0,-0.8049414009840504
87296,0,-0.8049414009840504
58222,0,-0.8049414009840504
87,1,0.3830033676964871
58332,1,0.3830033676964871
55983,0,-0.8049414009840504
85094,3,2.7588929050575617
23346,3,2.7588929050575617
60676,0,-0.8049414009840504
19955,1,0.3830033676964871
54821,0,-0.8049414009840504
27639,0,-0.8049414009840504
108075,0,-0.8049414009840504
84779,0,-0.8049414009840504
104017,0,-0.8049414009840504
60989,0,-0.8049414009840504
104157,0,-0.8049414009840504
85207,2,1.5709481363770244
13142,1,0.3830033676964871
86833,3,2.7588929050575617
51525,1,0.3830033676964871
105718,3,2.7588929050575617
62283,0,-0.8049414009840504
16990,1,0.3830033676964871
104416,2,1.5709481363770244
76999,1,0.3830033676964871
48669,1,0.3830033676964871
105961,0,-0.8049414009840504
8126,1,0.3830033676964871
84571,0,-0.8049414009840504
15499,1,0.3830033676964871
2106,1,0.3830033676964871
23707,0,-0.8049414009840504
104563,0,-0.8049414009840504
49083,1,0.3830033676964871
4017,1,0.3830033676964871
112985,1,0.3830033676964871
4826,0,-0.8049414009840504
108580,0,-0.8049414009840504
84307,0,-0.8049414009840504
87344,0,-0.8049414009840504
60862,0,-0.8049414009840504
92987,0,-0.8049414009840504
108359,1,0.3830033676964871
55937,0,-0.8049414009840504
96849,1,0.3830033676964871
60114,0,-0.8049414009840504
62279,0,-0.8049414009840504
38416,1,0.3830033676964871
60247,0,-0.8049414009840504
89379,0,-0.8049414009840504
14496,1,0.3830033676964871
10356,1,0.3830033676964871
83868,0,-0.8049414009840504
34326,1,0.3830033676964871
107602,0,-0.8049414009840504
66432,0,-0.8049414009840504
59609,0,-0.8049414009840504
58131,0,-0.8049414009840504
104342,0,-0.8049414009840504
46939,1,0.3830033676964871
62475,0,-0.8049414009840504
43785,1,0.3830033676964871
43120,1,0.3830033676964871
25307,3,2.7588929050575617
20488,1,0.3830033676964871
109269,0,-0.8049414009840504
60149,0,-0.8049414009840504
104066,3,2.7588929050575617
83576,0,-0.8049414009840504
33759,0,-0.8049414009840504
7012,0,-0.8049414009840504
109739,1,0.3830033676964871
58397,3,2.7588929050575617
16581,1,0.3830033676964871
62120,1,0.3830033676964871
56795,0,-0.8049414009840504
65690,0,-0.8049414009840504
30871,1,0.3830033676964871
56608,0,-0.8049414009840504
91980,0,-0.8049414009840504
90091,0,-0.8049414009840504
26090,0,-0.8049414009840504
21481,1,0.3830033676964871
82222,1,0.3830033676964871
8733,1,0.3830033676964871
102149,1,0.3830033676964871
26194,0,-0.8049414009840504
61427,0,-0.8049414009840504
61903,0,-0.8049414009840504
101410,1,0.3830033676964871
85534,0,-0.8049414009840504
48416,1,0.3830033676964871
31246,1,0.3830033676964871
104048,0,-0.8049414009840504
48377,1,0.3830033676964871
53135,1,0.3830033676964871
85638,0,-0.8049414009840504
34493,1,0.3830033676964871
29927,1,0.3830033676964871
55348,0,-0.8049414009840504
57458,3,2.7588929050575617
67720,1,0.3830033676964871
85290,0,-0.8049414009840504
111558,1,0.3830033676964871
61470,0,-0.8049414009840504
87802,0,-0.8049414009840504
38078,1,0.3830033676964871
86507,0,-0.8049414009840504
95662,1,0.3830033676964871
105025,2,1.5709481363770244
58792,0,-0.8049414009840504
20045,1,0.3830033676964871
45330,1,0.3830033676964871
86327,0,-0.8049414009840504
55447,0,-0.8049414009840504
69641,1,0.3830033676964871
8632,1,0.3830033676964871
55474,1,0.3830033676964871
93931,0,-0.8049414009840504
14178,1,0.3830033676964871
14188,1,0.3830033676964871
112469,0,-0.8049414009840504
3224,1,0.3830033676964871
20836,1,0.3830033676964871
113865,1,0.3830033676964871
5793,1,0.3830033676964871
29643,1,0.3830033676964871
77211,1,0.3830033676964871
105421,3,2.7588929050575617
51416,1,0.3830033676964871
104146,2,1.5709481363770244
3811,1,0.3830033676964871
26994,0,-0.8049414009840504
92200,0,-0.8049414009840504
62979,0,-0.8049414009840504
60219,1,0.3830033676964871
4058,1,0.3830033676964871
55119,0,-0.8049414009840504
59512,0,-0.8049414009840504
56014,0,-0.8049414009840504
74601,1,0.3830033676964871
55215,0,-0.8049414009840504
23469,0,-0.8049414009840504
7681,1,0.3830033676964871
15524,1,0.3830033676964871
63614,1,0.3830033676964871
104893,2,1.5709481363770244
83821,0,-0.8049414009840504
106869,0,-0.8049414009840504
104092,0,-0.8049414009840504
86079,0,-0.8049414009840504
56272,0,-0.8049414009840504
116206,1,0.3830033676964871
104087,0,-0.8049414009840504
104710,0,-0.8049414009840504
56717,0,-0.8049414009840504
106377,3,2.7588929050575617
113841,0,-0.8049414009840504
84535,0,-0.8049414009840504
87044,3,2.7588929050575617
84214,2,1.5709481363770244
64067,0,-0.8049414009840504
109377,1,0.3830033676964871
57110,0,-0.8049414009840504
20619,1,0.3830033676964871
96224,1,0.3830033676964871
112277,3,2.7588929050575617
105596,3,2.7588929050575617
44995,1,0.3830033676964871
55753,3,2.7588929050575617
56614,3,2.7588929050575617
90082,1,0.3830033676964871
44021,1,0.3830033676964871
85892,0,-0.8049414009840504
29282,0,-0.8049414009840504
53139,1,0.3830033676964871
33686,1,0.3830033676964871
90049,1,0.3830033676964871
67302,0,-0.8049414009840504
105983,0,-0.8049414009840504
84066,0,-0.8049414009840504
84270,0,-0.8049414009840504
90281,0,-0.8049414009840504
24199,1,0.3830033676964871
26976,1,0.3830033676964871
96599,1,0.3830033676964871
80563,1,0.3830033676964871
68941,1,0.3830033676964871
61512,0,-0.8049414009840504
86349,3,2.7588929050575617
64337,0,-0.8049414009840504
89975,0,-0.8049414009840504
55276,0,-0.8049414009840504
63681,1,0.3830033676964871
61538,0,-0.8049414009840504
81437,1,0.3830033676964871
32921,1,0.3830033676964871
61772,0,-0.8049414009840504
63014,0,-0.8049414009840504
342,1,0.3830033676964871
26639,0,-0.8049414009840504
58350,0,-0.8049414009840504
78426,1,0.3830033676964871
68747,1,0.3830033676964871
20658,1,0.3830033676964871
61316,1,0.3830033676964871
108988,0,-0.8049414009840504
85237,0,-0.8049414009840504
14437,0,-0.8049414009840504
10959,1,0.3830033676964871
104799,0,-0.8049414009840504
37753,1,0.3830033676964871
17811,1,0.3830033676964871
13299,1,0.3830033676964871
50536,1,0.3830033676964871
1802,1,0.3830033676964871
113127,3,2.7588929050575617
86885,0,-0.8049414009840504
83555,0,-0.8049414009840504
63383,0,-0.8049414009840504
42837,1,0.3830033676964871
86873,3,2.7588929050575617
26376,0,-0.8049414009840504
64085,1,0.3830033676964871
97599,1,0.3830033676964871
85365,0,-0.8049414009840504
54312,1,0.3830033676964871
87162,0,-0.8049414009840504
34934,0,-0.8049414009840504
7300,1,0.3830033676964871
88114,0,-0.8049414009840504
106740,0,-0.8049414009840504
56449,0,-0.8049414009840504
64093,0,-0.8049414009840504
29585,1,0.3830033676964871
24361,0,-0.8049414009840504
103224,1,0.3830033676964871
60977,0,-0.8049414009840504
90274,0,-0.8049414009840504
15070,1,0.3830033676964871
106508,0,-0.8049414009840504
33729,1,0.3830033676964871
52200,1,0.3830033676964871
105576,3,2.7588929050575617
62127,0,-0.8049414009840504
29642,1,0.3830033676964871
24658,0,-0.8049414009840504
36720,1,0.3830033676964871
91118,0,-0.8049414009840504
85659,3,2.7588929050575617
82780,1,0.3830033676964871
93182,1,0.3830033676964871
84148,0,-0.8049414009840504
90705,0,-0.8049414009840504
25471,0,-0.8049414009840504
56548,0,-0.8049414009840504
30548,0,-0.8049414009840504
37139,1,0.3830033676964871
92664,0,-0.8049414009840504
83943,0,-0.8049414009840504
58924,0,-0.8049414009840504
107841,0,-0.8049414009840504
110979,1,0.3830033676964871
19367,1,0.3830033676964871
59080,0,-0.8049414009840504
61084,0,-0.8049414009840504
61090,1,0.3830033676964871
61386,0,-0.8049414009840504
84400,2,1.5709481363770244
40151,1,0.3830033676964871
22863,1,0.3830033676964871
24608,0,-0.8049414009840504
103392,1,0.3830033676964871
101253,1,0.3830033676964871
28207,0,-0.8049414009840504
44548,1,0.3830033676964871
105818,0,-0.8049414009840504
32360,1,0.3830033676964871
86737,0,-0.8049414009840504
89569,0,-0.8049414009840504
55300,0,-0.8049414009840504
88462,0,-0.8049414009840504
99458,1,0.3830033676964871
27528,1,0.3830033676964871
78683,1,0.3830033676964871
58160,0,-0.8049414009840504
48094,1,0.3830033676964871
88774,1,0.3830033676964871
107638,0,-0.8049414009840504
104608,2,1.5709481363770244
10393,0,-0.8049414009840504
45413,1,0.3830033676964871
23225,0,-0.8049414009840504
85568,0,-0.8049414009840504
89067,0,-0.8049414009840504
57869,1,0.3830033676964871
94794,0,-0.8049414009840504
91873,0,-0.8049414009840504
41939,1,0.3830033676964871
77096,1,0.3830033676964871
94952,1,0.3830033676964871
61032,0,-0.8049414009840504
55162,1,0.3830033676964871
32349,0,-0.8049414009840504
84091,0,-0.8049414009840504
19129,1,0.3830033676964871
59765,0,-0.8049414009840504
42262,1,0.3830033676964871
96458,1,0.3830033676964871
92348,1,0.3830033676964871
87354,0,-0.8049414009840504
26252,0,-0.8049414009840504
89140,0,-0.8049414009840504
3661,1,0.3830033676964871
105237,0,-0.8049414009840504
59891,0,-0.8049414009840504
60902,0,-0.8049414009840504
85665,3,2.7588929050575617
88589,0,-0.8049414009840504
54651,1,0.3830033676964871
68622,1,0.3830033676964871
95615,0,-0.8049414009840504
92019,1,0.3830033676964871
91435,0,-0.8049414009840504
104997,2,1.5709481363770244
11591,1,0.3830033676964871
56159,0,-0.8049414009840504
107301,0,-0.8049414009840504
114911,0,-0.8049414009840504
72313,1,0.3830033676964871
87590,0,-0.8049414009840504
60023,0,-0.8049414009840504
30330,1,0.3830033676964871
42858,1,0.3830033676964871
111483,0,-0.8049414009840504
110390,1,0.3830033676964871
85318,0,-0.8049414009840504
15702,1,0.3830033676964871
109192,0,-0.8049414009840504
58992,0,-0.8049414009840504
64324,0,-0.8049414009840504
13200,1,0.3830033676964871
6697,1,0.3830033676964871
106994,0,-0.8049414009840504
23943,0,-0.8049414009840504
114853,0,-0.8049414009840504
29284,0,-0.8049414009840504
67862,0,-0.8049414009840504
111787,2,1.5709481363770244
114222,1,0.3830033676964871
75730,1,0.3830033676964871
104514,0,-0.8049414009840504
67858,1,0.3830033676964871
111392,1,0.3830033676964871
21918,1,0.3830033676964871
23577,3,2.7588929050575617
65150,0,-0.8049414009840504
