,s_score,Hits,max_feat,avg_feat,max_centr,min_centr,avg_centr,features,all_same,hyd_prop,don_prop,catdon_prop,hydaro_prop,aniacc_prop,clusters,Receptor,hits_actual,quality,quality_pred
3,-0.7626677427801564,0.24065686482566806,-1.4774521870286226,-1.4783477852144662,0.5914875418849648,2.1252750755514422,1.5031946912846392,0.14002800840280047,1.7320508075688774,-1.4902695416431067,0.0,1.6883636901955938,0.0,0.0,-1.7075311565539324,5HT1B,1,1,1
4,0.358899578923752,0.24074250402848846,0.7837751552670713,0.823647169573244,-0.6106242349673927,0.10311279572896857,-0.505835209537238,0.14002800840280047,-0.5773502691896258,1.1742811573928191,0.0,-0.6580482086601718,0.0,0.0,-1.7075311565539324,5HT2B,3,1,0
6,0.4765549083296836,0.24074250402848846,0.7837751552670713,0.886461360685833,-0.2239248835850774,-0.26132036310941725,-0.16232208921544197,0.14002800840280047,-0.5773502691896258,1.1742811573928191,0.0,-0.6580482086601718,0.0,0.0,-1.7075311565539324,5HT2B,3,1,0
7,-1.3047708244659122,0.24121351964400062,-1.5455455792098607,-1.5949937578366382,0.22640395871104604,1.8076185021617095,1.3731864959082354,0.14002800840280047,1.7320508075688774,-1.4902695416431067,0.0,1.6883636901955938,0.0,0.0,-1.7075311565539324,5HT2B,14,0,1
18,1.2163192019721336,0.24082814323130886,0.5468109054833933,0.14327930309851059,1.2612814855636993,-1.5766164930988296,-1.6356003315099732,0.14002800840280047,1.7320508075688774,1.6183729410835803,0.0,-1.049116858925713,0.0,0.0,-1.7075311565539324,A2C,5,1,0
23,-1.2788808776076608,0.24108506083977002,-1.7511893885306076,-1.7627409323339511,0.4183826291712164,2.331038018966967,1.8123515822780187,0.14002800840280047,-0.5773502691896258,-0.6020859742615838,0.0,0.9062263896645119,0.0,0.0,-1.7075311565539324,Beta 2,11,0,1
28,0.49650240566770726,0.24065686482566806,1.1722954579810878,1.1373607777716104,-0.03432100873159905,-0.6175756040305178,-0.2337764002728069,0.14002800840280047,-0.5773502691896258,0.28609759001129625,0.0,-0.6580482086601718,0.0,0.0,-1.7075311565539324,M1,1,1,0
32,0.8708693997247386,0.24069968442707826,0.343548247177851,0.529979300591568,1.4745467129093852,-0.39327723215076216,0.24052456673641495,0.14002800840280047,-0.5773502691896258,0.28609759001129625,0.0,-1.049116858925713,0.0,0.0,-1.7075311565539324,M2,2,1,0
34,1.247099711528359,0.24087096283271905,0.14153673674588074,0.1547765254603517,-0.6297023352873631,0.17275662297741165,-0.027128025273606422,0.14002800840280047,1.7320508075688774,1.6183729410835803,0.0,-1.049116858925713,0.0,0.0,-1.7075311565539324,M2,6,1,1
36,0.7025662153905304,0.24065686482566806,0.11951198369812811,0.5275814208708789,0.27675118234410895,-0.3394650461691389,-0.3249173267026491,0.14002800840280047,-0.5773502691896258,1.1742811573928191,0.0,-0.6580482086601718,0.0,0.0,-1.7075311565539324,M4,1,1,0
42,0.7593836170759573,0.24095660203553945,0.05048850736466924,0.12358965040320337,-0.3184573295255728,0.3303839109479344,-0.3125466087055314,0.14002800840280047,-0.5773502691896258,1.1742811573928191,0.0,-0.6580482086601718,0.0,0.0,-1.7075311565539324,OPRD,8,0,0
