Receptor,Score Type,s_score,Hits,max_feat,min_feat,avg_feat,max_centr,min_centr,avg_centr,hyd,don,acc,donhyd,catdon,hydaro,aniacc,donacc,features,all_same,hyd_prop,don_prop,acc_prop,donhyd_prop,catdon_prop,hydaro_prop,aniacc_prop,donacc_prop,quality,EF
D2,rand,-0.46000001,3,11.597622,1.019417,5.3742876,40.805847,30.14102,33.663685,2,1,2,0,0,0,0,0,5,0,0.4,0.2,0.4,0,0,0,0,0,0,0
D2,rand,-1.01,0,6.4487238,1.1151515,4.1506252,39.959953,34.407902,37.056408,0,1,1,0,0,0,0,2,4,0,0,0.25,0.25,0,0,0,0,0.5,0,-999
D2,rand,-0.1,0,2.5958321,0.52534467,1.784247,36.07259,34.255589,35.202831,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,-999
D2,rand,-1.7142857,0,7.9885058,2.5342069,5.2015581,35.085224,28.751278,32.942047,2,1,1,0,0,0,0,0,4,0,0.5,0.25,0.25,0,0,0,0,0,0,-999
D2,rand,-1.1666666,3,12.09345,2.5266232,6.4447608,40.482044,30.332474,34.701439,3,0,2,0,0,0,0,0,5,0,0.6,0,0.4,0,0,0,0,0,1,2.1466668
D2,rand,-0.38181818,0,11.419617,2.6193938,7.22505,41.294884,31.191351,36.656651,2,0,1,0,0,0,0,1,4,0,0.5,0,0.25,0,0,0,0,0.25,0,-999
D2,rand,-1.5530258,0,6.8867011,1.6058524,3.6588743,38.126717,32.286869,34.892715,1,0,2,0,2,0,0,0,5,0,0.2,0,0.4,0,0.4,0,0,0,0,-999
D2,rand,-1.6372845,1,5.5024614,1.4555634,2.929384,35.231213,30.514967,32.394875,1,1,1,0,2,0,0,0,5,0,0.2,0.2,0.2,0,0.4,0,0,0,0,0
D2,rand,-1.4384615,0,15.659483,2.2364824,8.7187843,40.550541,27.746532,34.438255,1,2,2,0,0,0,0,0,5,0,0.2,0.4,0.4,0,0,0,0,0,0,-999
D2,rand,-0.67142856,0,8.0388527,2.3885822,5.0037889,33.133812,26.400152,29.870365,1,0,1,0,0,0,1,1,4,0,0.25,0,0.25,0,0,0,0.25,0.25,0,-999
D2,rand,-0.2,3,9.9880018,1.4901694,5.8337035,36.181553,27.015545,30.680212,2,0,3,0,0,0,0,0,5,0,0.4,0,0.6,0,0,0,0,0,1,3.4346666
D2,rand,-0.49411765,0,6.8830013,2.9175453,4.7257853,37.650841,30.785751,34.644466,3,1,0,0,0,0,0,0,4,0,0.75,0.25,0,0,0,0,0,0,0,-999
D2,rand,-1.919683,2,5.9110813,1.6456624,3.4118056,35.705956,30.058006,33.443748,3,0,0,0,2,0,0,0,5,0,0.6,0,0,0,0.4,0,0,0,0,0
D2,rand,-0.44285715,0,7.5107069,0.75474364,4.6641746,35.095097,29.722784,31.91053,2,1,1,0,0,0,1,0,5,0,0.4,0.2,0.2,0,0,0,0.2,0,0,-999
D2,rand,-2.0342922,0,10.311189,10.311189,10.311189,38.196903,29.968899,34.082901,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,-999
D2,rand,-2.5279591,0,10.538516,2.8384871,7.9267063,35.859318,26.82707,30.308535,1,0,1,0,1,0,0,0,3,0,0.333333333,0,0.333333333,0,0.333333333,0,0,0,0,-999
D2,rand,-0.11818182,0,10.189091,0.77507031,5.4552193,35.520996,27.973402,30.458933,2,0,2,0,0,0,0,0,4,0,0.5,0,0.5,0,0,0,0,0,0,-999
D2,rand,-0.82128352,0,14.947652,2.1893914,8.5471706,44.489338,31.268787,36.38834,0,1,2,0,1,0,0,0,4,0,0,0.25,0.5,0,0.25,0,0,0,0,-999
D2,rand,-0.96666664,0,11.71846,1.4440464,8.0485096,41.788242,34.009232,38.15276,3,0,0,0,1,0,0,0,4,0,0.75,0,0,0,0.25,0,0,0,0,-999
D2,rand,-0.27500001,0,12.317993,1.320905,6.0307446,41.467884,30.030489,38.14024,1,0,1,0,0,0,3,0,5,0,0.2,0,0.2,0,0,0,0.6,0,0,-999
D2,rand,-2.6144049,0,10.918138,3.183495,7.9847355,42.054081,33.317623,36.705616,2,0,0,0,1,0,0,0,3,0,0.666666667,0,0,0,0.333333333,0,0,0,0,-999
D2,rand,-3.000057,0,3.1592982,0.54608244,1.4852509,33.181351,30.318384,31.428106,2,2,0,0,1,0,0,0,5,0,0.4,0.4,0,0,0.2,0,0,0,0,-999
D2,rand,-0.26666668,5,11.166171,1.4259292,6.7473197,36.284611,26.462587,31.821541,3,0,2,0,0,0,0,0,5,0,0.6,0,0.4,0,0,0,0,0,0,0
D2,rand,-1.3142858,15,3.4548144,1.735134,2.5453386,36.07259,34.317245,35.245804,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,1.8077193
D2,rand,-0.65714288,0,5.0956063,0.58893973,3.4474077,32.998531,27.930452,31.081364,2,0,1,0,0,0,2,0,5,0,0.4,0,0.2,0,0,0,0.4,0,0,-999
D2,rand,-0.41818181,0,5.6935678,5.6935678,5.6935678,30.252344,24.868786,27.560566,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0.5,0.5,0,0,0,-999
D2,rand,-3.1922965,0,8.4306507,1.46463,4.4202504,38.929535,30.678062,33.304562,1,1,2,0,1,0,0,0,5,0,0.2,0.2,0.4,0,0.2,0,0,0,1,8.5866671
D2,rand,-1.4859939,0,19.922424,4.5163622,11.33715,46.484863,28.566978,35.63393,2,0,0,0,1,0,1,0,4,0,0.5,0,0,0,0.25,0,0.25,0,0,-999
D2,rand,-2.4475265,0,14.806536,1.4606341,8.8981752,39.619942,27.735151,34.666553,1,1,0,0,1,0,1,0,4,0,0.25,0.25,0,0,0.25,0,0.25,0,0,-999
D2,rand,-0.58571428,0,8.0502796,2.2335236,4.8553123,35.56459,31.771761,33.490582,0,1,2,0,0,0,0,1,4,0,0,0.25,0.5,0,0,0,0,0.25,0,-999
D2,rand,-0.80000001,0,8.628664,3.2548418,5.3193316,38.761189,30.520012,34.734688,1,1,1,0,0,0,0,2,5,0,0.2,0.2,0.2,0,0,0,0,0.4,0,-999
D2,rand,-0.1,0,12.740101,2.4360178,8.6083832,40.805847,28.171516,35.851086,2,0,1,0,0,0,2,0,5,0,0.4,0,0.2,0,0,0,0.4,0,0,-999
D2,rand,-1.8756163,0,8.4692249,1.3197364,5.2082868,36.564102,33.78418,34.791576,3,0,0,0,0,0,2,0,5,0,0.6,0,0,0,0,0,0.4,0,0,-999
D2,rand,-3.1400001,0,13.935102,1.4440464,9.8544798,41.788242,28.139435,36.093258,2,0,0,0,3,0,0,0,5,0,0.4,0,0,0,0.6,0,0,0,0,-999
D2,rand,-2.1997201,3,9.0034561,0.6685462,4.3406024,35.705956,28.136944,31.302616,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,1,2.1466668
D2,rand,-0.80000001,0,5.9649124,3.6044912,4.5449061,29.86581,24.868786,27.250048,0,0,1,0,1,0,0,1,3,0,0,0,0.333333333,0,0.333333333,0,0,0.333333333,0,-999
D2,rand,-0.22105263,0,6.3611927,1.4343783,3.4509513,37.234379,31.875,34.845688,0,0,2,0,0,0,0,2,4,0,0,0,0.5,0,0,0,0,0.5,0,-999
D2,rand,-0.1,0,6.3887568,3.1930344,4.4908829,33.600498,27.514772,30.553137,2,0,1,0,0,0,0,0,3,0,0.666666667,0,0.333333333,0,0,0,0,0,0,-999
D2,rand,-0.11428571,0,3.6562815,3.6562815,3.6562815,32.513813,32.336403,32.42511,1,0,0,0,0,0,0,1,2,0,0.5,0,0,0,0,0,0,0.5,0,-999
D2,rand,-3.0079689,0,11.039439,5.8031759,7.9269094,38.997726,29.129684,33.826733,1,0,1,0,1,0,0,0,3,0,0.333333333,0,0.333333333,0,0.333333333,0,0,0,0,-999
D2,rand,-3.6513007,85,7.2629275,2.3441155,4.387702,33.552132,28.532913,30.924847,3,0,2,0,0,0,0,0,5,0,0.6,0,0.4,0,0,0,0,0,0,0.82212764
D2,rand,-2.8184767,28,9.2606726,2.2308073,5.3497791,36.412884,28.532913,33.265129,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0
D2,rand,-0.25555557,0,8.2471914,2.14662,5.4165945,34.736843,30.326962,32.784683,2,0,0,0,0,0,2,0,4,0,0.5,0,0,0,0,0,0.5,0,0,-999
D2,rand,-1.3375,0,3.7187221,1.000005,2.4215913,37.687195,34.207508,36.014111,1,1,1,0,1,0,0,0,4,0,0.25,0.25,0.25,0,0.25,0,0,0,0,-999
D2,rand,-0.32666665,0,5.7433629,2.7001565,4.0828094,38.04488,33.882767,36.132477,2,0,2,0,0,0,0,0,4,0,0.5,0,0.5,0,0,0,0,0,0,-999
D2,rand,-2.3511162,0,2.278254,2.1911991,2.2273066,31.748215,29.661697,30.551586,0,0,0,0,3,0,0,0,3,1,0,0,0,0,1,0,0,0,0,-999
D2,rand,-2.825556,0,9.2693996,1.4354957,5.0349822,35.56459,32.11845,33.979481,0,1,1,0,0,0,2,1,5,0,0,0.2,0.2,0,0,0,0.4,0.2,0,-999
D2,rand,-0.1,0,16.06764,2.1491847,8.7035942,40.414246,27.238539,31.29545,0,0,0,0,0,0,0,0,0,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,-999
D2,rand,-0.24285714,0,9.9325428,2.4759035,6.7981725,39.575169,30.2124,34.619781,3,0,0,0,0,0,0,2,5,0,0.6,0,0,0,0,0,0,0.4,0,-999
D2,rand,-0.51875001,0,12.263229,2.2343485,6.8042693,37.969467,26.82707,33.501808,0,1,3,0,0,0,0,0,4,0,0,0.25,0.75,0,0,0,0,0,0,-999
D2,rand,-0.47499999,8,13.547344,2.3731871,7.5687346,38.342083,26.899172,32.969673,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0
D2,rand,-1.9770097,0,17.836603,2.9787543,10.43749,44.065319,27.506248,35.224598,3,0,0,0,1,0,0,1,5,0,0.6,0,0,0,0.2,0,0,0.2,0,-999
D2,rand,-2.4527068,0,5.5946732,1.1517656,3.0588036,35.812389,31.268787,33.448524,0,0,2,0,3,0,0,0,5,0,0,0,0.4,0,0.6,0,0,0,0,-999
D2,rand,-1.877074,0,7.5747981,0.91750258,4.5209565,38.929535,31.88063,35.571999,1,0,3,0,0,0,0,1,5,0,0.2,0,0.6,0,0,0,0,0.2,0,-999
D2,rand,-0.60000002,0,5.4347582,2.6384113,4.4732261,35.270508,30.495785,33.559448,2,0,0,0,0,0,0,1,3,0,0.666666667,0,0,0,0,0,0,0.333333333,0,-999
D2,rand,-2.702745,0,7.461988,0.78025699,3.5426991,36.812424,30.058865,32.20644,2,0,1,0,2,0,0,0,5,0,0.4,0,0.2,0,0.4,0,0,0,0,-999
D2,rand,-1.145134,7,6.8499875,1.1028835,3.6762705,40.079659,34.682281,37.547989,4,1,0,0,0,0,0,0,5,0,0.8,0.2,0,0,0,0,0,0,0,0
D2,rand,-0.11,30,6.5277367,1.7650875,3.8556237,36.07259,30.028515,34.23904,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
D2,rand,-0.38181818,0,9.9103422,2.2079134,7.0938091,34.561634,26.933765,30.173151,1,0,0,0,2,0,0,0,3,0,0.333333333,0,0,0,0.666666667,0,0,0,0,-999
D2,rand,-0.47499999,0,11.582687,1.469328,7.0810218,40.721313,30.146095,36.869373,2,0,2,0,0,0,0,1,5,0,0.4,0,0.4,0,0,0,0,0.2,0,-999
D2,rand,-3.0789158,28,5.6897516,0.90517896,3.5037074,35.913136,31.124313,33.644165,2,1,1,0,1,0,0,0,5,0,0.4,0.2,0.2,0,0.2,0,0,0,0,0.83096772
D2,rand,-0.65294117,20,9.9269781,2.240145,5.4651599,35.183968,26.874779,32.578125,2,1,2,0,0,0,0,0,5,0,0.4,0.2,0.4,0,0,0,0,0,1,2.2261729
D2,rand,-2.2596829,13,9.4205942,2.2433569,5.4074264,37.977596,32.026581,34.799244,2,1,2,0,0,0,0,0,5,0,0.4,0.2,0.4,0,0,0,0,0,0,0
D2,rand,-0.44666666,4,13.563166,1.4682047,8.2805748,38.992702,27.67342,34.659595,3,0,2,0,0,0,0,0,5,0,0.6,0,0.4,0,0,0,0,0,0,1.7173333
D2,rand,-0.69710362,0,8.6243439,2.4369926,5.3548532,36.076012,29.356289,32.67247,0,0,2,0,1,0,0,2,5,0,0,0,0.4,0,0.2,0,0,0.4,0,-999
D2,rand,-1.6959808,2,7.6412463,0.13792233,4.6265116,35.913136,29.673241,32.655277,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,1,2.8622222
D2,rand,-0.15000001,0,7.0057988,1.096125,4.6878743,32.037643,26.75326,29.232233,2,0,0,0,0,0,2,0,4,0,0.5,0,0,0,0,0,0.5,0,0,-999
D2,rand,-1.38,2,15.760272,2.915328,7.8207111,39.227398,25.958712,34.09864,3,2,0,0,0,0,0,0,5,0,0.6,0.4,0,0,0,0,0,0,0,0
D2,rand,-1.075,0,10.02449,1.8423108,7.1528797,39.831028,38.04488,38.798817,1,1,0,0,0,0,0,1,3,0,0.333333333,0.333333333,0,0,0,0,0,0.333333333,0,-999
D2,rand,-3.3292353,0,5.3716784,0.92434299,3.9465876,36.070393,31.028921,33.636395,1,0,1,0,1,0,0,1,4,0,0.25,0,0.25,0,0.25,0,0,0.25,0,-999
D2,rand,-0.35714287,0,6.3806338,1.7767102,4.4006023,35.07877,29.130566,31.642097,2,0,2,0,0,0,0,0,4,0,0.5,0,0.5,0,0,0,0,0,0,-999
D2,rand,-0.69999999,93,6.8492904,2.5266232,4.3064275,35.665947,29.519285,32.868904,3,0,2,0,0,0,0,0,5,0,0.6,0,0.4,0,0,0,0,0,0,0.68013203
D2,rand,-0.58461541,9,9.5547895,1.7476767,4.9503603,38.929535,30.721399,33.566505,1,1,3,0,0,0,0,0,5,0,0.2,0.2,0.6,0,0,0,0,0,0,0
D2,rand,-1.9329695,0,3.2886679,0.5263744,2.0614607,35.675232,34.839561,35.230862,3,0,0,0,0,0,0,1,4,0,0.75,0,0,0,0,0,0,0.25,0,-999
D2,rand,-0.25789472,0,7.406343,2.4268706,4.7230291,32.369217,26.874779,28.660385,1,1,2,0,0,0,0,0,4,0,0.25,0.25,0.5,0,0,0,0,0,0,-999
D2,rand,-0.83333331,2,10.836954,2.4125791,5.6248484,40.091602,32.702282,35.375614,1,1,3,0,0,0,0,0,5,0,0.2,0.2,0.6,0,0,0,0,0,0,0
D2,rand,-3.1306951,0,9.2713623,2.1830928,5.6123185,35.047668,27.506248,31.664757,1,0,0,0,2,0,0,1,4,0,0.25,0,0,0,0.5,0,0,0.25,0,-999
D2,rand,-0.26249999,0,7.8759933,1.3180733,4.9915376,36.29245,32.28051,33.955273,2,0,0,0,0,0,3,0,5,0,0.4,0,0,0,0,0,0.6,0,0,-999
D2,rand,-0.2,0,11.84931,0.52927214,5.4258733,35.47422,25.204935,32.925232,4,0,0,0,0,0,0,1,5,0,0.8,0,0,0,0,0,0,0.2,0,-999
D2,rand,-1.6220936,0,5.3085103,0.8779254,2.9152989,35.29826,32.443352,33.670479,0,1,3,0,1,0,0,0,5,0,0,0.2,0.6,0,0.2,0,0,0,0,-999
D2,rand,-1.3022772,5,3.9236596,1.2100133,2.4399121,32.360027,29.600584,31.08605,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
D2,rand,-3.135365,8,9.2440157,2.1851444,4.9210753,38.233829,30.028515,35.032505,1,2,2,0,0,0,0,0,5,0,0.2,0.4,0.4,0,0,0,0,0,0,0
D2,rand,-2.0689256,10,6.3308315,1.4443913,3.6296542,34.741016,30.287039,32.193295,2,1,1,0,1,0,0,0,5,0,0.4,0.2,0.2,0,0.2,0,0,0,1,2.4533334
D2,rand,-0.36500001,1,13.211415,2.1959939,6.951683,41.294884,31.875,36.968197,1,1,3,0,0,0,0,0,5,0,0.2,0.2,0.6,0,0,0,0,0,0,0
D2,rand,-2.0997028,7,11.543894,2.1959939,6.5466962,36.683601,26.899172,31.387114,2,1,2,0,0,0,0,0,5,0,0.4,0.2,0.4,0,0,0,0,0,0,0
D2,rand,-3.48,0,10.704419,2.203038,6.211401,37.149979,27.551899,33.036266,0,2,1,0,0,0,0,1,4,0,0,0.5,0.25,0,0,0,0,0.25,0,-999
D2,rand,-0.16153847,23,9.4533815,2.3833306,5.8654356,35.404659,27.336866,32.341309,3,0,2,0,0,0,0,0,5,0,0.6,0,0.4,0,0,0,0,0,0,0.35777777
D2,rand,-0.27777779,0,4.4968724,0.66708398,2.65676,37.960796,35.160946,35.940598,4,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,-999
D2,rand,-1.425,0,3.9903176,0.89083558,2.3948882,33.084621,30.569654,31.575598,1,3,1,0,0,0,0,0,5,0,0.2,0.6,0.2,0,0,0,0,0,0,-999
D2,rand,-0.16,0,13.107285,2.3380497,7.1703291,44.190197,35.270508,40.97073,4,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,-999
D2,rand,-0.15000001,0,11.968144,2.4232807,5.8444438,37.207542,29.012413,33.508221,1,0,1,0,0,0,2,1,5,0,0.2,0,0.2,0,0,0,0.4,0.2,0,-999
D2,rand,-0.2,0,9.9496517,1.4221853,6.7326198,35.812389,27.48941,30.555008,1,0,2,0,0,0,0,0,3,0,0.333333333,0,0.666666667,0,0,0,0,0,0,-999
D2,rand,-1.0333333,11,4.8678045,0.53893787,3.4639127,38.805149,34.298225,36.372665,1,2,2,0,0,0,0,0,5,0,0.2,0.4,0.4,0,0,0,0,0,0,0
D2,rand,-0.38421053,0,10.347748,0.82983494,5.0428934,36.27499,27.746532,30.449598,1,0,3,0,0,0,0,1,5,0,0.2,0,0.6,0,0,0,0,0.2,0,-999
D2,rand,-0.80000001,14,11.747614,1.4884402,6.1146183,39.080784,28.724344,33.517288,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,1.0733334
D2,rand,-0.25999999,4,13.198762,2.2446306,7.1388111,41.999805,30.987551,36.549397,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0
D2,rand,-1.8509512,0,5.5771956,2.234061,3.9572003,36.688923,31.637165,34.440971,0,1,1,0,1,0,0,0,3,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,-999
D2,rand,-3.0116637,0,16.790979,1.4625084,9.1632328,42.858444,28.684761,37.469296,2,0,1,0,1,0,0,1,5,0,0.4,0,0.2,0,0.2,0,0,0.2,0,-999
D2,rand,-2.1285715,116,5.5314016,1.3386639,3.1302555,35.283813,30.210861,33.448475,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,1.0975438
D2,rand,-1.6076924,0,12.313269,2.200099,6.347425,39.831028,32.580673,34.732624,2,1,0,0,0,0,2,0,5,0,0.4,0.2,0,0,0,0,0.4,0,0,-999
D2,rand,-0.42142856,46,4.4077916,0.58210224,2.6318426,32.28828,28.675142,30.058336,3,0,1,0,1,0,0,0,5,0,0.6,0,0.2,0,0.2,0,0,0,0,1.2720988
D2,rand,-0.67500001,0,7.3108191,1.1922575,3.8307683,38.940594,32.286869,36.551266,1,1,3,0,0,0,0,0,5,0,0.2,0.2,0.6,0,0,0,0,0,0,-999
D2,rand,-0.24444444,0,5.6383328,2.2001326,3.9207084,32.220173,27.551899,29.790886,2,0,0,0,0,0,0,1,3,0,0.666666667,0,0,0,0,0,0,0.333333333,0,-999
D2,rand,-3.5434182,0,3.8564055,2.0462389,2.8235803,37.650841,34.309944,35.877148,4,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,-999
D2,rand,-0.58999997,0,9.7384691,2.1893914,5.7117066,35.725227,28.276413,32.010139,1,1,1,0,0,0,1,0,4,0,0.25,0.25,0.25,0,0,0,0.25,0,0,-999
D2,rand,-0.1125,0,7.0958729,1.096845,4.4309707,35.476105,29.971573,32.603825,2,0,1,0,0,0,0,1,4,0,0.5,0,0.25,0,0,0,0,0.25,0,-999
D2,rand,-0.42222223,0,3.962229,1.5306394,2.485503,33.686745,29.944866,31.824059,3,0,0,0,0,0,0,1,4,0,0.75,0,0,0,0,0,0,0.25,0,-999
D2,rand,-1.16875,0,12.725006,1.3663243,6.0094743,39.238785,29.566519,32.587429,0,2,1,0,0,0,2,0,5,0,0,0.4,0.2,0,0,0,0.4,0,0,-999
D2,rand,-1.3221637,14,4.0954895,1.6819483,2.8123155,32.119755,28.136944,30.482662,1,1,3,0,0,0,0,0,5,0,0.2,0.2,0.6,0,0,0,0,0,0,0
D2,rand,-2.5652084,1,6.0389247,2.1804428,3.9259765,38.200626,33.413342,35.692802,1,1,1,0,2,0,0,0,5,0,0.2,0.2,0.2,0,0.4,0,0,0,0,0
D2,rand,-1.025,33,3.4598978,1.0872998,2.2436912,36.07259,33.816006,34.881439,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,1.84
D2,rand,-1.2128049,3,13.611567,2.5258031,8.4129372,42.315979,30.093143,36.158539,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0
D2,rand,-2.33851,442,9.763546,0.99372649,4.6015401,35.365593,28.027792,33.459908,0,0,0,0,0,0,0,0,0,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.2028016
D2,rand,-0.14,0,3.6577284,2.2431874,2.7192616,36.558075,33.735352,35.234985,3,0,0,0,0,0,0,1,4,0,0.75,0,0,0,0,0,0,0.25,0,-999
D2,rand,-1.13,0,9.0555553,3.0636973,6.9129696,40.440948,33.133812,36.219997,1,1,0,0,0,0,0,1,3,0,0.333333333,0.333333333,0,0,0,0,0,0.333333333,0,-999
D2,rand,-2.8322952,0,11.474813,2.2024467,6.1027861,40.71529,29.566519,32.801285,0,0,0,0,2,0,2,1,5,0,0,0,0,0,0.4,0,0.4,0.2,0,-999
D2,rand,-0.48181817,0,2.4567263,1.0384717,1.7856082,35.572239,34.125782,34.843643,1,1,1,0,0,0,0,0,3,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,-999
D2,rand,-0.48888889,19,9.6412506,0.98512536,4.7775764,38.055576,29.982405,34.510136,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0.42933333
D2,rand,-1.9333333,0,5.0272264,5.0272264,5.0272264,35.180145,31.971106,33.575626,1,1,0,0,0,0,0,0,2,0,0.5,0.5,0,0,0,0,0,0,0,-999
D2,rand,-0.78888887,33,10.703883,2.2590036,5.2493706,35.262768,28.566978,31.168577,2,0,2,1,0,0,0,0,5,0,0.4,0,0.4,0.2,0,0,0,0,0,0.49066666
D2,rand,-0.54666668,0,11.084561,0.63198894,4.7950258,34.865898,26.271238,29.932177,3,0,0,0,1,0,0,1,5,0,0.6,0,0,0,0.2,0,0,0.2,0,-999
D2,rand,-0.13333334,45,8.5067291,0.50426382,4.5071549,40.490017,32.234211,35.51638,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,1.4311111
D2,rand,-0.18571429,3,2.6453042,1.1537673,2.2065666,36.284611,33.867203,35.12307,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
D2,rand,-0.68411678,26,8.5089245,1.4544737,5.1359782,38.648407,30.265114,33.699535,2,1,1,0,1,0,0,0,5,0,0.4,0.2,0.2,0,0.2,0,0,0,0,1.61
D2,rand,-0.18571429,2,3.9269924,0.51277381,1.9811279,30.955746,28.083513,29.494152,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,0
D2,rand,-0.9285714,22,10.609371,2.8780515,5.5673995,40.482044,31.191351,35.531876,3,0,2,0,0,0,0,0,5,0,0.6,0,0.4,0,0,0,0,0,0,0.71555555
D2,rand,-0.31999999,0,9.0335789,2.2364824,5.5853124,40.550541,33.95866,37.484802,2,1,1,0,0,0,0,0,4,0,0.5,0.25,0.25,0,0,0,0,0,0,-999
D2,rand,-2.0795317,0,10.475113,1.4559488,6.88657,39.085815,31.034122,35.74017,1,2,0,0,1,0,0,0,4,0,0.25,0.5,0,0,0.25,0,0,0,0,-999
D2,rand,-0.69999999,0,6.4113441,2.4567263,4.0991902,38.71093,34.125782,36.067066,1,1,1,0,0,0,0,1,4,0,0.25,0.25,0.25,0,0,0,0,0.25,0,-999
D2,rand,-1.02,0,11.815114,0.64292222,5.9670916,38.099957,29.42004,32.651516,2,1,1,0,0,0,0,1,5,0,0.4,0.2,0.2,0,0,0,0,0.2,0,-999
D2,rand,-1.4010577,0,8.1898832,0.81392688,4.4311337,38.607708,32.037643,36.684978,3,0,0,0,1,0,0,0,4,0,0.75,0,0,0,0.25,0,0,0,0,-999
D2,rand,-0.83571428,19,9.9498529,1.5310581,4.6228209,37.918499,30.186172,33.967117,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0.81777775
D2,rand,-3.4987264,0,5.6726646,1.385469,3.9054141,33.864868,28.407728,30.851236,1,0,1,0,1,0,0,1,4,0,0.25,0,0.25,0,0.25,0,0,0.25,0,-999
D2,rand,-0.69999999,15,7.9672184,2.4040267,4.4830241,36.8503,29.963732,33.936302,2,1,1,0,0,0,0,1,5,0,0.4,0.2,0.2,0,0,0,0,0.2,0,0.53666669
D2,rand,-2.8213942,26,7.871695,1.4205021,3.9584293,38.805149,31.261135,34.482704,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,1.1448889
D2,rand,-0.175,5,4.8431554,0.97242838,3.0768108,34.873909,32.568344,33.805946,3,0,1,0,0,0,0,1,5,0,0.6,0,0.2,0,0,0,0,0.2,0,0
D2,rand,-2.1370475,0,14.560419,2.240145,8.1166468,42.315979,28.407896,34.214958,1,1,2,0,0,0,0,1,5,0,0.2,0.2,0.4,0,0,0,0,0.2,0,-999
D2,rand,-0.5714286,3,9.1561508,1.2405909,5.4504209,38.224369,32.503559,35.897858,1,1,1,0,0,0,0,2,5,0,0.2,0.2,0.2,0,0,0,0,0.4,0,0
D2,rand,-1.7668582,1,10.660489,2.1605113,5.4163127,35.061142,26.462587,31.099869,2,0,1,0,2,0,0,0,5,0,0.4,0,0.2,0,0.4,0,0,0,0,0
D2,rand,-1.8752671,0,9.7712049,2.2373567,5.3999085,38.520538,29.024052,32.068371,0,1,2,0,1,0,0,1,5,0,0,0.2,0.4,0,0.2,0,0,0.2,0,-999
D2,rand,-0.40666667,0,11.930204,2.4268706,7.3814406,36.092594,26.874779,30.63826,0,1,3,0,0,0,0,1,5,0,0,0.2,0.6,0,0,0,0,0.2,0,-999
D2,rand,-0.24166666,1,6.4241729,0.72664225,3.389545,36.133404,30.002796,34.298729,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
D2,rand,-0.1,0,10.243324,10.243324,10.243324,40.440948,34.835278,37.638115,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,-999
D2,rand,-0.33333334,0,11.817569,2.42908,8.1055489,38.358154,29.741117,33.383083,1,0,2,0,0,0,0,0,3,0,0.333333333,0,0.666666667,0,0,0,0,0,0,-999
D2,rand,-3.508796,0,2.0580628,2.0580628,2.0580628,30.601482,29.129684,29.865583,1,0,1,0,0,0,0,0,2,0,0.5,0,0.5,0,0,0,0,0,0,-999
D2,rand,-2.6331928,0,2.5687528,0.91325861,1.7518157,33.613983,31.114157,32.297436,2,0,0,0,2,0,0,0,4,0,0.5,0,0,0,0.5,0,0,0,0,-999
