Receptor,Score Type,s_score,Hits,max_feat,min_feat,avg_feat,max_centr,min_centr,avg_centr,hyd,don,acc,donhyd,catdon,hydaro,aniacc,donacc,features,all_same,hyd_prop,don_prop,acc_prop,donhyd_prop,catdon_prop,hydaro_prop,aniacc_prop,donacc_prop,quality,EF
D2,rand,-0.82222223,0,6.1563487,1.5860796,3.6984878,34.668175,32.81657,33.679516,2,1,1,0,0,0,0,0,4,0,0.5,0.25,0.25,0,0,0,0,0,0,-999
D2,rand,-0.16363636,0,9.3490181,2.8532541,5.9259143,37.969467,29.508244,33.866684,0,0,2,0,0,0,0,2,4,0,0,0,0.5,0,0,0,0,0.5,0,-999
D2,rand,-0.61755371,0,7.4930739,1.4574584,4.3928971,38.878513,32.042282,35.298729,1,0,0,0,1,0,2,1,5,0,0.2,0,0,0,0.2,0,0.4,0.2,0,-999
D2,rand,-0.53333336,0,9.1880159,3.4399769,6.1306524,38.929535,29.971573,34.077599,1,0,1,0,0,0,0,1,3,0,0.333333333,0,0.333333333,0,0,0,0,0.333333333,0,-999
D2,rand,-0.37692308,1,7.3845444,1.531635,3.9210434,38.992702,31.804813,33.920525,3,0,1,0,0,0,0,1,5,0,0.6,0,0.2,0,0,0,0,0.2,0,0
D2,rand,-0.54666668,1,10.025016,1.5309494,6.3596959,35.856014,27.096954,32.370693,3,0,0,0,0,0,2,0,5,0,0.6,0,0,0,0,0,0.4,0,0,0
D2,rand,-0.43000001,0,13.202236,1.3192532,7.8490186,38.837296,32.513813,35.471764,0,1,1,0,0,0,2,1,5,0,0,0.2,0.2,0,0,0,0.4,0.2,0,-999
D2,rand,-0.64999998,41,9.3761978,2.1904263,4.972261,37.687195,30.544144,34.485741,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,1.4019048
D2,rand,-0.21052632,0,11.190574,1.4682047,7.5192142,38.940594,29.508244,35.364635,1,0,1,0,0,0,0,1,3,0,0.333333333,0,0.333333333,0,0,0,0,0.333333333,0,-999
D2,rand,-0.23333333,0,13.179123,2.4360178,7.613409,38.454685,26.462587,33.483524,1,0,2,0,0,0,2,0,5,0,0.2,0,0.4,0,0,0,0.4,0,0,-999
D2,rand,-0.55000001,3,11.399879,2.2293296,6.0247102,38.207619,27.496256,32.036728,2,0,3,0,0,0,0,0,5,0,0.4,0,0.6,0,0,0,0,0,1,2.1466668
D2,rand,-0.12,0,8.4627838,1.9146869,6.2114668,37.089184,30.634781,33.275291,1,0,2,0,0,0,0,0,3,0,0.333333333,0,0.666666667,0,0,0,0,0,0,-999
D2,rand,-1.8681434,1,8.2605543,2.4234202,5.3320718,39.471062,31.634232,35.689373,0,1,2,0,1,0,0,1,5,0,0,0.2,0.4,0,0.2,0,0,0.2,0,0
D2,rand,-0.625,0,9.7961864,1.4458482,5.9939241,37.960796,30.097746,33.768444,2,1,1,0,0,0,0,1,5,0,0.4,0.2,0.2,0,0,0,0,0.2,0,-999
D2,rand,-0.84444445,0,#NAME?,Inf,NaN,36.015282,36.015282,36.015282,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-999
D2,rand,-0.14,0,4.7104454,3.0076811,3.5835733,38.199291,36.812424,37.572254,1,0,1,0,0,1,0,0,3,0,0.333333333,0,0.333333333,0,0,0.333333333,0,0,0,-999
D2,rand,-0.5272727,0,4.9969316,2.2325058,3.6587491,35.700741,32.513813,34.488037,0,1,1,0,0,0,0,2,4,0,0,0.25,0.25,0,0,0,0,0.5,0,-999
D2,rand,-1.0666667,0,12.854449,2.5184536,6.9951777,36.284611,24.684618,31.778269,4,0,0,0,1,0,0,0,5,0,0.8,0,0,0,0.2,0,0,0,0,-999
D2,rand,-0.47777778,4,11.240974,1.5319092,6.2588439,39.037491,29.345913,33.367031,3,0,0,0,0,1,0,1,5,0,0.6,0,0,0,0,0.2,0,0.2,0,0
D2,rand,-0.17,23,6.396112,1.4393586,4.3242121,35.892826,29.87599,32.57309,3,0,1,0,0,0,0,1,5,0,0.6,0,0.2,0,0,0,0,0.2,0,0.35777777
D2,rand,-0.71249998,0,5.3287206,5.3287206,5.3287206,34.846462,32.220852,33.533657,0,0,1,0,0,0,0,1,2,0,0,0,0.5,0,0,0,0,0.5,0,-999
D2,rand,-2.4192224,14,7.8462658,1.4214106,5.1268821,35.886665,29.345913,32.98513,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0.57244444
D2,rand,-0.54444444,0,8.8002348,3.7023993,6.6929502,34.846462,28.209372,32.610138,1,0,0,0,0,0,1,1,3,0,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,-999
D2,rand,-0.55000001,0,2.2325058,1.1331271,1.5799525,35.528526,34.209072,34.827583,1,1,1,0,0,0,0,0,3,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,-999
D2,rand,-1.1803223,1,9.2990141,2.1977563,4.6018004,34.736843,27.735151,30.804678,1,1,2,0,0,0,1,0,5,0,0.2,0.2,0.4,0,0,0,0.2,0,0,0
D2,rand,-0.72222221,18,5.0038505,1.6612511,2.879072,35.807804,31.438417,34.315971,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,0
D2,rand,-3.7208896,0,4.2532659,1.5448188,2.9377229,36.033497,32.323975,34.556919,2,0,0,0,3,0,0,0,5,0,0.4,0,0,0,0.6,0,0,0,0,-999
D2,rand,-0.2,19,6.3144627,1.4962423,3.7519178,36.97065,31.191351,34.695038,4,0,0,0,0,0,0,1,5,0,0.8,0,0,0,0,0,0,0.2,0,1.7888889
D2,rand,-3.8309042,0,14.701631,1.0620259,6.8839235,38.099957,26.462587,32.718319,1,0,1,0,2,0,0,1,5,0,0.2,0,0.2,0,0.4,0,0,0.2,0,-999
D2,rand,-0.40555555,0,2.3888853,1.2502872,1.9577445,36.688923,34.996826,35.819115,0,1,2,0,0,0,0,0,3,0,0,0.333333333,0.666666667,0,0,0,0,0,0,-999
D2,rand,-0.42727274,44,7.128459,1.6862197,4.3475971,37.918499,32.190121,34.946045,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,0.19081481
D2,rand,-0.70909089,1,9.9001904,2.5176682,4.9565372,38.200626,31.498577,35.001316,3,0,1,0,0,0,1,0,5,0,0.6,0,0.2,0,0,0,0.2,0,0,0
D2,rand,-0.60000002,12,5.3383746,1.4221853,3.2953265,32.701424,27.48941,30.097406,2,1,2,0,0,0,0,0,5,0,0.4,0.2,0.4,0,0,0,0,0,0,0
D2,rand,-1.27,0,16.541147,1.604777,7.6653328,44.489338,31.829081,35.915668,0,1,3,0,0,0,0,1,5,0,0,0.2,0.6,0,0,0,0,0.2,0,-999
D2,rand,-0.62222224,0,9.3355722,2.2308073,5.2805295,38.992702,30.252344,35.17345,0,1,2,0,0,1,0,0,4,0,0,0.25,0.5,0,0,0.25,0,0,0,-999
D2,rand,-2.6290565,7,9.8542833,1.5168349,5.3593602,38.298195,29.982405,33.551682,4,0,0,0,0,0,0,1,5,0,0.8,0,0,0,0,0,0,0.2,0,0
D2,rand,-0.60000002,0,3.1502974,3.1502974,3.1502974,34.846462,33.769619,34.308041,1,0,0,0,0,0,0,1,2,0,0.5,0,0,0,0,0,0,0.5,0,-999
D2,rand,-0.22,3,12.835146,2.3569908,7.0236039,41.999805,31.440622,35.096478,3,0,1,0,0,0,0,1,5,0,0.6,0,0.2,0,0,0,0,0.2,0,0
D2,rand,-1.9235064,4,5.2369943,2.0116951,3.3736567,36.86071,31.624243,34.848049,1,0,1,0,3,0,0,0,5,0,0.2,0,0.2,0,0.6,0,0,0,0,0
D2,rand,-6.2659159,0,9.3390799,2.1474376,7.5797825,39.758232,31.573183,37.018105,1,0,0,0,3,0,0,0,4,0,0.25,0,0,0,0.75,0,0,0,0,-999
D2,rand,-1.7232876,0,4.8332419,1.3568382,3.0119054,31.551048,28.425333,29.833418,2,0,0,0,2,0,0,1,5,0,0.4,0,0,0,0.4,0,0,0.2,0,-999
D2,rand,-0.36923078,27,5.9091225,2.2249417,3.8433878,35.833412,31.310116,33.561802,1,2,2,0,0,0,0,0,5,0,0.2,0.4,0.4,0,0,0,0,0,0,0.30666667
D2,rand,-4.2180314,0,5.6269727,1.1201781,3.3873527,34.264301,29.925077,31.872498,1,1,1,0,2,0,0,0,5,0,0.2,0.2,0.2,0,0.4,0,0,0,0,-999
D2,rand,-1.8569455,13,7.6441383,1.3917559,4.6547079,35.925312,29.289524,33.16391,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,0
D2,rand,-1.9278132,0,5.6051402,2.4002523,4.0542517,32.856247,27.973402,30.569687,2,0,2,0,0,0,0,0,4,0,0.5,0,0.5,0,0,0,0,0,0,-999
D2,rand,-3.3544686,0,8.7974329,2.2308385,4.8923721,39.502201,31.573183,35.645191,1,1,1,0,1,0,0,0,4,0,0.25,0.25,0.25,0,0.25,0,0,0,0,-999
D2,rand,-0.24375001,23,6.862834,1.0345029,4.5265279,35.665947,29.554718,32.027172,3,0,1,0,0,1,0,0,5,0,0.6,0,0.2,0,0,0.2,0,0,1,2.415
D2,rand,-1.4636364,0,16.610256,2.2364824,8.1464901,40.550541,28.239216,36.060787,1,2,1,0,1,0,0,0,5,0,0.2,0.4,0.2,0,0.2,0,0,0,0,-999
D2,rand,-2.3221326,14,7.8902941,2.1980555,4.6796746,36.834751,29.704679,33.229374,1,2,2,0,0,0,0,0,5,0,0.2,0.4,0.4,0,0,0,0,0,0,0
D2,rand,-0.13333334,0,4.0481639,4.0481639,4.0481639,32.63121,28.889616,30.760414,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,-999
D2,rand,-2.0028062,91,6.9252677,2.1784632,4.3465595,35.675232,29.532051,32.701122,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0.53113401
D2,rand,-2.6702571,21,4.5081906,1.723868,3.2403054,35.616856,31.191351,34.124203,1,2,2,0,0,0,0,0,5,0,0.2,0.4,0.4,0,0,0,0,0,0,0.39030302
D2,rand,-0.37272727,42,5.3135924,1.1601827,3.5080347,34.722042,30.203703,32.472969,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0.57244444
D2,rand,-0.17222223,5,4.7795196,0.52691364,2.7841318,36.97065,32.580673,34.958099,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
D2,rand,-0.16666667,10,8.4565191,1.5021899,3.9927564,35.051224,28.425333,31.164995,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1.4311111
D2,rand,-0.85333335,0,6.3650155,0.68348372,3.9765692,36.06123,31.445671,33.314453,0,1,2,0,0,0,2,0,5,0,0,0.2,0.4,0,0,0,0.4,0,0,-999
D2,rand,-0.89999998,0,10.223143,2.3691373,5.5487189,36.97065,28.751278,33.084915,2,1,1,0,0,0,0,0,4,0,0.5,0.25,0.25,0,0,0,0,0,0,-999
D2,rand,-0.61048096,12,8.5597115,1.4559488,5.5640316,39.085815,35.335747,37.133057,2,0,2,0,1,0,0,0,5,0,0.4,0,0.4,0,0.2,0,0,0,0,0
D2,rand,-0.47499999,25,10.140291,0.72118652,5.8449364,35.448414,28.072304,32.433178,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,1,2.2729411
D2,rand,-1.5691911,0,8.3218069,2.5674064,5.3610034,35.180145,28.276413,33.043407,2,1,0,0,0,0,1,0,4,0,0.5,0.25,0,0,0,0,0.25,0,0,-999
D2,rand,-1.1366918,12,5.4215803,1.4555634,3.3475783,34.722042,30.514967,32.779293,3,0,0,0,2,0,0,0,5,0,0.6,0,0,0,0.4,0,0,0,0,0
D2,rand,-0.47142857,3,12.442912,2.2354665,8.2496834,39.502201,28.803307,34.892879,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0
D2,rand,-1.9666667,0,16.601149,1.7480624,8.7510796,39.959953,24.868786,35.018093,1,2,0,0,1,0,0,0,4,0,0.25,0.5,0,0,0.25,0,0,0,0,-999
D2,rand,-0.59166664,72,4.6379228,1.7726773,3.2050586,33.769619,29.356289,31.258972,3,0,2,0,0,0,0,0,5,0,0.6,0,0.4,0,0,0,0,0,0,0.23207207
D2,rand,-1.9203938,0,20.941374,1.4625084,11.627199,42.858444,24.684618,37.063499,1,0,1,0,2,0,0,0,4,0,0.25,0,0.25,0,0.5,0,0,0,0,-999
D2,rand,-0.44545454,119,5.7755814,2.1917784,3.5285411,37.665714,32.513271,35.234982,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,1.0733334
D2,rand,-0.5,1,7.3000913,1.4690524,4.0696211,33.077633,27.018091,31.151583,3,0,1,0,0,0,0,1,5,0,0.6,0,0.2,0,0,0,0,0.2,0,0
D2,rand,-0.27692309,76,8.3660803,2.5176682,5.095264,36.07259,29.904272,33.072136,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1.6442553
D2,rand,-1.566581,7,6.5509925,1.4563986,3.9077361,35.085224,29.538279,32.209343,2,1,1,0,1,0,0,0,5,0,0.4,0.2,0.2,0,0.2,0,0,0,0,0
D2,rand,-2.0218666,0,9.6237078,2.1886692,5.4186091,34.629921,26.82707,32.016148,0,0,1,0,2,0,0,0,3,0,0,0,0.333333333,0,0.666666667,0,0,0,0,-999
D2,rand,-3.6589231,0,7.7925906,0.84802061,3.9832623,38.293194,31.573183,34.780918,1,2,0,0,2,0,0,0,5,0,0.2,0.4,0,0,0.4,0,0,0,0,-999
D2,rand,-0.34166667,0,2.4408724,1.8411139,2.2262707,30.252344,29.130566,29.662813,1,0,0,0,0,1,0,1,3,0,0.333333333,0,0,0,0,0.333333333,0,0.333333333,0,-999
D2,rand,-0.96862483,0,12.257548,0.66873312,5.9781699,39.541458,28.276413,31.470011,2,0,1,0,1,0,1,0,5,0,0.4,0,0.2,0,0.2,0,0.2,0,0,-999
D2,rand,-0.94,1,8.1109438,2.2251556,4.8294511,38.878513,32.81657,35.530472,1,1,1,0,0,0,2,0,5,0,0.2,0.2,0.2,0,0,0,0.4,0,0,0
D2,rand,-0.59598964,33,4.5439839,1.4502958,2.5648758,32.506119,28.889616,31.125294,3,0,0,0,1,0,0,1,5,0,0.6,0,0,0,0.2,0,0,0.2,0,0.25254902
D2,rand,-0.2923077,0,10.700051,1.3197364,6.6622567,37.207542,33.78418,35.489845,1,0,1,0,0,0,2,1,5,0,0.2,0,0.2,0,0,0,0.4,0.2,0,-999
D2,rand,-0.37,0,10.52175,2.683176,7.5748568,38.336319,31.771761,34.156315,1,0,0,0,0,0,0,2,3,0,0.333333333,0,0,0,0,0,0,0.666666667,0,-999
D2,rand,-0.40272069,0,1.845634,0.93772811,1.4132535,33.491463,32.037643,32.647404,2,0,0,0,1,0,0,0,3,0,0.666666667,0,0,0,0.333333333,0,0,0,0,-999
D2,rand,-2.5150576,6,10.74314,2.1752548,5.5312734,35.096062,27.018091,32.358555,2,0,2,0,1,0,0,0,5,0,0.4,0,0.4,0,0.2,0,0,0,0,0
D2,rand,-0.2375,14,4.7835522,1.5304855,2.968688,31.305935,28.358093,29.946321,4,1,0,0,0,0,0,0,5,0,0.8,0.2,0,0,0,0,0,0,0,0
D2,rand,-0.18333334,0,10.053614,0.90744364,5.7596922,34.836189,26.75326,29.06782,1,0,0,0,0,0,3,0,4,0,0.25,0,0,0,0,0,0.75,0,0,-999
D2,rand,-0.53333336,178,8.2755203,2.0793242,4.6560054,38.17207,32.234211,35.461708,4,1,0,0,0,0,0,0,5,0,0.8,0.2,0,0,0,0,0,0,0,1.202963
D2,rand,-0.57499999,0,6.1478467,1.9779879,3.6922462,34.491425,28.358093,31.834024,1,1,0,0,0,0,2,1,5,0,0.2,0.2,0,0,0,0,0.4,0.2,0,-999
D2,rand,-3.0033884,11,5.8069038,1.5416893,3.8417439,35.404659,30.07546,33.374447,2,0,1,0,1,0,0,1,5,0,0.4,0,0.2,0,0.2,0,0,0.2,0,0
D2,rand,-0.27500001,0,10.412807,2.5312545,6.0256119,37.129528,28.351967,31.753906,3,0,0,0,0,0,0,1,4,0,0.75,0,0,0,0,0,0,0.25,0,-999
D2,rand,-0.48750001,9,6.2789097,1.359665,3.3237071,37.757584,32.702282,34.476555,2,0,3,0,0,0,0,0,5,0,0.4,0,0.6,0,0,0,0,0,0,0
D2,rand,-0.30000001,0,9.5361042,1.7669777,6.5672722,37.969467,29.566519,34.187763,0,0,2,0,0,0,2,0,4,0,0,0,0.5,0,0,0,0.5,0,0,-999
D2,rand,-2.3399606,0,3.6807525,1.530032,2.6101897,31.771761,29.129684,30.496799,0,0,1,0,3,0,0,1,5,0,0,0,0.2,0,0.6,0,0,0.2,0,-999
D2,rand,-0.2,0,9.379693,3.066134,6.2953639,40.792835,31.971106,35.753578,2,0,1,0,0,0,0,0,3,0,0.666666667,0,0.333333333,0,0,0,0,0,0,-999
D2,rand,-0.70714283,5,6.0526066,1.5489161,3.9593902,35.13855,29.751217,32.934895,2,1,1,0,0,0,0,1,5,0,0.4,0.2,0.2,0,0,0,0,0.2,0,1.4311111
D2,rand,-0.44999999,60,6.2856755,2.2133262,3.6122313,35.528526,32.037643,33.721687,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,1.7173333
D2,rand,-0.43636364,0,6.5271845,4.3561425,5.0981569,35.700741,29.648865,32.717983,0,0,1,0,0,0,0,2,3,0,0,0,0.333333333,0,0,0,0,0.666666667,0,-999
D2,rand,-1.1882353,0,3.8663216,1.379618,2.3866518,35.702057,34.08157,34.824074,0,2,2,0,0,0,0,1,5,0,0,0.4,0.4,0,0,0,0,0.2,0,-999
D2,rand,-0.44,0,9.6939964,2.2251556,6.883954,38.878513,32.63121,36.762119,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0.5,0.5,0,-999
D2,rand,-0.1,0,11.548552,2.3550439,6.4436116,37.130318,27.506248,33.032898,2,0,1,0,0,0,0,1,4,0,0.5,0,0.25,0,0,0,0,0.25,0,-999
D2,rand,-0.45714286,0,10.277875,1.2114822,5.6651764,34.812447,29.252062,32.509571,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,1,0,-999
D2,rand,-0.55714285,0,9.2033663,1.2124397,4.3804421,35.728573,27.096954,29.788334,0,0,0,0,1,0,3,1,5,0,0,0,0,0,0.2,0,0.6,0.2,0,-999
D2,rand,-2.59621,0,13.262036,2.2062743,8.3618059,40.440948,27.336866,32.319321,2,1,2,0,0,0,0,0,5,0,0.4,0.2,0.4,0,0,0,0,0,0,-999
D2,rand,-0.27142859,0,#NAME?,Inf,NaN,35.87711,35.87711,35.87711,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,-999
D2,rand,-0.52105266,0,7.8421474,1.268568,4.0498848,38.061481,30.32592,32.750431,2,1,1,0,0,0,0,1,5,0,0.4,0.2,0.2,0,0,0,0,0.2,0,-999
D2,rand,-3.1576376,0,5.8353624,1.4507933,3.7518375,30.482115,26.04109,28.611498,0,1,1,0,3,0,0,0,5,0,0,0.2,0.2,0,0.6,0,0,0,0,-999
D2,rand,-2.6083593,6,7.4886508,0.94301111,4.3757696,37.650841,30.166054,33.15062,3,0,0,0,2,0,0,0,5,0,0.6,0,0,0,0.4,0,0,0,0,0
D2,rand,-2.4379287,1,10.964133,2.1604795,6.190249,39.14695,29.181599,34.237408,2,0,1,0,2,0,0,0,5,0,0.4,0,0.2,0,0.4,0,0,0,0,0
D2,rand,-1.2488387,0,7.2600055,1.5574739,4.5901389,35.250904,32.004459,33.580021,0,0,0,0,2,0,2,1,5,0,0,0,0,0,0.4,0,0.4,0.2,0,-999
D2,rand,-2.0168257,0,15.360509,2.3783913,9.5646172,42.019684,29.538279,35.514603,3,0,1,0,1,0,0,0,5,0,0.6,0,0.2,0,0.2,0,0,0,0,-999
D2,rand,-0.37857142,0,13.045132,2.1863859,6.6909037,38.126717,26.407656,30.522339,2,0,1,0,2,0,0,0,5,0,0.4,0,0.2,0,0.4,0,0,0,0,-999
D2,rand,-4.8222342,0,8.6813774,1.340645,5.1193433,38.479671,31.637165,35.57819,1,0,0,0,4,0,0,0,5,0,0.2,0,0,0,0.8,0,0,0,0,-999
D2,rand,-1.1766784,0,16.884386,1.4449173,8.6613932,39.619942,25.204935,33.030182,2,1,0,0,1,0,0,1,5,0,0.4,0.2,0,0,0.2,0,0,0.2,0,-999
D2,rand,-0.72666669,31,10.48634,2.1904263,5.7665524,37.687195,28.083513,33.447777,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,1.932
D2,rand,-3.0576253,0,2.975862,0.97293425,1.9558036,32.208252,29.398741,30.769934,0,0,0,0,5,0,0,0,5,1,0,0,0,0,1,0,0,0,0,-999
D2,rand,-0.37619048,6,8.8067417,1.5311219,4.8745089,36.663506,29.164013,32.306335,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,1.2266667
D2,rand,-2.0444446,0,5.7657208,1.634922,3.3533719,35.270508,32.026581,33.394672,1,2,1,0,0,0,0,0,4,0,0.25,0.5,0.25,0,0,0,0,0,0,-999
D2,rand,-0.30833334,0,7.1949549,1.5304855,4.2445049,35.613655,29.134352,31.889917,4,0,0,0,0,0,1,0,5,0,0.8,0,0,0,0,0,0.2,0,0,-999
D2,rand,-0.86666667,2,14.669487,1.5319951,7.1571336,42.315979,28.50856,32.313892,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0
D2,rand,-0.82999998,0,7.2412615,2.2342713,4.9354258,34.912052,29.297132,31.461851,0,1,1,0,0,0,0,1,3,0,0,0.333333333,0.333333333,0,0,0,0,0.333333333,0,-999
D2,rand,-1.7545776,19,6.0827708,1.4754971,3.2969301,33.224083,27.930452,30.286392,4,1,0,0,0,0,0,0,5,0,0.8,0.2,0,0,0,0,0,0,0,0
D2,rand,-1.3583333,0,13.04428,1.4458482,7.2359724,41.999805,30.097746,34.36655,2,1,1,0,1,0,0,0,5,0,0.4,0.2,0.2,0,0.2,0,0,0,0,-999
D2,rand,-0.31,0,6.8881474,2.2929354,3.660774,31.911777,25.204935,28.11586,1,0,2,0,0,0,0,2,5,0,0.2,0,0.4,0,0,0,0,0.4,0,-999
D2,rand,-1.0142857,0,10.106897,1.0931171,5.9247961,37.030754,31.619308,34.550858,0,0,2,0,0,0,2,1,5,0,0,0,0.4,0,0,0,0.4,0.2,0,-999
D2,rand,-0.66428572,0,14.089605,2.435019,9.2751083,40.805847,27.097498,33.762741,0,0,2,0,1,0,2,0,5,0,0,0,0.4,0,0.2,0,0.4,0,0,-999
D2,rand,-1.0363636,0,20.214025,2.1494246,12.201567,47.819546,29.904272,36.905193,2,0,0,0,0,0,2,1,5,0,0.4,0,0,0,0,0,0.4,0.2,0,-999
D2,rand,-2.3023739,28,7.0540352,2.1980555,3.9075646,34.670624,29.704679,31.982721,2,2,1,0,0,0,0,0,5,0,0.4,0.4,0.2,0,0,0,0,0,0,0.57244444
D2,rand,-2.5540564,0,1.4682047,1.4682047,1.4682047,38.940594,37.645077,38.292835,1,0,1,0,0,0,0,0,2,0,0.5,0,0.5,0,0,0,0,0,0,-999
D2,rand,-3.7953084,0,6.9577074,2.6041901,5.0849447,39.080784,33.129776,35.698158,2,0,0,0,1,0,0,0,3,0,0.666666667,0,0,0,0.333333333,0,0,0,0,-999
D2,rand,-0.27272728,0,10.111488,1.5309494,5.8577719,35.856014,27.015545,33.14077,3,0,1,0,0,0,0,0,4,0,0.75,0,0.25,0,0,0,0,0,0,-999
D2,rand,-0.16153847,4,13.282391,1.4682047,6.38026,38.940594,28.295527,35.156277,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,1.7173333
D2,rand,-1.4959366,1,3.6510701,1.4386021,2.4732118,32.67701,29.741117,31.436953,2,0,3,0,0,0,0,0,5,0,0.4,0,0.6,0,0,0,0,0,1,4.2933335
D2,rand,-0.17,11,6.9455309,1.1208398,3.6169629,36.284611,30.028515,34.056427,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
D2,rand,-2.2536662,1,14.653269,2.0444095,7.7712293,39.402405,27.930452,33.166248,3,0,0,0,1,0,0,1,5,0,0.6,0,0,0,0.2,0,0,0.2,0,0
D2,rand,-1.36,22,5.0254908,1.5428989,3.2521827,37.601364,34.317245,35.467037,3,0,2,0,0,0,0,0,5,0,0.6,0,0.4,0,0,0,0,0,0,0.71555555
D2,rand,-0.62727273,2,12.909512,3.6206024,6.8432579,38.04488,28.803307,33.398876,3,0,1,0,0,0,0,1,5,0,0.6,0,0.2,0,0,0,0,0.2,0,0
D2,rand,-1.1166667,0,4.5477285,2.5501351,3.7585783,36.033497,32.037643,34.273407,1,0,1,0,1,0,0,1,4,0,0.25,0,0.25,0,0.25,0,0,0.25,0,-999
D2,rand,-0.62,0,10.749165,1.5311202,5.8618755,38.381668,29.86581,34.367058,2,0,0,0,0,0,0,2,4,0,0.5,0,0,0,0,0,0,0.5,0,-999
D2,rand,-0.76153845,44,6.7755084,1.5302672,4.1890626,35.183968,29.551117,33.086987,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0.54808509
D2,rand,-0.2,0,16.170061,2.1752381,9.4919777,42.720253,28.072304,35.850388,2,0,0,0,0,0,2,1,5,0,0.4,0,0,0,0,0,0.4,0.2,0,-999
D2,rand,-0.90833336,0,13.648476,1.2450695,9.2482367,41.999805,29.210766,36.424995,2,2,1,0,0,0,0,0,5,0,0.4,0.4,0.2,0,0,0,0,0,0,-999
D2,rand,-1.0142857,1,3.6898878,0.66508645,2.3311701,36.8503,34.209072,35.399815,1,2,2,0,0,0,0,0,5,0,0.2,0.4,0.4,0,0,0,0,0,0,0
D2,rand,-0.84444445,5,7.9228301,1.6637926,4.9815321,36.279305,29.90122,33.495552,3,0,1,0,0,0,0,1,5,0,0.6,0,0.2,0,0,0,0,0.2,0,1.4311111
D2,rand,-0.23636363,0,4.1153755,1.1869528,3.0098217,32.856247,31.055132,32.049904,2,0,1,0,0,0,0,0,3,0,0.666666667,0,0.333333333,0,0,0,0,0,0,-999
D2,rand,-0.12727273,27,3.8974018,1.3609684,2.5713868,30.269241,27.505104,28.881643,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,0.30666667
D2,rand,-2.3986328,0,5.582787,2.1804428,4.2320032,34.624256,32.482136,33.506577,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0.666666667,0,0.333333333,0,0,-999
D2,rand,-0.81001174,41,10.779289,2.1959939,6.0053678,39.14695,29.600584,34.532112,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0.39937985
D2,rand,-0.67500001,20,3.1371589,1.0654938,2.309458,36.141663,34.070015,35.413101,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0
D2,rand,-2.0647199,13,8.9498281,1.4119819,5.2695346,35.856014,28.185543,32.585945,4,0,0,0,0,0,0,1,5,0,0.8,0,0,0,0,0,0,0.2,0,0
D2,rand,-0.29090908,0,16.545107,16.545107,16.545107,44.489338,32.28828,38.388809,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,-999
D2,rand,-1.5860511,0,11.705559,1.320905,6.1020832,41.467884,30.987551,38.171738,1,0,1,0,0,0,3,0,5,0,0.2,0,0.2,0,0,0,0.6,0,0,-999
D2,rand,-0.23999999,2,9.0074005,2.4129388,5.7805629,35.965435,28.006779,31.990557,3,0,1,0,0,0,1,0,5,0,0.6,0,0.2,0,0,0,0.2,0,0,0
