,Hits,max_feat,avg_feat,max_centr,min_centr,avg_centr,features,all_same,s_score,hyd_prop,don_prop,catdon_prop,hydaro_prop,aniacc_prop,clusters
57931,0,8.787144699999999,4.8949432,10.623594,6.4855642,9.2862043,5,0,-0.85000002,0.4,0.0,0.0,0.0,0.0,1
33985,0,14.900425,10.753098,11.651505,3.5608888,8.7528629,5,0,-1.96,0.2,0.0,0.0,0.0,0.0,2
62581,1,11.922811,5.9597416,12.486539,4.0178442,6.9081383,5,0,-1.25,0.4,0.0,0.0,0.0,0.0,2
55820,5,6.4927549,4.0796332,5.6551184999999995,3.2915571000000003,4.2926998,5,0,-1.1133333,0.4,0.2,0.0,0.0,0.4,1
87571,11,10.191419,6.1792269,9.058077800000001,4.6764903,7.0759735,5,0,-1.0271236,0.6,0.0,0.2,0.0,0.0,1
54537,0,21.143459,14.5779,16.494208999999998,11.97536,13.675203,3,0,-4.6089310999999995,0.333333333,0.0,0.333333333,0.0,0.0,2
104094,3,3.9307992,2.2956936000000003,13.162766,9.2968836,11.138525999999999,5,0,-1.1933334,0.8,0.2,0.0,0.0,0.0,1
66103,0,14.423202999999999,8.755077400000001,11.043413000000001,5.7142900999999995,8.5220966,5,0,-1.425,0.4,0.0,0.0,0.0,0.4,2
111737,38,5.6913743,3.2873199,10.686943,5.427060099999999,7.3019772,5,1,-0.38,1.0,0.0,0.0,0.0,0.0,0
78913,0,11.426378999999999,6.7512579,10.025739999999999,7.7873883,8.8346281,4,0,-2.1126172999999997,0.5,0.0,0.5,0.0,0.0,2
12573,0,12.160515,5.5794392,8.247392699999999,5.6551184999999995,7.078591800000001,5,1,-1.487638,0.0,0.0,0.0,0.0,1.0,1
87896,8,10.486924,7.100504400000001,12.328391,3.1067308999999996,8.1167765,5,0,-1.0285715,0.6,0.2,0.0,0.0,0.0,1
83957,2,5.3797832,3.6066351,3.865644,1.3712525,3.0793262,5,0,-0.46923077,0.6,0.2,0.0,0.0,0.0,1
66959,0,15.112632000000001,10.134580999999999,17.948193,4.3813585999999995,10.194861999999999,5,0,-1.4294118,0.4,0.0,0.0,0.0,0.4,2
97964,0,8.467061,5.8866925000000005,11.002637,6.5351648,8.6778231,3,0,-0.66666669,0.666666667,0.333333333,0.0,0.0,0.0,1
104042,4,3.4051611000000004,2.2415085,4.5261817,3.0688128,3.625149,5,0,-0.44166666,0.8,0.0,0.0,0.0,0.0,1
97917,0,8.375782000000001,6.4190515999999995,12.298015,7.958070299999999,10.412465,3,0,-0.81999999,0.666666667,0.0,0.0,0.0,0.0,1
60244,3,10.487681,7.3631477,11.365368,7.187563900000001,9.5777597,5,0,-0.69999999,0.4,0.2,0.0,0.0,0.0,1
99998,0,14.635703,10.725733,12.564231,4.610644799999999,7.8666558,3,0,-0.71428573,0.666666667,0.0,0.0,0.0,0.0,2
78426,0,10.826194000000001,10.826194000000001,8.5001526,4.8030343,6.6515932,2,0,-0.65714288,0.5,0.0,0.0,0.0,0.0,1
105682,36,8.9544659,4.7517575999999995,7.677487400000001,5.2375484000000005,6.6484451,5,0,-1.2550504999999998,0.8,0.2,0.0,0.0,0.0,0
104259,11,4.998940900000001,3.0509303,4.8897996,4.1509203999999995,4.4968519,5,0,-0.40833333,0.8,0.0,0.0,0.0,0.0,1
5816,0,8.4874496,4.671474900000001,8.744166400000001,4.317046599999999,6.6538477,5,0,-2.8645674999999997,0.0,0.4,0.2,0.0,0.2,1
25462,0,8.77952,5.1661797,5.560916400000001,3.203264,4.4537792000000005,5,0,-0.37777779,0.2,0.0,0.0,0.0,0.6,1
15273,0,13.745273000000001,10.496399,11.8728,3.255223,6.7880511,4,0,-2.4400001000000002,0.0,0.0,0.0,0.0,0.0,2
87774,4,10.368157,5.6451473,10.911158,6.2010641,9.490879099999999,5,0,-2.5729363,0.6,0.0,0.2,0.0,0.0,1
102441,0,11.385743,7.477607300000001,8.915990800000001,5.527185,6.9353571,4,0,-1.1727272,0.75,0.0,0.0,0.0,0.0,1
86233,6,8.818921099999999,5.5506392,12.470682,9.2767992,11.746141999999999,5,0,-2.4658830000000003,0.6,0.0,0.2,0.0,0.0,1
59147,0,9.7187023,5.3874515999999995,10.029807,3.3129322999999995,6.9054675,5,0,-2.8270934,0.4,0.0,0.6,0.0,0.0,1
104117,19,4.1328411,2.6245882999999997,5.0413513,2.1713424,3.7016273,5,0,-0.8214286,0.8,0.2,0.0,0.0,0.0,1
107962,4,13.4573,8.4701891,11.560621000000001,6.3767948,8.7111206,5,0,-0.6388889,0.8,0.0,0.0,0.0,0.0,2
100942,0,4.9387517,2.9707737,10.341712,6.528956900000001,9.039759599999998,4,0,-0.56,0.75,0.0,0.0,0.0,0.0,1
86760,2,9.397558199999999,6.5282941,6.2548804,2.9765558,4.245612599999999,5,0,-0.41,0.6,0.0,0.0,0.0,0.0,1
29022,0,11.371029,6.8161798,10.973974,6.384158599999999,8.5755386,5,0,-2.8514494999999997,0.2,0.0,0.6,0.0,0.0,2
61264,0,11.141086999999999,7.2280025,5.9066380999999994,3.478332,4.9261847,5,0,-0.6875,0.4,0.0,0.0,0.0,0.0,1
84488,5,6.5788598,4.90309,5.7168503,2.2516007,3.9490621,5,0,-0.75,0.6,0.0,0.0,0.0,0.2,1
115852,0,18.072292,14.370965,14.596251,7.3938766000000005,11.294536,4,1,-0.11428571,1.0,0.0,0.0,0.0,0.0,2
111877,94,6.1859317,3.7722463999999998,5.786883400000001,1.3712525,3.5290288999999997,5,1,-0.16363636,1.0,0.0,0.0,0.0,0.0,3
6465,0,8.8821306,7.752223,11.682263,4.8730373,8.736704800000002,3,0,-1.05,0.0,0.333333333,0.0,0.0,0.0,1
105470,14,8.5081902,5.3425078,5.2364545,3.0461299,3.8709568999999995,5,0,-0.13333334,0.8,0.0,0.0,0.0,0.0,1
70159,1,18.17761,10.55437,14.341261,2.0471798999999997,9.461813900000001,5,0,-1.2416667,0.4,0.0,0.2,0.0,0.0,2
115501,0,15.845176,7.9131155,13.418639,10.794884,11.646179,5,1,-0.11666667,1.0,0.0,0.0,0.0,0.0,2
90364,16,12.675094999999999,6.5819545,11.270727,5.041461,8.0941448,5,0,-0.36998400000000004,0.6,0.0,0.2,0.2,0.0,1
85041,1,7.4272285,4.4072127,10.959439999999999,5.7126427,8.459168400000001,5,0,-1.4483287,0.6,0.0,0.0,0.0,0.2,1
50336,0,9.2504177,6.5547805,8.592870699999999,4.0574517,6.8242411999999995,3,0,-1.5333333,0.333333333,0.333333333,0.0,0.0,0.0,1
114678,0,12.797941999999999,8.5567141,12.504599,1.7669342000000001,8.1469393,3,1,-0.60000002,1.0,0.0,0.0,0.0,0.0,2
86528,10,9.1648731,5.6560483,5.9082227,3.1856496,4.3508244000000005,5,0,-0.43333334,0.6,0.0,0.0,0.0,0.0,1
112853,7,8.3637905,4.250714299999999,5.4499712,2.1713424,3.5921934,5,1,-0.13076924,1.0,0.0,0.0,0.0,0.0,1
31861,0,13.262464000000001,8.6356087,15.302623,6.6276178,10.954877999999999,5,0,-1.7,0.2,0.2,0.0,0.0,0.0,2
61617,1,11.365047,7.151814900000001,11.44231,3.8078248999999995,7.164279,5,0,-3.5478815999999997,0.4,0.2,0.2,0.0,0.0,1
103138,0,14.379601000000001,9.4101019,10.871423,6.2831521,8.1657534,4,0,-0.80000001,0.75,0.25,0.0,0.0,0.0,2
22513,0,26.1096,14.651793,17.305483,7.412213799999999,12.709071,5,0,-2.4122691,0.0,0.0,0.2,0.0,0.2,2
104568,14,6.3659067,4.4063644,3.9864473,3.4661714999999997,3.7596512000000004,5,0,-0.52999997,0.8,0.0,0.0,0.0,0.0,1
64369,1,13.163982999999998,8.5802145,10.338938,4.9148502,7.2206339999999996,5,0,-0.43636364,0.4,0.2,0.0,0.0,0.0,2
84992,21,7.3698826,5.0965877,4.5175018,1.3712525,3.4285891000000004,5,0,-0.30000001,0.6,0.0,0.0,0.0,0.0,0
40415,0,6.3927236,4.0461545,8.0570507,3.9460354,5.408675700000001,4,0,-0.66250002,0.25,0.0,0.0,0.0,0.75,1
64029,0,12.908858,8.4280615,11.463902000000001,2.135637,7.0855317,5,0,-2.9319758,0.4,0.0,0.0,0.0,0.0,2
