,s_score,Hits,max_feat,avg_feat,max_centr,min_centr,avg_centr,features,all_same,hyd_prop,don_prop,catdon_prop,hydaro_prop,aniacc_prop,clusters,Receptor,hits_actual,Score Type,subset,match_features,quality,quality_pred
0,0.9661722257120537,-0.5404651753619618,-0.23337536480618254,0.19548615084495005,-2.57508047510241,-0.2539175764128668,-1.4142634057268362,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,5HT1B,81,dE(class),moefrags,5,0,0
1,-1.2020513331887215,-0.1679210643225414,-1.1064741367848547,-0.9615171263787093,-1.685922151356696,-0.5519534868136038,-1.50460981112941,0.08804509063256206,-0.3040344960525302,-0.9486333145882501,2.4509370042050365,-0.18635250051575694,2.673998895531739,-0.07542070101517723,2,5HT1B,164,dE,moefrags,5,0,0
2,0.9544680014605347,1.2863475137108586,-0.14444245154292024,-0.35674357182921324,-0.20231872818310875,-0.666152271521777,-1.2696408523294898,0.08804509063256206,-0.3040344960525302,0.17931483565448264,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,5HT1B,488,dU(class),moefrags,4,0,0
4,1.2253318407788891,0.03854916589207716,0.39326798148781966,-0.3518663512729129,0.3637720901838781,-0.11836742845294267,0.26644814431369224,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,5HT2B,210,dE(class),moefrags,5,0,0
5,-0.5851524734812878,-0.8681244537460304,0.2527552641449194,-0.30628792014735756,-0.2888773753627625,-0.38726697207334504,-0.49639970615804613,0.08804509063256206,-0.3040344960525302,-0.9486333145882501,0.7957587675990379,-0.18635250051575694,1.01074599400482,-0.07542070101517723,2,5HT2B,8,dE,moefrags,5,1,0
6,1.2253318407788891,-0.5314882088308914,0.2527552641449194,-0.5062913768570415,-0.2888773753627625,-0.11836742845294267,0.1159014470928588,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,5HT2B,83,dU(class),moefrags,5,0,0
7,-1.2437775086571898,-0.8232396210906785,0.2157991825223132,-0.42261011715471997,-0.2308953919977065,-0.24204080465966565,-0.9154704628624787,0.08804509063256206,3.2891004572955533,-1.5126073897096164,-0.8594194690069608,1.7885788984607607,-0.6525069075220991,-0.07542070101517723,2,5HT2B,18,dU,moefrags,3,0,0
8,0.3035603621490028,-0.8860783868081712,-0.8886426840989031,-1.13457943384046,-0.3925505352729546,0.8929582868718601,0.42187045357166975,0.08804509063256206,-0.3040344960525302,0.17931483565448264,0.7957587675990379,-0.5813387808640412,2.673998895531739,-0.07542070101517723,2,5HT2C,4,dE(class),moefrags,6,0,0
10,1.2379955650143117,-0.2891101124919914,0.08368151842678449,0.7281017478734886,-1.1751104859654224,-0.9399335805356605,-0.3512005384102366,0.08804509063256206,-0.3040344960525302,1.3072629819493966,0.7957587675990379,-0.9763250612123255,-0.6525069075220991,-0.07542070101517723,2,5HT2C,137,dU(class),moefrags,4,0,0
12,1.1507515382293254,-0.6840966398590878,0.06215909548568819,0.42155018429638536,-1.5039237057509038,0.31398879774038146,-0.7166408649065191,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,A2A,49,dE(class),moefrags,5,0,0
14,1.1955528446169297,-0.8411935541528193,0.3803846261935021,0.3804870368490476,-0.2909340958594016,0.3153883364651058,-0.1830849870528522,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,A2A,14,dU(class),moefrags,5,1,0
15,-0.2629093073412544,-0.7469354055765803,-1.1106029461303604,-1.2516805039362293,1.3488416957911142,0.10428366078078496,1.7474768946764367,0.08804509063256206,-0.3040344960525302,-0.38465923946688374,-0.8594194690069608,0.998606337764192,-0.6525069075220991,-0.07542070101517723,2,A2A,35,dU,moefrags,4,1,1
16,1.273539446030767,1.6409376916881384,-1.8624250239096434,-1.6431383857514343,-0.7079115183100522,1.0392153120864536,0.5460720734503869,0.08804509063256206,-0.3040344960525302,1.3072629819493966,0.7957587675990379,-0.9763250612123255,-0.6525069075220991,-0.07542070101517723,2,A2C,567,dE(class),moefrags,3,0,0
17,-0.2145351324979234,-0.8232396210906785,0.3504979038859511,-0.046906493492938614,-0.7654654548711128,-0.6851180454525422,-0.9483760259716075,0.08804509063256206,-0.3040344960525302,-0.9486333145882501,2.4509370042050365,0.20863377983252746,1.01074599400482,-0.07542070101517723,2,A2C,18,dE,moefrags,5,0,0
18,1.1830083802665121,1.6409376916881384,-0.4106276262003147,-0.5360821733991669,-0.7845382157350439,-0.46947405526610103,-0.2248803252450541,0.08804509063256206,-0.3040344960525302,1.3072629819493966,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,A2C,567,dU(class),moefrags,3,0,0
20,1.307853274679568,1.6005413422983217,-1.9296371769079939,-1.8674585904566106,-1.2908260719580271,0.4492325391965204,-0.25229841574160006,0.08804509063256206,-0.3040344960525302,1.8712370570707633,-0.8594194690069608,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,Beta 2,558,dE(class),moefrags,3,0,0
23,-0.9384771311389342,-0.8277281043562137,-1.6055412597032035,-1.5753168519269254,-0.7550079458747675,-0.5107607689487743,-0.5920899080590778,0.08804509063256206,3.2891004572955533,-1.5126073897096164,-0.8594194690069608,1.7885788984607607,-0.6525069075220991,-0.07542070101517723,2,Beta 2,17,dU,moefrags,3,0,0
24,1.1772587725047237,1.6409376916881384,-0.9689924916954167,-1.1264594059999438,-0.4923039991645032,-0.1837947684816906,-0.04731904603429177,0.08804509063256206,-0.3040344960525302,1.3072629819493966,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,H1,567,dE(class),moefrags,3,0,0
25,1.1977926635315885,1.6499146582192088,-1.5081129649581024,-1.4415792464614159,-0.6424449153942982,0.008302714356482667,0.1511288335689152,0.08804509063256206,-0.3040344960525302,0.17931483565448264,2.4509370042050365,-0.9763250612123255,2.673998895531739,-0.07542070101517723,2,H1,569,dE,moefrags,3,0,0
28,0.4236875917721726,-0.7648893386387211,-1.1734425274647895,-0.8586218095829125,-0.07240016366385528,0.2774595342862594,0.16613487044560157,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.5813387808640412,-0.6525069075220991,-0.07542070101517723,2,M1,31,dE(class),moefrags,5,0,0
30,1.0154531699289762,-0.8771014202771008,-1.0265137691115276,-0.9094449608811848,-0.16282435106205626,-0.5242421293462973,-0.28635356139045076,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,M1,6,dU(class),moefrags,6,1,0
37,0.8105873567248082,-0.881589903542636,-0.20647176894758246,-0.1344779465835426,1.8787789979456706,-1.5275146405211864,-1.0015486025085234,0.08804509063256206,-0.3040344960525302,0.17931483565448264,0.7957587675990379,-0.9763250612123255,2.673998895531739,-0.07542070101517723,2,M4,5,dE,moefrags,6,0,0
38,0.4907983816067774,1.3806056622870977,-0.4119802927986807,-0.6703437529271455,1.8787789979456706,-1.5275146405211864,0.5167530307659324,0.08804509063256206,-0.3040344960525302,-0.38465923946688374,2.4509370042050365,-0.9763250612123255,-0.6525069075220991,-0.07542070101517723,2,M4,509,dU(class),moefrags,3,0,0
39,-1.7732519733238037,-0.8232396210906785,-1.561165476604079,-1.2891505710274536,-0.4436840897492769,-0.3330415500453245,0.31671759521166876,0.08804509063256206,3.2891004572955533,-1.5126073897096164,-0.8594194690069608,1.7885788984607607,-0.6525069075220991,-0.07542070101517723,2,M4,18,dU,moefrags,3,0,0
42,1.0776703620028405,0.09689944834403458,-0.7421712762878357,-0.3381667174397884,0.20460011433333825,-0.5321836367878723,-0.9204102299741468,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,OPRD,223,dU(class),moefrags,5,0,0
53,-1.61548888660217,-0.7918202382319323,-1.096975573790743,-0.747910935148823,-1.685922151356696,-0.5519534868136038,-1.393875114032323,0.08804509063256206,-0.3040344960525302,-1.5126073897096164,2.4509370042050365,0.20863377983252746,2.673998895531739,-0.07542070101517723,2,5HT1B,25,dE,ef,5,0,0
56,1.2048329392224182,0.03854916589207716,0.39326798148781966,-0.3518663512729129,0.3637720901838781,-0.11836742845294267,0.26644814431369224,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,5HT2B,210,dE(class),ef,5,0,0
57,0.8823946205432858,-0.8950553533392415,0.2527552641449194,-0.5484921042937706,-0.2888773753627625,-0.11836742845294267,-0.2662206746069668,0.08804509063256206,-0.3040344960525302,-0.9486333145882501,2.4509370042050365,-0.9763250612123255,2.673998895531739,-0.07542070101517723,2,5HT2B,2,dE,ef,6,1,0
58,1.2048329392224182,-0.5314882088308914,0.2527552641449194,-0.5062913768570415,-0.2888773753627625,-0.11836742845294267,0.1159014470928588,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,5HT2B,83,dU(class),ef,5,0,0
59,-1.0798493758140195,-0.809774171294073,0.2157991825223132,-0.3278475686646572,-0.2308953919977065,-0.7695295613279165,-1.1824690379488574,0.08804509063256206,3.2891004572955533,-1.5126073897096164,-0.8594194690069608,1.7885788984607607,-0.6525069075220991,-0.07542070101517723,2,5HT2B,21,dU,ef,3,0,0
60,1.2125769467966654,-0.8232396210906785,0.39181019711615517,-0.5517515100714043,-0.18789872648710157,1.5140330536385456,0.9071762461410486,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,5HT2C,18,dE(class),ef,5,0,1
62,1.1776323220618878,-0.7514238888421155,0.07761771018531895,0.6894436324007261,-1.1853876089511148,-0.9399335805356605,-0.5902213372551983,0.08804509063256206,-0.3040344960525302,1.3072629819493966,0.7957587675990379,-0.9763250612123255,-0.6525069075220991,-0.07542070101517723,2,5HT2C,34,dU(class),ef,5,0,0
63,-0.6894802323885124,-0.809774171294073,0.07959755428959953,-0.2974376931788606,0.08527040862395305,-0.5595781892084623,0.3410124013832203,0.08804509063256206,3.2891004572955533,-1.5126073897096164,-0.8594194690069608,1.7885788984607607,-0.6525069075220991,-0.07542070101517723,2,5HT2C,21,dU,ef,3,0,0
64,1.1129200357823206,-0.6885851231246229,0.06215909548568819,0.432714510412006,-1.5039237057509038,0.31398879774038146,-0.7103817951324015,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,A2A,48,dE(class),ef,5,0,0
65,0.07254607994333591,-0.8546590039494248,0.33301684339453963,0.5562075257403828,-1.5039237057509038,0.31398879774038146,-0.5609697485530242,0.08804509063256206,-0.3040344960525302,-0.38465923946688374,0.7957587675990379,-0.18635250051575694,1.01074599400482,-0.07542070101517723,2,A2A,11,dE,ef,5,0,0
67,-0.483954054531838,-0.8142626545596082,-1.0708028867659038,-0.9872814424433588,0.559318845087409,0.1062489269759873,0.9950686982397169,0.08804509063256206,3.2891004572955533,-1.5126073897096164,-0.8594194690069608,1.7885788984607607,-0.6525069075220991,-0.07542070101517723,2,A2A,20,dU,ef,3,1,1
68,1.2623270456025328,1.6454261749536736,-1.8624250239096434,-1.7233567959797782,-0.7079115183100522,1.2551157023005615,0.6571200799709644,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,A2C,568,dE(class),ef,3,0,0
72,1.249811657009203,-0.46416095984786365,-1.6162049410382862,-1.7607007593818242,-0.6489385717964457,0.4789058329885403,-0.3296146563868101,0.08804509063256206,-0.3040344960525302,1.8712370570707633,-0.8594194690069608,-0.9763250612123255,-0.6525069075220991,-0.07542070101517723,2,Beta 2,98,dE(class),ef,4,0,0
74,1.22243313564005,0.6804022728636088,-0.021241648346387764,-0.7780917065646682,0.05326985034017246,-1.0567349803344213,-0.6827691558915933,0.08804509063256206,-0.3040344960525302,1.8712370570707633,0.7957587675990379,-0.9763250612123255,-0.6525069075220991,-0.07542070101517723,2,Beta 2,353,dU(class),ef,4,0,0
75,-0.7502633489856644,-0.8277281043562137,-1.6003574409936494,-1.3814799598257184,-0.7550079458747675,-1.0108987872818191,-0.8697702596471174,0.08804509063256206,3.2891004572955533,-1.5126073897096164,-0.8594194690069608,1.7885788984607607,-0.6525069075220991,-0.07542070101517723,2,Beta 2,17,dU,ef,3,0,0
76,1.258273687940691,1.6409376916881384,-0.9689924916954167,-0.9456696923581843,-0.6424449153942982,-0.14947028822287015,-0.2852962614545441,0.08804509063256206,-0.3040344960525302,1.3072629819493966,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,H1,567,dE(class),ef,3,0,0
77,1.1977926635315885,1.6499146582192088,-1.5081129649581024,-1.4415792464614159,-0.6424449153942982,0.008302714356482667,0.1511288335689152,0.08804509063256206,-0.3040344960525302,0.17931483565448264,2.4509370042050365,-0.9763250612123255,2.673998895531739,-0.07542070101517723,2,H1,569,dE,ef,3,0,0
80,0.9670681532779174,0.007129783033330854,-1.2137218432095693,-0.9842137268342981,0.30090840540589137,0.16716411723555336,0.19767347035653793,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,M1,203,dE(class),ef,5,0,0
81,-1.1462258795797922,1.6364492084226032,-1.0618092924132096,-0.9575702289480501,-1.918652502587595,-0.1133293344028114,-1.102338742174129,0.08804509063256206,-0.3040344960525302,-0.9486333145882501,-0.8594194690069608,0.6036200574159077,1.01074599400482,-0.07542070101517723,2,M1,566,dE,ef,3,0,0
82,0.7624792989802486,-0.8771014202771008,-0.8163584851024626,-0.6539479854335415,-0.16282435106205626,-0.5242421293462973,-0.6645297553468857,0.08804509063256206,-0.3040344960525302,0.17931483565448264,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,M1,6,dU(class),ef,6,0,0
87,-1.476822165764594,-0.8950553533392415,-0.5214999295720903,-0.03311081270195873,0.13885209324220452,-2.109389587701427,-0.4250129917647674,0.08804509063256206,-0.3040344960525302,-0.38465923946688374,-0.8594194690069608,0.998606337764192,-0.6525069075220991,-0.07542070101517723,2,M2,2,dU,ef,5,1,0
89,0.8105873567248082,-0.881589903542636,-0.20647176894758246,-0.1344779465835426,1.8787789979456706,-1.5275146405211864,-1.0015486025085234,0.08804509063256206,-0.3040344960525302,0.17931483565448264,0.7957587675990379,-0.9763250612123255,2.673998895531739,-0.07542070101517723,2,M4,5,dE,ef,6,0,0
91,-1.6290953553004621,-0.8187511378251433,-1.481736646908634,-1.1184590667552037,-0.6130808726427307,-0.3330415500453245,-1.0349587248776473,0.08804509063256206,3.2891004572955533,-1.5126073897096164,-0.8594194690069608,1.7885788984607607,-0.6525069075220991,-0.07542070101517723,2,M4,19,dU,ef,3,0,0
92,1.2483706822003005,-0.2980870790230618,-0.009480557624549801,0.26075398402681693,0.3075927670184143,-1.1378766218082004,-0.8096560866839699,0.08804509063256206,-0.3040344960525302,0.7432889068280304,-0.8594194690069608,-0.9763250612123255,-0.6525069075220991,-0.07542070101517723,2,OPRD,135,dE(class),ef,4,0,0
94,1.0776703620028405,0.09689944834403458,-0.7421712762878357,-0.3381667174397884,0.20460011433333825,-0.5321836367878723,-0.9204102299741468,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,OPRD,223,dU(class),ef,5,0,0
99,-0.7010760385627544,-0.8950553533392415,0.20868999441066038,0.011053651088411253,0.8101698710186892,-0.1144184941466765,-0.24199167296381746,0.08804509063256206,3.2891004572955533,-1.5126073897096164,-0.8594194690069608,1.7885788984607607,-0.6525069075220991,-0.07542070101517723,2,OPRK,2,dU,ef,4,1,0
104,0.9267474703385159,-0.5404651753619618,-0.23337536480618254,0.19548637514891537,-2.57508047510241,-0.2539136623545724,-1.4142625375932159,0.08804509063256206,-0.3040344960525302,0.7432889068280304,0.7957587675990379,-0.9763250612123255,1.01074599400482,-0.07542070101517723,2,5HT1B,81,dE(class),gh,5,0,0
